"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Kittanning borough","Acorn Hollow Farm","40.774383","-79.379299","Acorn Hollow Farm","PA","310 Kunkle Rd","cut-flowers fresh-fruits fresh-vegetables","","farm","www.acornhollowfarm.com","16201"
"Oakdale","www.facebook/beccaris","40.3739713","-80.1330934","Beccari's Farm Market","PA","5095 Thoms Run Road","baked-goods canned preserved cut-flowers dairy products eggs fresh-fruits fresh-vegetables honey juices ciders","","farm","beccaris.com","15071"
"Thompson","https://www.facebook.com/homesteadinghobnobbery","41.851223","-75.428190","Bialecki Farms","PA","3299 Wrighter Lake Rd","eggs herbs fresh-fruits fresh-vegetables wild-harvested forest-products","","farm","","18465"
"Buckingham","https://www.facebook.com/BlueMoonAcresFarm","40.318708","-75.052641","Blue Moon Acres: Certified Organic Farm and Market ","PA","2287 Durham Road","eggs herbs fresh-fruits fresh-vegetables mushrooms wild-harvested forest-products","https://twitter.com/bmacres","farm","http://bluemoonacres.com/contact-us/","18912"
"East Nantmeal","https://www.facebook.com/blueslatefarm","40.160960","-75.692628","Blue Slate Farm","PA","3669 Coventryville Road","bedding plants eggs herbs fresh-fruits fresh-vegetables poultry fowl wild-harvested forest-products","@blueslatefarm","farm","","19465"
"Zelienople","https://www.facebook.com/BrencklesOrganicFarm","40.7249880","-80.1535360","Brenckle's Organic Farm & Greenhouse","PA","768 Glen Eden Rd.","bedding plants canned preserved dairy products eggs herbs fresh-fruits fresh-vegetables honey maple-products","","farm","http://www.brencklesfarm.com/","16063"
"Westfield","https://www.facebook.com/pages/Brookfield-Maple-Products/322566231113004","41.955620","-77.594692","Brookfield Maple Products","PA","111 Plank Road","maple-products","","farm","www.brookfieldmapleproducts.com","16950"
"Gettysburg","https://www.facebook.com/chapelfordfarms","39.754261","-77.230185","Chapel Ford Farm","PA","2345 Taneytown Road","eggs poultry fowl red-meat non-poultry-meat","","farm","","17325"
"2771 Paradise Rd","cherish creamery","41.059349","-78.831249","Cherish Creamery LLC","PA","","dairy products eggs","","farm","cherishcreamery.com","15841"
"Manheim","https://www.facebook.com/CreeksideFarmMarket","40.138632","-76.427558","Creekside Farm Market LLC","PA","1436 Mount Joy Rd.","cut-flowers fresh-fruits fresh-vegetables","","farm","http://www.thecreeksidemarket.com","17545"
"Enon Valley","https://www.facebook.com/enonvallleygarlic","40.844265","-80.490268","Enon Valley Garlic","PA","214 Little Beaver Rd","eggs fresh-vegetables","","farm","www.EnonValleyGarlic.com","16120"
"Nazareth","","40.760277","-75.350858","Fairman Farm","PA","Snoopy Barn At 515 Knauss Rd.","bedding plants herbs fresh-vegetables","","farm","www.fairmanfarm.com","18064"
"Glenville","https://www.facebook.com/pages/Firefly-Farm-PA/117241838301654","39.7516830","-76.8413680","Firefly Farm PA","PA","5537 Wool Mill Road","eggs","","farm","","17329"
"York","https://www.facebook.com/FlinchbaughsOrchard","40.008422","-76.580711","Flinchbaughs Orchard and Farm Market","PA","110 Ducktown Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts poultry fowl prepared-foods red-meat non-poultry-meat","https://twitter.com/FlinchsOrchard","farm","http://www.flinchbaughsorchard.com","17347"
"Coopersburg","FlintHillFarmEducationalCenter, Inc.","40.530732","-75.349214","Flint Hill Farm Educational Center, Inc","PA","1922 Flint Hill Road ","canned preserved dairy products eggs herbs honey","","farm","www.flinthillfarm.org","18036"
"Pottstown","https://www.facebook.com/FourSistersFarmPA/","40.161075","-75.692445","Four Sisters Farm","PA","3669 Coventryville Road","bedding plants canned preserved eggs fresh-fruits fresh-vegetables poultry fowl wild-harvested forest-products","https://twitter.com/4SistersFarm","farm","http://www.foursisters.farm","19465"
"Bedford","","39.9776974","-78.5509454","Foxtail Farmstead LLC","PA","1927 Cumberland Road","poultry fowl red-meat non-poultry-meat","","farm","www.foxtailfarmstead.com","15522"
"Montrose","","41.841607","-75.995723","Foxy Farms","PA","3147 Griffis Hill Road","cut-flowers eggs fresh-fruits fresh-vegetables grains flour maple-products","","farm","http://www.localharvest.org/foxy-farms-M38482","18801"
"Fleetwood","www.facebook.com/gaukerfarms","40.4716450","-75.7970043","Gauker Farms","PA","846 Fleetwood Lyons Rd","red-meat non-poultry-meat","","farm","www.gaukerfarms.com","19522"
"DuBois","","41.1530840","-78.7423890","Gilbert Hill Farm","PA","1395 Clear Run Road","baked-goods canned preserved crafts woodworking dairy products eggs herbs fresh-vegetables pet-food poultry fowl","","farm","","15801"
"Waterford","troyersstrawberryacres","41.9219327","-79.9719584","Glenn Troyer Farms","PA","13021 Flatts Rd.","","","farm","www.glenntroyerfarms.com","16441"
