	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	47	999	Statewide	11	Crop harvesting, primarily by machine	47	115113	3.0	1.25
2	47	999	Statewide	11	Farm labor contractors and crew leaders	47	115115	4.0	1.4
4	47	999	Statewide	11	Finfish fishing	47	114111	3.0	1.25
7	47	999	Statewide	11	Postharvest crop activities (except cotton ginning)	47	115114	8.0	4.0
12	47	999	Statewide	21	All other nonmetallic mineral mining	47	212399	4.0	1.6
14	47	999	Statewide	21	Bituminous coal underground mining	47	212112	5.0	2.6
16	47	999	Statewide	21	Copper ore and nickel ore mining	47	212234	1.0	1.0
25	47	999	Statewide	21	Lead ore and zinc ore mining	47	212231	4.0	2.0
26	47	999	Statewide	21	Natural gas liquid extraction	47	211112	2.0	1.0
35	47	999	Statewide	22	Nuclear electric power generation	47	221113	1.0	1.0
36	47	999	Statewide	22	Other electric power generation	47	221118	3.0	1.2
38	47	999	Statewide	22	Solar electric power generation	47	221114	2.0	1.0
39	47	999	Statewide	22	Steam and air-conditioning supply	47	221330	1.0	1.0
41	47	999	Statewide	22	Wind electric power generation	47	221115	1.0	1.0
79	47	999	Statewide	31	Breakfast cereal manufacturing	47	311230	4.0	2.0
93	47	999	Statewide	31	Dried and dehydrated food manufacturing	47	311423	2.0	1.0
95	47	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	47	311514	1.0	1.0
99	47	999	Statewide	31	Flavoring syrup and concentrate manufacturing	47	311930	4.0	1.4
104	47	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	47	311411	4.0	1.2
111	47	999	Statewide	31	Leather and hide tanning and finishing	47	316110	5.0	2.5555555555555554
119	47	999	Statewide	31	Other apparel knitting mills	47	315190	10.0	4.444444444444445
121	47	999	Statewide	31	Other snack food manufacturing	47	311919	11.5	5.555555555555555
126	47	999	Statewide	31	Rice milling	47	311212	2.0	1.0
127	47	999	Statewide	31	Roasted nuts and peanut butter manufacturing	47	311911	3.0	1.0
128	47	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	47	314994	10.0	4.222222222222222
137	47	999	Statewide	31	Tortilla manufacturing	47	311830	2.0	1.0
138	47	999	Statewide	31	Wet corn milling	47	311221	4.0	2.0
140	47	999	Statewide	31	Women's handbag and purse manufacturing	47	316992	5.0	2.2
149	47	999	Statewide	32	All other petroleum and coal products manufacturing	47	324199	5.0	1.6666666666666667
154	47	999	Statewide	32	Asphalt shingle and coating materials manufacturing	47	324122	8.0	3.888888888888889
168	47	999	Statewide	32	Engineered wood member (except truss) manufacturing	47	321213	3.0	2.3333333333333335
169	47	999	Statewide	32	Ethyl alcohol manufacturing	47	325193	4.0	2.0
172	47	999	Statewide	32	Flat glass manufacturing	47	327211	6.0	2.6
176	47	999	Statewide	32	Gypsum product manufacturing	47	327420	6.333333333333333	2.4
