	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	26.8	116.0	1.0	26.8	116.0	1.0
1	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	26.8	116.0	1.0	14.266666666666666	285.48333333333335	0.625
2	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	20.53333333333333	255.96666666666667	0.375	26.8	116.0	1.0
3	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	20.53333333333333	255.96666666666667	0.375	14.266666666666666	285.48333333333335	0.625
4	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	0.0	41.63636363636364	1.0	0.0	41.63636363636364	1.0
5	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	0.0	41.63636363636364	1.0	3.718452380952381	39.476686507936506	1.0
6	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	3.718452380952381	39.476686507936506	1.0	0.0	41.63636363636364	1.0
7	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	3.718452380952381	39.476686507936506	1.0	3.718452380952381	39.476686507936506	1.0
8	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	9.333333333333332	396.3333333333333	1.0	9.333333333333332	396.3333333333333	1.0
9	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	9.333333333333332	396.3333333333333	1.0	27.309523809523807	2008.2619047619048	0.4285714285714285
10	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	23.791666666666668	1629.7083333333333	0.125	9.333333333333332	396.3333333333333	1.0
11	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	23.791666666666668	1629.7083333333333	0.125	27.309523809523807	2008.2619047619048	0.4285714285714285
12	33001	33	1	Belknap County	2211	Electric power generation, transmission and distribution	22	0500000US33001	3.0	0.0	0.0	135.41379310344828	10055.379310344828	1.0	135.41379310344828	10055.379310344828	1.0
13	33001	33	1	Belknap County	2211	Electric power generation, transmission and distribution	22	0500000US33001	3.0	0.0	0.0	135.41379310344828	10055.379310344828	1.0	105.40926031294453	10462.772731152205	0.75
14	33001	33	1	Belknap County	2211	Electric power generation, transmission and distribution	22	0500000US33001	3.0	0.0	0.0	130.28956420535368	12508.859511185829	0.6363636363636364	135.41379310344828	10055.379310344828	1.0
15	33001	33	1	Belknap County	2211	Electric power generation, transmission and distribution	22	0500000US33001	3.0	0.0	0.0	130.28956420535368	12508.859511185829	0.6363636363636364	105.40926031294453	10462.772731152205	0.75
