	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	10001	10	1	Kent County	1133	Logging	11	0500000US10001	1.0	0.0	0.0	16.0	154.0	1.0	16.0	154.0	1.0
1	10001	10	1	Kent County	1133	Logging	11	0500000US10001	1.0	0.0	0.0	16.0	154.0	1.0	0.0	153.0	1.0
2	10001	10	1	Kent County	1133	Logging	11	0500000US10001	1.0	0.0	0.0	0.0	153.0	1.0	16.0	154.0	1.0
3	10001	10	1	Kent County	1133	Logging	11	0500000US10001	1.0	0.0	0.0	0.0	153.0	1.0	0.0	153.0	1.0
4	10001	10	1	Kent County	1141	Fishing	11	0500000US10001	2.0	0.0	0.0	0.0	32.666666666666664	1.0	0.0	32.666666666666664	1.0
5	10001	10	1	Kent County	1141	Fishing	11	0500000US10001	2.0	0.0	0.0	0.0	32.666666666666664	1.0	0.5	2.5	1.0
6	10001	10	1	Kent County	1141	Fishing	11	0500000US10001	2.0	0.0	0.0	0.5	2.5	1.0	0.0	32.666666666666664	1.0
7	10001	10	1	Kent County	1141	Fishing	11	0500000US10001	2.0	0.0	0.0	0.5	2.5	1.0	0.5	2.5	1.0
8	10001	10	1	Kent County	1142	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
9	10001	10	1	Kent County	1142	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
10	10001	10	1	Kent County	1142	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
11	10001	10	1	Kent County	1142	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
12	10001	10	1	Kent County	1151	Support activities for crop production	11	0500000US10001	4.0	21.0	834.0	21.0	834.0	0.0	21.0	834.0	0.0
13	10001	10	1	Kent County	1151	Support activities for crop production	11	0500000US10001	4.0	21.0	834.0	21.0	834.0	0.0	18.785714285714285	1093.0238095238094	0.2857142857142857
14	10001	10	1	Kent County	1151	Support activities for crop production	11	0500000US10001	4.0	21.0	834.0	18.785714285714285	1093.0238095238094	0.2857142857142857	21.0	834.0	0.0
15	10001	10	1	Kent County	1151	Support activities for crop production	11	0500000US10001	4.0	21.0	834.0	18.785714285714285	1093.0238095238094	0.2857142857142857	18.785714285714285	1093.0238095238094	0.2857142857142857
16	10001	10	1	Kent County	1152	Support activities for animal production	11	0500000US10001	4.0	0.0	195.0	0.0	195.0	0.0	0.0	195.0	0.0
17	10001	10	1	Kent County	1152	Support activities for animal production	11	0500000US10001	4.0	0.0	195.0	0.0	195.0	0.0	6.909090909090909	175.63636363636363	0.1818181818181818
18	10001	10	1	Kent County	1152	Support activities for animal production	11	0500000US10001	4.0	0.0	195.0	8.0	173.625	0.0	0.0	195.0	0.0
19	10001	10	1	Kent County	1152	Support activities for animal production	11	0500000US10001	4.0	0.0	195.0	8.0	173.625	0.0	6.909090909090909	175.63636363636363	0.1818181818181818
20	10001	10	1	Kent County	2123	Nonmetallic mineral mining and quarrying	21	0500000US10001	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
21	10001	10	1	Kent County	2123	Nonmetallic mineral mining and quarrying	21	0500000US10001	4.0	0.0	0.0	0.0	0.0	1.0	12.4	724.2555555555556	0.8
22	10001	10	1	Kent County	2123	Nonmetallic mineral mining and quarrying	21	0500000US10001	4.0	0.0	0.0	12.4	724.2555555555556	0.8	0.0	0.0	1.0
23	10001	10	1	Kent County	2123	Nonmetallic mineral mining and quarrying	21	0500000US10001	4.0	0.0	0.0	12.4	724.2555555555556	0.8	12.4	724.2555555555556	0.8
24	10001	10	1	Kent County	2131	Support activities for mining	21	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
25	10001	10	1	Kent County	2131	Support activities for mining	21	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	39.785714285714285	3607.571428571429	0.7142857142857143
26	10001	10	1	Kent County	2131	Support activities for mining	21	0500000US10001	1.0	0.0	0.0	23.3	1556.6	0.8	0.0	0.0	1.0
27	10001	10	1	Kent County	2131	Support activities for mining	21	0500000US10001	1.0	0.0	0.0	23.3	1556.6	0.8	39.785714285714285	3607.571428571429	0.7142857142857143
28	10001	10	1	Kent County	2211	Electric power generation, transmission and distribution	22	0500000US10001	1.0	0.0	0.0	-14.681818181818182	-1365.6818181818182	1.0	-14.681818181818182	-1365.6818181818182	1.0
29	10001	10	1	Kent County	2211	Electric power generation, transmission and distribution	22	0500000US10001	1.0	0.0	0.0	-14.681818181818182	-1365.6818181818182	1.0	41.184769775678866	4885.295749704841	0.3636363636363636
30	10001	10	1	Kent County	2211	Electric power generation, transmission and distribution	22	0500000US10001	1.0	0.0	0.0	35.25405844155844	4192.031655844156	0.25	-14.681818181818182	-1365.6818181818182	1.0
31	10001	10	1	Kent County	2211	Electric power generation, transmission and distribution	22	0500000US10001	1.0	0.0	0.0	35.25405844155844	4192.031655844156	0.25	41.184769775678866	4885.295749704841	0.3636363636363636
32	10001	10	1	Kent County	2212	Natural gas distribution	22	0500000US10001	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
33	10001	10	1	Kent County	2212	Natural gas distribution	22	0500000US10001	3.0	0.0	0.0	0.0	0.0	1.0	108.41666666666669	16469.75	0.6666666666666666
34	10001	10	1	Kent County	2212	Natural gas distribution	22	0500000US10001	3.0	0.0	0.0	90.72727272727272	13808.636363636364	0.7272727272727273	0.0	0.0	1.0
35	10001	10	1	Kent County	2212	Natural gas distribution	22	0500000US10001	3.0	0.0	0.0	90.72727272727272	13808.636363636364	0.7272727272727273	108.41666666666669	16469.75	0.6666666666666666
36	10001	10	1	Kent County	2213	Water, sewage and other systems	22	0500000US10001	3.0	0.0	0.0	113.0	8138.0	1.0	113.0	8138.0	1.0
37	10001	10	1	Kent County	2213	Water, sewage and other systems	22	0500000US10001	3.0	0.0	0.0	113.0	8138.0	1.0	96.25	6507.0	1.0
38	10001	10	1	Kent County	2213	Water, sewage and other systems	22	0500000US10001	3.0	0.0	0.0	96.25	6507.0	1.0	113.0	8138.0	1.0
39	10001	10	1	Kent County	2213	Water, sewage and other systems	22	0500000US10001	3.0	0.0	0.0	96.25	6507.0	1.0	96.25	6507.0	1.0
40	10001	10	1	Kent County	2361	Residential building construction	23	0500000US10001	71.0	184.0	6936.0	184.0	6936.0	0.0	184.0	6936.0	0.0
41	10001	10	1	Kent County	2361	Residential building construction	23	0500000US10001	71.0	184.0	6936.0	184.0	6936.0	0.0	275.0	15262.818181818182	0.1818181818181818
42	10001	10	1	Kent County	2361	Residential building construction	23	0500000US10001	71.0	184.0	6936.0	254.75	13405.75	0.0	184.0	6936.0	0.0
43	10001	10	1	Kent County	2361	Residential building construction	23	0500000US10001	71.0	184.0	6936.0	254.75	13405.75	0.0	275.0	15262.818181818182	0.1818181818181818
44	10001	10	1	Kent County	2362	Nonresidential building construction	23	0500000US10001	14.0	104.0	4259.0	104.0	4259.0	0.0	104.0	4259.0	0.0
45	10001	10	1	Kent County	2362	Nonresidential building construction	23	0500000US10001	14.0	104.0	4259.0	104.0	4259.0	0.0	87.63636363636364	4400.909090909091	0.1818181818181818
46	10001	10	1	Kent County	2362	Nonresidential building construction	23	0500000US10001	14.0	104.0	4259.0	96.5	4671.625	0.0	104.0	4259.0	0.0
47	10001	10	1	Kent County	2362	Nonresidential building construction	23	0500000US10001	14.0	104.0	4259.0	96.5	4671.625	0.0	87.63636363636364	4400.909090909091	0.1818181818181818
48	10001	10	1	Kent County	2371	Utility system construction	23	0500000US10001	11.0	190.0	9418.0	190.0	9418.0	0.0	190.0	9418.0	0.0
49	10001	10	1	Kent County	2371	Utility system construction	23	0500000US10001	11.0	190.0	9418.0	190.0	9418.0	0.0	171.1818181818182	12422.454545454546	0.1818181818181818
50	10001	10	1	Kent County	2371	Utility system construction	23	0500000US10001	11.0	190.0	9418.0	161.5	12356.25	0.0	190.0	9418.0	0.0
51	10001	10	1	Kent County	2371	Utility system construction	23	0500000US10001	11.0	190.0	9418.0	161.5	12356.25	0.0	171.1818181818182	12422.454545454546	0.1818181818181818
52	10001	10	1	Kent County	2372	Land subdivision	23	0500000US10001	1.0	0.0	0.0	38.0	494.0	1.0	38.0	494.0	1.0
53	10001	10	1	Kent County	2373	Highway, street, and bridge construction	23	0500000US10001	6.0	297.0	15272.0	297.0	15272.0	0.0	297.0	15272.0	0.0
54	10001	10	1	Kent County	2373	Highway, street, and bridge construction	23	0500000US10001	6.0	297.0	15272.0	297.0	15272.0	0.0	259.3636363636364	15726.09090909091	0.1818181818181818
55	10001	10	1	Kent County	2373	Highway, street, and bridge construction	23	0500000US10001	6.0	297.0	15272.0	276.0	16217.0	0.0	297.0	15272.0	0.0
56	10001	10	1	Kent County	2373	Highway, street, and bridge construction	23	0500000US10001	6.0	297.0	15272.0	276.0	16217.0	0.0	259.3636363636364	15726.09090909091	0.1818181818181818
57	10001	10	1	Kent County	2381	Foundation, structure, and building exterior contractors	23	0500000US10001	54.0	259.0	8070.0	259.0	8070.0	0.0	259.0	8070.0	0.0
