"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Washington","","39.828054","-97.068195","4K Ranch","KS","1692 18th Road","red-meat non-poultry-meat","","farm","","66968"
"Udall","","37.437208","-97.060063","B Smart Apiaries","KS","3762 51st Rd.","honey","","farm","","67146"
"El Dorado","https://www.facebook.com/pages/Boondocker-Farms/213960995309803","37.738005","-96.932121","Boondocker Farms","KS","4772 SW 60th Street","","","farm","www.boondockerfarms.com","67042"
"Olathe ","www.facebook.com/campcreekfarms","38.9001530","-94.9220900","Camp Creek Farms","KS","29050 W 127th Street","eggs poultry fowl","","farm","","66061"
"Manhattan","https://www.facebook.com/Christy'sFarm","39.123231","-96.582717","Christy's Farm","KS","3230 McDowell Creek Road","dairy products eggs fresh-vegetables poultry fowl red-meat non-poultry-meat soap body-care","","farm","http://www.christysfarm.org/","66502"
"El Dorado","https://www.facebook.com/FanskaFarms/","37.8297640","-96.7697460","Fanska Farms","KS","3873 NE 4th","eggs","","farm","www.FanskaFarms.com","67042"
"Fairview","https://facebook.com/fourtails.mhk/","39.839583","-95.728169","Four Tails Grass Fed Beef","KS","2065 Falcon Rd","","","farm","Fourtailsfoods.com","66425"
"Hesston","","38.1314260","-97.4106709","Kalaya Emu Estates","KS","8 Bentgrass Dr.","","","farm","www.KalayaEmuEstate.com","67062"
"Stilwell","https://www.facebook.com/pages/Meadowlark-Acres/298419166130?ref=hl","38.826238","-94.653190","Meadowlark Acres","KS","5830 West 167th Street","baked-goods canned preserved soap body-care","","farm","www.meadowlarkacres.com","66085"
"Rose Hill","https://www.facebook.com/meadowlarkfarm","37.591739","-97.044939","Meadowlark Farm, LLC","KS","11249 SW 160th St","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey soap body-care wine spirits beer hard-cider","","farm","www.themeadowlarkfarm.com","67133"
"topeka","","39.076619","-95.692525","Meier's Market","KS","2300 lower silver lake rd.","baked-goods bedding plants canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey maple-products nuts","","farm","","66618"
"Manhattan","","39.153204","-96.492305","Parks Farm","KS","1001 East 26th Ave.","red-meat non-poultry-meat","","farm","","66502"
"Pleasanton","Skyview Farm","38.140017","-94.681721","Skyview Farm and Creamery","KS","22722 E 800 Rd","dairy products eggs soap body-care","","farm","skyviewfarm.net","66075"
"Parker ","www.facebook.com/synergisticacres","38.341665","-94.917233","Synergistic Acres Pasture Raised Meats","KS","21733 Iliff Rd","eggs poultry fowl red-meat non-poultry-meat","","farm","www.synergisticares.com","66072"
"Bucyrus","","38.7631410","-94.6641510","Tubby Fruits Orchard","KS","6800 W 201st Terr","fresh-fruits","","farm","www.tubbyfruits.com","66013"
"Moundridge","","38.2014760","-97.5382400","Underhill Farms","KS","187 21st Ave","poultry fowl prepared-foods","","farm","","67107"
"Pomona","Woodlandvalleyfarm-Kansas","38.709147","-95.439204","WVFarm, LLC","KS","774 Stafford Road","herbs red-meat non-poultry-meat","Twitter.com/wvfarm","farm","Woodlandvalleyfarm.info","66076"
"IOLA","Allen County Farmers' Market","37.927427","-95.400669","Allen County Farmers' Market","KS","Jefferson","baked goods crafts eggs vegetables honey jams meat poultry prepared-foods soap","","market","http://www.acfarmersmarket.com","66749"
"Iola","Allen County Farmers' Market","37.927427","-95.400669","Allen County Farmers' Market","KS","807  N. State","baked goods crafts flowers eggs herbs vegetables honey jams meat poultry soap","","market","http://www.acfarmersmarket.com","66749"
"Atchison","https://www.facebook.com/AtchisonFarmersMarket/","39.560737","-95.119878","Atchison Farmers Market","KS","Between 5th and 6th Streets on the south side of Main Street","baked goods flowers eggs vegetables honey jams meat nuts plants soap trees coffee fruits grains mushrooms","","market","https://atchisonkansas.com/business-directory/atchison-farmers-market","66002"
"Belleville ","https://www.facebook.com/BellevilleKSFarmersMarket","39.822988","-97.630924","Belleville Farmer's Market","KS","1815 M St. ","baked goods crafts flowers herbs vegetables honey jams maple plants soap fruits","","market","http://bellevilleks.org","66935"
"Clay Center","Clay Center Farmers Market","39.376936","-97.126471","Clay Center Farmers Market","KS","720 5th Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap fruits pet food","","market","","67432"
"Columbus","Facebook: columbus ks farmers' market","37.171861","-94.831459","Columbus KS Farmers Market","KS","202 N. East Avenue","organic baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap fruits mushrooms pet food","","market","","66725"
"Lawrence","https://www.facebook.com/pages/Cottins-Hardware-Farmers-Market/130797680335852","38.950747","-95.235146","Cottin's Hardware Farmers Market","KS","1832 Massachusetts Street","organic baked goods cheese flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms wild","@cottins","market","http://www.cottinshardware.com/farmersmarket/","66044"
"Wichita","facebook.com/delanoneighborhoodmarket","37.683757","-97.360349","Delano Neighborhood Market","KS","1709 W Douglas ","organic baked goods crafts eggs vegetables honey jams meat prepared-foods soap coffee fruits","","market","","67213"
"Wichita","https://www.facebook.com/fireflyfarmwichitakansas/","37.723203","-97.156597","Firefly Farmers' Market","KS","15615 East 21st Street North","baked goods cheese flowers eggs herbs vegetables honey jams meat poultry prepared-foods soap trees fruits grains pet food","","market","https://www.fireflyfarmwichita.com/","67230"
"Galena","https://Facebook.com/GalenaKSFarmersMarket","37.075194","-94.635517","Galena KS Farmer's Market","KS","210 W 7th St","baked goods crafts eggs herbs vegetables honey jams nuts plants soap fruits grains","","market","","66739"
"Garden City","","37.9772536","-100.8532074","Garden City Farmers Market","KS","1210 Fleming ","baked goods crafts flowers eggs vegetables honey jams plants soap trees fruits","","market","","67846"
"Gardner ","Gardner Farmers Market","38.812999","-94.925777","Gardner Farmers Market","KS","136 E Washington St","organic baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry soap fruits grains juices pet food","","market","http://gardnerfarmersmarket@gmail.com","66030"
"Lawrence","https://www.facebook.com/lawrencefarmersmarket","38.968590","-95.234480","Lawrence Farmers' Market - Saturday Downtown Market","KS","824 New Hampshire Street","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap wine coffee beans fruits grains juices mushrooms wild","https://twitter.com/lawrencefresh?lang=en","market","https://www.lawrencefarmersmarket.org/","66044"
