	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
324653	24001	24	1	Allegany County	1131	Timber tract operations	11	0500000US24001	1.0	0.0	0.0
324654	24001	24	1	Allegany County	1133	Logging	11	0500000US24001	3.0	0.0	0.0
324655	24001	24	1	Allegany County	1151	Support activities for crop production	11	0500000US24001	1.0	0.0	0.0
324656	24001	24	1	Allegany County	1153	Support activities for forestry	11	0500000US24001	1.0	0.0	0.0
324657	24001	24	1	Allegany County	2121	Coal mining	21	0500000US24001	4.0	48.0	1404.0
324658	24001	24	1	Allegany County	2123	Nonmetallic mineral mining and quarrying	21	0500000US24001	1.0	0.0	0.0
324659	24001	24	1	Allegany County	2131	Support activities for mining	21	0500000US24001	1.0	0.0	0.0
324660	24001	24	1	Allegany County	2211	Electric power generation, transmission and distribution	22	0500000US24001	2.0	0.0	0.0
324661	24001	24	1	Allegany County	2212	Natural gas distribution	22	0500000US24001	1.0	0.0	0.0
324662	24001	24	1	Allegany County	2213	Water, sewage and other systems	22	0500000US24001	2.0	0.0	0.0
324663	24001	24	1	Allegany County	2361	Residential building construction	23	0500000US24001	38.0	124.0	2649.0
324664	24001	24	1	Allegany County	2362	Nonresidential building construction	23	0500000US24001	7.0	58.0	2020.0
324665	24001	24	1	Allegany County	2371	Utility system construction	23	0500000US24001	1.0	0.0	0.0
324666	24001	24	1	Allegany County	2372	Land subdivision	23	0500000US24001	1.0	0.0	0.0
324667	24001	24	1	Allegany County	2373	Highway, street, and bridge construction	23	0500000US24001	3.0	0.0	0.0
324668	24001	24	1	Allegany County	2379	Other heavy and civil engineering construction	23	0500000US24001	1.0	0.0	0.0
324669	24001	24	1	Allegany County	2381	Foundation, structure, and building exterior contractors	23	0500000US24001	11.0	89.0	3411.0
324670	24001	24	1	Allegany County	2382	Building equipment contractors	23	0500000US24001	29.0	538.0	20577.0
324671	24001	24	1	Allegany County	2383	Building finishing contractors	23	0500000US24001	9.0	22.0	569.0
324672	24001	24	1	Allegany County	2389	Other specialty trade contractors	23	0500000US24001	14.0	0.0	0.0
324673	24001	24	1	Allegany County	3112	Grain and oilseed milling	31	0500000US24001	1.0	0.0	0.0
324674	24001	24	1	Allegany County	3113	Sugar and confectionery product manufacturing	31	0500000US24001	2.0	0.0	0.0
324675	24001	24	1	Allegany County	3115	Dairy product manufacturing	31	0500000US24001	1.0	0.0	0.0
324676	24001	24	1	Allegany County	3116	Animal slaughtering and processing	31	0500000US24001	2.0	0.0	0.0
324677	24001	24	1	Allegany County	3118	Bakeries and tortilla manufacturing	31	0500000US24001	4.0	0.0	414.0
324678	24001	24	1	Allegany County	3149	Other textile product mills	31	0500000US24001	1.0	0.0	0.0
324679	24001	24	1	Allegany County	3169	Other leather and allied product manufacturing	31	0500000US24001	1.0	0.0	0.0
324680	24001	24	1	Allegany County	3219	Other wood product manufacturing	32	0500000US24001	2.0	0.0	0.0
324681	24001	24	1	Allegany County	3221	Pulp, paper, and paperboard mills	32	0500000US24001	1.0	0.0	0.0
324682	24001	24	1	Allegany County	3231	Printing and related support activities	32	0500000US24001	8.0	56.0	1273.0
324683	24001	24	1	Allegany County	3241	Petroleum and coal products manufacturing	32	0500000US24001	2.0	0.0	0.0
324684	24001	24	1	Allegany County	3252	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	32	0500000US24001	1.0	0.0	0.0
324685	24001	24	1	Allegany County	3261	Plastics product manufacturing	32	0500000US24001	3.0	0.0	0.0
324686	24001	24	1	Allegany County	3271	Clay product and refractory manufacturing	32	0500000US24001	2.0	0.0	0.0
324687	24001	24	1	Allegany County	3272	Glass and glass product manufacturing	32	0500000US24001	1.0	0.0	0.0
324688	24001	24	1	Allegany County	3273	Cement and concrete product manufacturing	32	0500000US24001	2.0	0.0	0.0
324689	24001	24	1	Allegany County	3321	Forging and stamping	33	0500000US24001	1.0	0.0	0.0
324690	24001	24	1	Allegany County	3323	Architectural and structural metals manufacturing	33	0500000US24001	1.0	0.0	0.0
324691	24001	24	1	Allegany County	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	0500000US24001	3.0	61.0	2545.0
324692	24001	24	1	Allegany County	3339	Other general purpose machinery manufacturing	33	0500000US24001	1.0	0.0	0.0
324693	24001	24	1	Allegany County	3363	Motor vehicle parts manufacturing	33	0500000US24001	1.0	0.0	0.0
324694	24001	24	1	Allegany County	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	0500000US24001	4.0	0.0	0.0
324695	24001	24	1	Allegany County	3379	Other furniture related product manufacturing	33	0500000US24001	1.0	0.0	0.0
324696	24001	24	1	Allegany County	3391	Medical equipment and supplies manufacturing	33	0500000US24001	4.0	0.0	533.0
324697	24001	24	1	Allegany County	3399	Other miscellaneous manufacturing	33	0500000US24001	2.0	0.0	0.0
324698	24001	24	1	Allegany County	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	0500000US24001	4.0	0.0	0.0
324699	24001	24	1	Allegany County	4233	Lumber and other construction materials merchant wholesalers	42	0500000US24001	1.0	0.0	0.0
324700	24001	24	1	Allegany County	4234	Professional and commercial equipment and supplies merchant wholesalers	42	0500000US24001	5.0	71.0	2655.0
324701	24001	24	1	Allegany County	4235	Metal and mineral (except petroleum) merchant wholesalers	42	0500000US24001	2.0	0.0	0.0
324702	24001	24	1	Allegany County	4236	Household appliances and electrical and electronic goods merchant wholesalers	42	0500000US24001	4.0	0.0	0.0
324703	24001	24	1	Allegany County	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	0500000US24001	4.0	39.0	1987.0
324704	24001	24	1	Allegany County	4238	Machinery, equipment, and supplies merchant wholesalers	42	0500000US24001	4.0	0.0	0.0
324705	24001	24	1	Allegany County	4239	Miscellaneous durable goods merchant wholesalers	42	0500000US24001	4.0	0.0	206.0
324706	24001	24	1	Allegany County	4241	Paper and paper product merchant wholesalers	42	0500000US24001	4.0	0.0	1409.0
324707	24001	24	1	Allegany County	4242	Drugs and druggists' sundries merchant wholesalers	42	0500000US24001	3.0	0.0	0.0
324708	24001	24	1	Allegany County	4243	Apparel, piece goods, and notions merchant wholesalers	42	0500000US24001	1.0	0.0	0.0
324709	24001	24	1	Allegany County	4244	Grocery and related product merchant wholesalers	42	0500000US24001	8.0	97.0	3496.0
324710	24001	24	1	Allegany County	4246	Chemical and allied products merchant wholesalers	42	0500000US24001	3.0	44.0	2642.0
324711	24001	24	1	Allegany County	4247	Petroleum and petroleum products merchant wholesalers	42	0500000US24001	2.0	0.0	0.0
324712	24001	24	1	Allegany County	4248	Beer, wine, and distilled alcoholic beverage merchant wholesalers	42	0500000US24001	2.0	0.0	0.0
324713	24001	24	1	Allegany County	4249	Miscellaneous nondurable goods merchant wholesalers	42	0500000US24001	4.0	0.0	425.0
324714	24001	24	1	Allegany County	4251	Wholesale electronic markets and agents and brokers	42	0500000US24001	1.0	0.0	0.0
324715	24001	24	1	Allegany County	4411	Automobile dealers	44	0500000US24001	10.0	283.0	10349.0
324716	24001	24	1	Allegany County	4412	Other motor vehicle dealers	44	0500000US24001	1.0	0.0	0.0
324717	24001	24	1	Allegany County	4413	Automotive parts, accessories, and tire stores	44	0500000US24001	21.0	192.0	4061.0
324718	24001	24	1	Allegany County	4421	Furniture stores	44	0500000US24001	10.0	49.0	1609.0
324719	24001	24	1	Allegany County	4422	Home furnishings stores	44	0500000US24001	7.0	20.0	594.0
324720	24001	24	1	Allegany County	4431	Electronics and appliance stores	44	0500000US24001	14.0	103.0	1450.0
