"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Baldwinsville","abbottfarmsny","43.144523","-76.281483","Abbott Farms","NY","3275 Cold Springs Road","baked-goods canned preserved coffee tea dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts prepared-foods red-meat non-poultry-meat soap body-care","","farm","abbottfarms.com","13027"
"Hogansburg","https://www.facebook.com/grayshomesteadfarm/","44.988345","-74.593024","AMERICAN INDIAN Gray's Homestead Farm","NY","1109 Drum Street","baked-goods canned preserved coffee tea dairy products eggs herbs fresh-fruits fresh-vegetables honey maple-products soap body-care wild-harvested forest-products","","farm","","13655"
"Canton","www.facebook.com/anniesgarlic","44.555825","-75.044278","Annies Garlic","NY","273 Morrill Rd","","","farm","www.anniesgarlic.com","13617"
"Ulster Park","Apple Bun Farm Market","41.8467297","-73.9695269","Apple Bin Farm Market","NY","810 Broadway Rt. 9W","baked-goods bedding plants canned preserved coffee tea dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products nursery-stock nuts prepared-foods soap body-care","","farm","www.theapplebinfarmmarket.com","12487"
"West Charlton","","42.971771","-74.029509","Arnold's Farm Fresh Produce","NY","1319 Sacandaga Rd","baked-goods canned preserved coffee tea crafts woodworking cut-flowers dairy products herbs fresh-fruits fresh-vegetables honey maple-products nuts red-meat non-poultry-meat soap body-care","","farm","www.arnoldsproduce.com","12010"
"Fultonviille","https://www.facebook.com/pages/Bellingers-Orchard/117953028227463","42.902931","-74.393467","Bellinger's Orchard","NY","685 Argersinger Rd","baked-goods canned preserved dairy products fresh-fruits fresh-vegetables honey","https://twitter.com/Bellingersapple","farm","www.bellingersorchard.com","12072"
"Frankfort","","43.00074","-75.192754","Brick House Acres - Greenhouse & Berry Farm","NY","10628 Roberts Road","","","farm","","13340"
"Rochester","https://www.facebook.com/brightonhoney","43.112030","-77.639933","Brighton Honey","NY","106 Norman Rd","honey","https://twitter.com/brightonhoney","farm","https://www.brightonhoney.com/","14623"
"Dover Plains","https://www.facebook.com/BrookbyFarm/","41.684239","-73.579068","Brookby Farm","NY","62 Dover Furnace Rd","baked-goods bedding plants canned preserved coffee tea dairy products dry beans eggs herbs fresh-vegetables grains flour honey juices ciders maple-products mushrooms nuts poultry fowl prepared-foods red-meat non-poultry-meat soap body-care","","farm","https://www.brookbyfarm.com/","12522"
"Campbell Hall","","41.4695350","-74.2139200","C. Rowe & Sons","NY","113 Station Road","fresh-fruits fresh-vegetables grains flour","","farm","","10916"
