	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	19	999	Statewide	11	Forest nurseries and gathering of forest products	19	1132	2.0	1.0
6	19	999	Statewide	11	Timber tract operations	19	1131	3.0	1.25
8	19	999	Statewide	21	Oil and gas extraction	19	2111	2.0	1.25
11	19	999	Statewide	22	Natural gas distribution	19	2212	30.5	15.4
26	19	999	Statewide	31	Apparel knitting mills	19	3151	4.0	2.0
32	19	999	Statewide	31	Footwear manufacturing	19	3162	2.0	1.0
35	19	999	Statewide	31	Leather and hide tanning and finishing	19	3161	7.0	3.2
37	19	999	Statewide	31	Other leather and allied product manufacturing	19	3169	9.0	2.8
39	19	999	Statewide	31	Seafood product preparation and packaging	19	3117	4.0	2.0
66	19	999	Statewide	33	Alumina and aluminum production and processing	19	3313	14.0	7.0
68	19	999	Statewide	33	Audio and video equipment manufacturing	19	3343	4.0	1.4
72	19	999	Statewide	33	Communications equipment manufacturing	19	3342	15.0	6.2
73	19	999	Statewide	33	Computer and peripheral equipment manufacturing	19	3341	7.0	3.2
75	19	999	Statewide	33	Electric lighting equipment manufacturing	19	3351	18.5	8.4
93	19	999	Statewide	33	Nonferrous metal (except aluminum) production and processing	19	3314	6.0	3.0
154	19	999	Statewide	48	Deep sea, coastal, and great lakes water transportation	19	4831	1.0	1.0
157	19	999	Statewide	48	Inland water transportation	19	4832	5.0	2.0
158	19	999	Statewide	48	Interurban and rural bus transportation	19	4852	12.5	5.6
163	19	999	Statewide	48	Pipeline transportation of crude oil	19	4861	9.0	4.8
166	19	999	Statewide	48	Scenic and sightseeing transportation, other	19	4879	3.0	1.0
180	19	999	Statewide	51	Cable and other subscription programming	19	5152	4.0	2.0
195	19	999	Statewide	52	Monetary authorities - central bank	19	5211	1.0	1.0
200	19	999	Statewide	52	Securities and commodity exchanges	19	5232	2.0	2.0
253	19	999	Statewide	62	Specialty (except psychiatric and substance abuse) hospitals	19	6223	4.0	1.6
