"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Mount Vernon","4R Angus Farm","40.3586810","-82.5620100","4R Angus Farm","OH","8259 Keys Road","poultry fowl red-meat non-poultry-meat","","farm","4RAngusFarm.weebly.com","43050"
"Covington","https://www.facebook.com/adamsgreenhouse","40.127688","-84.324411","Adams Greenhouse & Produce LLC","OH","6373 W. US RT 36","baked-goods bedding plants canned preserved coffee tea cut-flowers dairy products dry beans eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey maple-products mushrooms nuts poultry fowl prepared-foods red-meat non-poultry-meat soap body-care","","farm","www.adamsgreenhouse.com","45318"
"Cleveland","https://www.facebook.com/AmalfiGardens","41.475637","-81.630177","Amalfi Gardens LLC","OH","82nd & Kinsman rd.","","","farm","","44104"
"Tipp City","https://www.facebook.com/AngryHippieFarms","39.94265","-84.225463","Angry Hippie Farms, LLC","OH","6615 Peters Rd","","","farm","http://www.angryhippiefarms.com","45371"
"Paris ","https://www.facebook.com/ArrowheadOrchard/","40.799762","-81.182497","Arrowhead Orchard LLC","OH","11724 Lisbon St SE","baked-goods canned preserved coffee tea crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts pet-food soap body-care","","farm","https://www.arrowheadorchard.com/","44669"
"Fredericktown","www.facebook.com/baalissgrass.farm","40.432817","-82.672361","BaaLiss Grass Farm","OH","7285 County Road 183","eggs poultry fowl red-meat non-poultry-meat","","farm","","43019"
"Hillsboro","","39.1619920","-83.4767810","Blue Ribbon Farm","OH","5459 Blue Ribbon Rd","fresh-fruits fresh-vegetables","","farm","","45133"
"South Bloomfield","Blueberry Valley","39.724435","-82.987563","Blueberry Valley","OH","14337 US Highway 23","canned preserved fresh-fruits honey wild-harvested forest-products","","farm","www.columbusblueberry.com","43103"
"Clarksville","www.Facebook/BonnybrookFarms","39.367811","-84.019575","Bonnybrook Farms","OH","3779 State Route 132","baked-goods canned preserved coffee tea prepared-foods","","farm","www.BonnybrookFarms.com","45113"
"Eaton ","https://www.facebook.com/boulderbeltfarm","39.791734","-84.631422","Boulder Belt Eco-Farm","OH","3257 US 127 N","canned preserved crafts woodworking dry beans eggs herbs fresh-fruits fresh-vegetables honey maple-products","","farm","http://www.boulderbelt.com","45320"
