	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	21	999	Statewide	11	Crop harvesting, primarily by machine	21	115113	2.0	2.0
3	21	999	Statewide	11	Finfish fishing	21	114111	2.0	1.0
4	21	999	Statewide	11	Forest nurseries and gathering of forest products	21	113210	1.0	1.0
5	21	999	Statewide	11	Hunting and trapping	21	114210	3.0	1.8
8	21	999	Statewide	11	Shellfish fishing	21	114112	1.0	1.0
12	21	999	Statewide	11	Timber tract operations	21	113110	2.0	2.0
13	21	999	Statewide	21	All other nonmetallic mineral mining	21	212399	1.0	1.0
14	21	999	Statewide	21	Anthracite mining	21	212113	4.0	2.0
17	21	999	Statewide	21	Clay and ceramic and refractory minerals mining	21	212325	1.0	1.0
20	21	999	Statewide	21	Crushed and broken granite mining and quarrying	21	212313	1.0	1.0
22	21	999	Statewide	21	Dimension stone mining and quarrying	21	212311	3.0	1.5
24	21	999	Statewide	21	Gold ore mining	21	212221	2.0	1.0
25	21	999	Statewide	21	Industrial sand mining	21	212322	2.0	1.4
26	21	999	Statewide	21	Kaolin and ball clay mining	21	212324	1.0	1.0
27	21	999	Statewide	21	Natural gas liquid extraction	21	211112	6.0	3.8
28	21	999	Statewide	21	Other crushed and broken stone mining and quarrying	21	212319	1.0	1.0
30	21	999	Statewide	21	Support activities for metal mining	21	213114	2.0	2.4
34	21	999	Statewide	22	Electric bulk power transmission and control	21	221121	2.0	1.2
37	21	999	Statewide	22	Hydroelectric power generation	21	221111	2.2	2.2
39	21	999	Statewide	22	Other electric power generation	21	221118	1.0	1.0
40	21	999	Statewide	22	Sewage treatment facilities	21	221320	10.2	8.8
41	21	999	Statewide	22	Steam and air-conditioning supply	21	221330	1.0	1.0
74	21	999	Statewide	31	All other leather good and allied product manufacturing	21	316998	7.0	4.2
79	21	999	Statewide	31	Bottled water manufacturing	21	312112	3.0	3.0
81	21	999	Statewide	31	Broadwoven fabric mills	21	313210	1.0	1.0
82	21	999	Statewide	31	Carpet and rug mills	21	314110	2.0	1.6
83	21	999	Statewide	31	Cheese manufacturing	21	311513	5.6	5.2
84	21	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	21	311351	2.0	2.0
93	21	999	Statewide	31	Dried and dehydrated food manufacturing	21	311423	1.0	1.0
95	21	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	21	311514	3.0	3.0
96	21	999	Statewide	31	Fabric coating mills	21	313320	4.2	1.8
100	21	999	Statewide	31	Footwear manufacturing	21	316210	3.0	1.4
101	21	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	21	311813	3.0	2.2
104	21	999	Statewide	31	Hosiery and sock mills	21	315110	2.0	1.4
105	21	999	Statewide	31	Ice cream and frozen dessert manufacturing	21	311520	2.2	2.2
106	21	999	Statewide	31	Ice manufacturing	21	312113	5.0	4.8
107	21	999	Statewide	31	Knit fabric mills	21	313240	1.0	1.0
108	21	999	Statewide	31	Leather and hide tanning and finishing	21	316110	2.0	2.0
109	21	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	21	311941	6.4	5.2
112	21	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	21	313220	1.0	1.0
113	21	999	Statewide	31	Nonchocolate confectionery manufacturing	21	311340	6.4	4.0
116	21	999	Statewide	31	Other apparel knitting mills	21	315190	1.0	1.0
117	21	999	Statewide	31	Other cut and sew apparel manufacturing	21	315280	3.0	1.6666666666666667
123	21	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	21	314994	1.0	1.0
124	21	999	Statewide	31	Seafood product preparation and packaging	21	311710	3.0	1.0
126	21	999	Statewide	31	Soybean and other oilseed processing	21	311224	4.0	2.4
127	21	999	Statewide	31	Specialty canning	21	311422	1.0	1.0
132	21	999	Statewide	31	Tortilla manufacturing	21	311830	1.2	1.2
133	21	999	Statewide	31	Wet corn milling	21	311221	2.0	1.8
