"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Pueblo","https://www.facebook.com/AWrensNestFarm","38.2639407","-104.5579487","A Wren's Nest Farm","CO","402 S Neilson Ave","bedding plants canned preserved soap body-care","","farm","http://awrensnest.com/nest/","81001"
"Ft. Collins","https://www.facebook.com/pages/The-Bartels-Pumpkin-Patch/137755902661","40.694011","-105.031185","Bartels Land and Livestock Upick and Pumpkin Patch","CO","3424 E. Douglas Road","fresh-vegetables","","farm","llavud@frii.com","80524"
"Grand Junction","https://www.facebook.com/pages/Boltons-Orchards-and-Farm-Market/342817158274","39.1768720","-108.6318750","Bolton's Orchards","CO","2257 L Road","canned preserved eggs fresh-fruits fresh-vegetables","","farm","","81505"
"Canon City","www.facebook.com/colonorchards","38.435304","-105.185165","Colon Orchards","CO","3175 Grandview Avenue","canned preserved dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey juices ciders nuts red-meat non-poultry-meat soap body-care","","farm","www.colonorchards.com","81212"
"Larkspur","www.facebook.com/crookedclove","39.241712","-104.956008","Crooked Clove Farm & Ranch LLC","CO","8222 S Perry Park Rd","baked-goods canned preserved eggs herbs fresh-vegetables soap body-care","www.twitter.com/crookedclove","farm","www.crookedclove.com","80118"
"Montrose","DELYAKS","38.480011","-107.991232","DELYAKS","CO","14679 5875 Rd","red-meat non-poultry-meat","","farm","www.yakmeat.us  , www.yaksale.com","81403"
"Paonia","https://www.facebook.com/pages/Desert-Weyr-LLC/56496179294","38.898061","-107.574089","Desert Weyr, LLC","CO","16870 Garvin Mesa Road","poultry fowl red-meat non-poultry-meat","https://twitter.com/Oogiem","farm","http://www.desertweyr.com","81428"
"Berthoud ","","40.3268060","-105.0541790","Dottie's Garden Spot","CO","22440 County Road 1","fresh-vegetables","","farm","","80513"
"Delta","","38.773807","-108.108097","Dragonfly Farm","CO","823 1400 Lane","","","farm","dragonflychurros.com","81416"
"Lakewood","https://www.facebook.com/everittfarms","39.710797","-105.101698","Everitt Farms","CO","9400 W Alameda Ave","baked-goods canned preserved crafts woodworking cut-flowers dry beans eggs fresh-vegetables grains flour honey","https://twitter.com/EverittFarms","farm","www.everittfarms.com","80226"
"Denver","www.facebook.com/feeddenver","39.7765630","-105.0134837","Feed Denver: Sunnyside Farm & Market","CO","44th Avenue and Vallejo Street","baked-goods bedding plants canned preserved crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey nursery-stock pet-food prepared-foods wild-harvested forest-products","www.twitter.com/feeddenver","farm","www.FeedDenver.com","80211"
"Aurora","https://www.facebook.com/pages/Fresh-Start-Family-Farms/199168826774078?ref=hl","39.7746330","-104.7104899","Fresh Start Family Farms LLC.","CO","23700 E 42nd Avenue","eggs","","farm","http://www.freshstartfamilyfarms.com","80019"
"Greeley","","40.369227","-104.813442","Hansen Family Barnyard","CO","4425 83rd Ave","dairy products eggs poultry fowl red-meat non-poultry-meat","","farm","Hansenfamilybarnyard.com","80634"
"Dolores","https://facebook.com/harvestmoonproduce","37.421268","-108.522003","Harvest Moon Produce LLC","CO","28881 Road P","cut-flowers fresh-fruits fresh-vegetables","","farm","https://harvestmoonproduce.farm","81323"
"Berthoud","https://www.facebook.com/HeritageLavender?ref=hl","40.287934","-105.163392","Heritage Lavender, LLC","CO","4809 Foothills Drive","baked-goods bedding plants crafts woodworking cut-flowers herbs prepared-foods soap body-care","","farm","http://heritagelavender.com/","80513"
"Black Forest","https://www.facebook.com/#!/pages/High-Altitude-Rhubarb-LLC/161735683855277","39.039318","-104.692742","High Altitude Rhubarb--Organic Farm & Nursery","CO","7225 Wildridge Road","fresh-vegetables honey nursery-stock","","farm","http://www.highaltituderhubarb.com","80908"
"Walsenburg ","","37.6300888","-104.7935518","Hugs Farm","CO","616 Stout St","canned preserved herbs fresh-fruits fresh-vegetables","","farm","www.HugsFarm.weebly.com","81089"
"Divide","","38.847830","-105.169881","Jenkins Farm, L.L.C.","CO","7093  County Road 61","eggs herbs fresh-fruits fresh-vegetables nursery-stock","","farm","","80814"
"Brush","","40.275803","-103.666797","Just What Grows Gardens","CO","25641 County Road T.9","herbs fresh-vegetables nursery-stock","","farm","","80723"
"Fort Collins ","https://www.facebook.com/laughingbuckfarm","40.6404242","-105.0566885","Laughing Buck Farm","CO","3724 North County Road 13","eggs fresh-vegetables soap body-care","","farm","www.laughingbuckfarm.com","80524"
"MONTROSE","https://www.facebook.com/pages/Life-Cycles-Pasture/400632466741298?ref=bookmarks","38.4917080","-107.8606070","Life Cycles Pasture","CO","1875 Locust Rd","poultry fowl red-meat non-poultry-meat","","farm","www.lifecyclespasture.com","81401"
"Palisade","","39.0835220","-108.3749150","Morton's Organic Orchards","CO","3651 E 1/2 Road","canned preserved fresh-fruits fresh-vegetables","","farm","www.mortonsorchards.com","81526"
"Fort Collins","www.facebook.com/onthevinefarm","40.538248","-105.099421","On the Vine at Richmond Farms Urban Market","CO","W. Horsetooth and Richmond Dr","cut-flowers eggs fresh-fruits fresh-vegetables honey poultry fowl","","farm","www.onthevineatrichmondfarms.com","80526"
"Henderson","https://www.facebook.com/PalomboMarket","39.9030356","-104.8641280","Palombo Farms Market","CO","11500 Havana Street","baked-goods canned preserved dry beans eggs fresh-fruits fresh-vegetables honey juices ciders mushrooms nuts","https://twitter.com/@palombomarket","farm","www.PalomboMarket.com","80640"
"Cortez","PittsFamilyRanchGrassfedMilk","37.4322350","-108.6622140","Pitts Family Ranch","CO","15238 Rd 21","dairy products eggs poultry fowl red-meat non-poultry-meat","","farm","","81321"
"Elizabeth","https://www.facebook.com/PonderosaPlains","39.362073","-104.570812","Ponderosa Plains Farm","CO","4999 Spruce Court","bedding plants canned preserved coffee tea cut-flowers eggs herbs honey nursery-stock soap body-care","","farm","https://ponderosaplains.square.site","80107"
"Denver","","39.685542","-104.991521","RoastedChile.com","CO","1701 South Cherokee St","canned preserved dry beans honey nuts","","farm","Roastedchili.com","80229"
"Monument","https://www.facebook.com/pages/Searle-Ranch-Grass-Fed-Beef","39.107269","-104.781932","Searle Ranch","CO","18911 Cherry Springs Ranch Dr.","","","farm","searleranch.com","80132"
"Cedaredge","https://www.facebook.com/pages/Uncle-Johnnys-U-Pick-Farm/152162904866587","38.923679","-107.909922","Uncle Johnnys UPick Farm","CO","18561 Surface Creek Road","bedding plants fresh-fruits fresh-vegetables","","farm","","81413"
"Penrose","","38.534429","-105.051367","Upper Beaver Creek Ranch","CO","116 Red Rock Dr.","baked-goods eggs red-meat non-poultry-meat","","farm","","81240"
"Alamosa","https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts","37.467321","-105.865006","Alamosa Farmers Market","CO","Corner of 6th Street and State Avenue's Parking Lot","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants prepared-foods soap coffee beans fruits grains mushrooms","","market","http://www.alamosafarmersmarket.org","81101"
"Basalt","","39.368957","-107.034736","Basalt Sunday Market","CO","101 Midland Avenue","baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat prepared-foods soap coffee fruits grains juices mushrooms","","market","http://www.basaltsundaymarket.com","81621"
"Loveland","https://www.facebook.com/cityoflovelandfarmersmarket","40.387479","-105.078652","City of Loveland Farmers Market","CO","700 S. Railroad","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat poultry prepared-foods soap wine coffee beans fruits grains mushrooms pet food tofu wild","","market","https://www.cityofloveland.org/farmersmarket","80537"
"Colorado Springs","https://www.facebook.com/farmandartmarket","38.9377160","-104.8146880","Colorado Farm and Art Market","CO","7350 Pine Creek Road","baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap wine coffee beans fruits juices pet food","https://twitter.com/cofarmartmarket","market","http://www.farmandartmarket.com","80919"
"Colorado Springs","https://www.facebook.com/farmandartmarket","38.830543","-104.822309","Colorado Farm and Art Market","CO","215 S. Tejon","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat poultry prepared-foods soap coffee beans fruits juices mushrooms","https://twitter.com/cofarmartmarket","market","http://www.farmandartmarket.com","80903"
"Cortez","https://www.facebook.com/groups/265957719169/admins/?order=default","37.348444","-108.587634","Cortez Farmers Market","CO","Main and Elm Streets","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap coffee beans fruits","","market","http://www.cortezfarmmarket.com","81321"
"Dove Creek","https://www.facebook.com/DoloresCountyFarmersMarket/","37.764836","-108.903587","Dolores County Farmers Market","CO","390 Main Street","baked goods flowers eggs herbs vegetables honey jams plants soap coffee beans fruits wild","","market","http://www.dovecreekfood.org","81324"
"Durango","https://www.facebook.com/durangofarmersmarket/","37.273063","-107.882758","Durango Farmers Market","CO","259 W 9th Street","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees wine coffee beans fruits grains juices mushrooms tofu wild","","market","http://www.durangofarmersmarket.com/","81301"
"Greeley","@greeleyfarmersmarket","40.424001","-104.689105","Greeley Farmers Market","CO","902 7th Ave.","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap trees coffee beans fruits juices mushrooms wild","","market","https://greeleygov.com/activities/fm/home","80631"
"Highlands Ranch ","Metro Denver Farmers' Market","39.547023","-104.999685","Highlands Ranch Farmers Market","CO","Highlands Ranch Pkwy and Dorchester Rd","baked goods crafts eggs seafood herbs vegetables honey jams meat nuts plants poultry prepared-foods soap coffee beans fruits juices mushrooms wild","","market","http://denverfarmersmarket.com","80129"
"Fort Collins","https://www.facebook.com/larimercountyfm","40.586073","-105.080197","Larimer County Farmers' Market","CO","200 W. Oak St.","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap wine coffee beans fruits grains mushrooms pet food tofu","","market","http://larimercountyfm.org","80521"
"Minturn","https://www.facebook.com/minturnmarket","39.58839","-106.4315","Minturn Market","CO","Historic Downtown Minturn","baked goods cheese crafts eggs seafood vegetables honey jams nuts prepared-foods soap coffee fruits","","market","https://www.minturn.org/explore-minturn/pages/minturn-market","81645"
"Montrose ","https://m.facebook.com/MontroseFarmersMarket/","38.479423","-107.874269","Montrose Farmers Market - Summer","CO","S. Uncompahgre and S. 1st Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms pet food","","market","http://montrosefarmersmarket.weebly.com/","81401"
"Collbran","","39.238943","-107.962277","Plateau Valley Farmers Market","CO","2003 Main Street","baked goods crafts flowers eggs herbs vegetables honey jams meat plants soap coffee fruits","","market","","81624"
"Littleton ","Metro Denver Farmers' Market","39.611904","-105.095730","Southwest Plaza Farmers Market","CO","Wadsworth and Bowles","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat nuts plants soap wine coffee fruits mushrooms wild","","market","http://denverfarmersmarket.com","80123"
"Walsenburg","Spanish Peaks Farm Stand","37.600391","-104.831846","Spanish Peaks Farm Stand","CO","23500 US Hwy 160","vegetables fruits","","market","","81089"
"Timnath","Facebook.com/COFeedGrain","40.529078","-104.981878","Sunday Market on Main Street","CO","4138 Main St, Unit A","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts poultry prepared-foods soap wine coffee beans fruits grains juices pet food","","market","http://www.ColoradoFeedAndGrain.com/SundayMarket","80547"
"Telluride","https://www.facebook.com/thetelluridefarmersmarket/?modal=admin_todo_tour","37.9368430","-107.8130860","Telluride Farmers' Market","CO","South Oak St","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits juices mushrooms tofu wild","","market","http://www.thetelluridefarmersmarket.com","81435"
"Creede","www.facebook.com/creedefarmersmarket","37.852344","-106.926949","The Creede Farmers and Local Artisan Market","CO","001 - 1st Street","organic baked goods cheese crafts flowers eggs herbs vegetables jams meat prepared-foods soap fruits grains mushrooms","www.twitter.com/creedemarket","market","http://www.creedefarmersmarket.com","81130"
"Westminster ","https://facebook.com/orchardfarmersmarket/","39.961115","-104.992071","The Orchard Farmers Market","CO","14697 Delaware St","baked goods cheese crafts vegetables honey jams meat nuts soap fruits","","market","","80023"
"Westcliffe","www.facebook.com/WestcliffeFarmersMarket","38.136152","-105.466411","Westcliffe Farm and Maker's Market","CO","315 Main Street, Jess Price Park","baked goods crafts vegetables honey jams meat poultry prepared-foods soap fruits pet food","","market","http://www.westcliffefarmersmarket.com","81252"
