"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Blacksburg","https://www.facebook.com/3BirdsBerryFarm","37.216789","-80.491034","3 Birds Berry Farm","VA","1876 Brooksfield Rd","canned preserved cut-flowers fresh-fruits","","farm","3birdsberryfarm.com","24060"
"Purcellville","","39.188266","-77.690603","A Dozen Eggs","VA","37938 Charles Town Pike","canned preserved eggs honey pet-food poultry fowl wine spirits beer hard-cider","","farm","www.pastureraisedeggs.com","20132"
"Goshen","","38.019411","-79.505417","Aeyles Farm, LLC","VA","553 Big River Road","cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables","","farm","","24439"
"Beaverdam","https://www.facebook.com/AlpacaPasturesVA","37.912894","-77.659154","Alpaca Pastures of Virginia, Inc","VA","18388 Beaver Dam Road","crafts woodworking","","farm","www.AlpacaPasturesVA.com","23015"
"Bedford","","37.397604","-79.625107","Appleseed Country Johnsons Orchards and Peaks of Otter Winery","VA","2122 Sheep Creek Road","canned preserved fresh-fruits fresh-vegetables honey juices ciders poultry fowl wine spirits beer hard-cider","","farm","www.JohnsonsOrchards.com","24523"
"Farmville","","37.384715","-78.262985","Autumn Grove Farm","VA","221 Ligontown Road","","","farm","","23901"
"Amelia","https://www.facebook.com/averysbranch","37.4460021","-77.9917437","Avery's Branch Farms","VA","16923 Genito Rd.","","","farm","www.averysbranchfarms.com","23002"
"Wytheville","https://www.facebook.com/beagleridge","36.8754143","-81.0783909","Beagle Ridge Herb Farm","VA","1934 Matney Flats Rd","soap body-care","","farm","www.beagleridgeherbfarm.com","24382"
"newport","","37.3150920","-80.4461360","Bee Berry Farm","VA","1588 Blue Grass Trail","","","farm","http://beeberryfarm.net/",""
"JONESVILLE","","36.614715","-83.248354","Born Free Farm","VA","P.O. BOX 31","cut-flowers","","farm","http://bornfreefarm.webs.com/apps/webstore/ ","24263"
"Fredericksburg","","38.193824","-77.498095","Botanical Bites & Provisions, LLC","VA","4738 Massaponax Church Road","cut-flowers fresh-fruits fresh-vegetables honey soap body-care","","farm","https://www.botanicalbitesandprovisionsllc.com/","22408"
"Elkton","","38.4463616","-78.5993451","Broma Fields","VA","3418 Blose Road","herbs fresh-fruits fresh-vegetables honey red-meat non-poultry-meat","","farm","","22827"
"New Baltimore","","38.770307","-77.700951","Buckland Farm Market","VA","4484 Lee Hwy","","","farm","","22824"
"Haymarket","www.facebook.com/burnsidefarms","38.848823","-77.636983","Burnside Farms","VA","4905 James Madison Hwy","bedding plants canned preserved cut-flowers eggs fresh-fruits fresh-vegetables honey juices ciders","twitter.com/burnsidefarms","farm","www.burnsidefarms.com","20169"
"Rocky Mount","","36.954019","-79.761102","Dansby's Berry and Asparagus Farm","VA","4481 Colonial Turnpike","bedding plants fresh-fruits fresh-vegetables","","farm","Dansbyelaine@ymail.com","24151"
"Allisonia ","Deer Haven Blueberry Patch","36.872617","-80.699440","Deer Haven Blueberry Patch","VA","118 Raven Ridge","canned preserved fresh-fruits","","farm","www.deerhavenblueberrypatch.comn","24347"
"Roseland","","37.7743573","-79.0437351","Dickie Bros. Orchard","VA","2685 Dickie Road","canned preserved crafts woodworking fresh-fruits fresh-vegetables honey juices ciders","","farm","dickiebros.com","22967"
"Richardsville","","38.392769","-77.740219","Digging Dog Farm","VA","","","","farm","www.thediggingdogfarm.com","22736"
"Beaverdam","https://www.facebook.com/dragonflyfarms","37.942159","-77.660639","Dragonfly Farms","VA","16259 Trainham Road","red-meat non-poultry-meat","","farm","www.dragonflyfarms.com","23015"
"Meadowview","https://www.facebook.com/DreamlandAlpacasLLC","36.767740","-81.861529","Dreamland Alpacas ","VA","13050 Bell Lane","","","farm","","24361"
"Wakefield","www.facebook.com-Drewry.Farm.Blueberries","37.002663","-76.965472","Drewry Farm","VA","541 Strawberry Lane","eggs fresh-fruits fresh-vegetables","","farm","www.drewryfarms.com","23888"
"Hanover","","37.810634","-77.298099","Empress Farm","VA","2336 King William Rd.","","","farm","www.empressfarmfoods.com","23069"
"Floyd","https://www.facebook.com/fieldsedgefarms","36.834950","-80.411973","Fields Edge Farm Store","VA","1834 Rush Fork Rd SW","canned preserved crafts woodworking cut-flowers fresh-vegetables prepared-foods red-meat non-poultry-meat","https://twitter.com/fieldsedgefarm","farm","www.fieldsedgefarms.com","24091"
"Richmond","https://www.facebook.com/gallmeyerfarms","37.525187","-77.365067","Gallmeyer Farms Veggie Stand","VA","4506 Millers Lane","eggs fresh-fruits fresh-vegetables honey","","farm","http://gallmeyerfarms.com","23231"
"Washington","https://www.facebook.com/thefarmatlittlewashington?ref=hl","38.702165","-78.147868","Goat Hill on Farm Market","VA","365 Tiger Valley Rd.","cut-flowers fresh-fruits fresh-vegetables nursery-stock wild-harvested forest-products","","farm","goathill.farm","22747"
"Suffolk","","36.5605110","-76.7856360","Golden Eagle Alpaca Farm","VA","2505 Pittmantown Rod","crafts woodworking eggs herbs fresh-fruits fresh-vegetables","","farm","www.goldeneaglealpacafarm.com","23438"
"West Point","https://www.facebook.com/grazeupfarm","37.591739","-76.890206","GrazeUp Farm LLC","VA","188 Seatons Ln","poultry fowl","","farm","www.grazeupfarm.com","23181"
"Weyers Cave","https://www.facebook.com/harmonyharvestfarm","38.2538520","-78.8896060","Harmony Harvest Farm LLC","VA","201 Little Run Road","cut-flowers herbs","https://www.twitter.com/harmonyhrvst","farm","www.harmonyharvestfarm.com","24486"
"Marion ","Https://www.facebook.com/hayesvalleyfarms","36.810976","-81.513384","Hayes Valley Farms","VA","1341 Matson Drive","bedding plants canned preserved coffee tea cut-flowers eggs herbs fresh-fruits fresh-vegetables honey mushrooms nursery-stock poultry fowl red-meat non-poultry-meat soap body-care wild-harvested forest-products","Https://www.twitter.com/hayesvalleyfarms","farm","Https://www.hayesvalleyfarms.com","24354"
"Scottsville","","37.808923","-78.462800","Hope of Glory Farm, LLC","VA","86 Old Spring Hill Rd","","","farm","http://www.hopeofgloryfarm.com/","24590"
"South Boston","https://www.facebook.com/pages/Hudson-Heritage-Farms-LLC/172016466152452","36.6753273","-79.1248697","Hudson Heritage Farms, LLC","VA","14242 River Road","","","farm","https://sites.google.com/site/hudsonheritagefarms/","24592"
"Daleville","Ikenberry Orchards","37.4210502","-79.9099472","Ikenberry Orchards","VA","2557 Roanoke Road","baked-goods bedding plants canned preserved coffee tea dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products nuts prepared-foods red-meat non-poultry-meat soap body-care wine spirits beer hard-cider","n/a","farm","Ikenberryorchards.com","24083"
"Indian Valley","https://www.facebook.com/pages/Indian-Valley-Farms/127404783941073","36.900940","-80.562880","Indian Valley Farms LLC","VA","824 Indian Valley Post  Office Rd","eggs fresh-fruits fresh-vegetables honey","","farm","","24105"
"Roanoke","https://www.facebook.com/pages/Jeter-Farm/138337886208034","37.331027","-79.864281","Jeter Farm Fall Festival and Country Store","VA","181 Blue Ridge Boulevard","bedding plants canned preserved coffee tea crafts woodworking cut-flowers fresh-vegetables juices ciders nuts prepared-foods","https://twitter.com/JeterFarm","farm","www.jeterfarm.com","24012"
"Rockville","www.facebook.com/keenbellfarm","37.754330","-77.741988","Keenbell Farm","VA","18437 Vontay Rd.","canned preserved eggs fresh-vegetables grains flour pet-food poultry fowl red-meat non-poultry-meat","https://www.twitter.com/keenbellfarm","farm","www.keenbellfarm.com","23146"
"Chesterfield","","37.455605","-77.535499","Leaning Oak Farm ","VA","3800 Newbys Bridge Road ","cut-flowers fresh-fruits fresh-vegetables","","farm","","23832"
"Gloucester","https://www.facebook.com/lesciences","37.3731561","-76.5435255","Life Enrichment Sciences","VA","6155 Hall Town Rd","","","farm","http://www.lifeenrichmentsciences.com","23061"
"Leesburg","https://www.facebook.com/Loudounberry","39.203664","-77.537558","Loudounberry Farm & Garden","VA","14917 James Monroe Hwy","baked-goods bedding plants canned preserved coffee tea crafts woodworking dairy products eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts poultry fowl soap body-care","","farm","www.loudounberryfarm.com","20176"
"Saluda","","37.607129","-76.636272","Lovers Retreat Farm & Dairy","VA","1495 Lovers Retreat Lane","","","farm","","23149"
"Berryville","https://www.facebook.com/Mackintosh-Fruit-Farm-111618915548297/","39.1940937","-78.0434813","Mackintosh Fruit Farm","VA","1608 Russell Rd","baked-goods canned preserved cut-flowers eggs fresh-fruits fresh-vegetables nursery-stock prepared-foods","","farm","http://www.mackintoshfruitfarm.com/","22611"
"Bealeton","https://www.facebook.com/MessicksFarmMarket","38.594749","-77.750604","Messicks Farm Market","VA","6025 Catlett Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products dry beans eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products mushrooms nuts pet-food poultry fowl prepared-foods red-meat non-poultry-meat soap body-care tofu non-animal protein wild-harvested forest-products wine spirits beer hard-cider","","farm","Messicksfarmmarket.com","22712"
"Locust Grove","miller farms market","38.276201","-77.753991","Miller Farms Market","VA","12101 Orange Plank Rd","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products mushrooms nuts poultry fowl prepared-foods red-meat non-poultry-meat soap body-care","","farm","millerfarmsmarket.com","22508"
"South Boston","misty.meadows.llc","36.6755206","-79.1046731","Misty Meadows, LLC","VA","13185 River Rd","crafts woodworking eggs herbs honey red-meat non-poultry-meat","","farm","","24592"
"Chesapeake","https://www.facebook.com/mountpleasantfarms/?ref=aymt_homepage_panel","36.713688","-76.141122","Mount Pleasant Farms","VA","2201 Mount Pleasant Road","baked-goods bedding plants canned preserved crafts woodworking dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts prepared-foods red-meat non-poultry-meat soap body-care","","farm","www.mountpleasantfarms.com","23322"
"Woodstock","www.facebook.com/MoweryOrchard","38.8736475","-78.5365442","Mowery Orchard LLC","VA","24247 Senedo Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products poultry fowl red-meat non-poultry-meat soap body-care wine spirits beer hard-cider","","farm","www.MoweryOrchard.com","22664"
