	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	13	999	Statewide	11	Crop harvesting, primarily by machine	13	115113	5.0	1.6
8	13	999	Statewide	11	Other marine fishing	13	114119	2.0	1.0
15	13	999	Statewide	21	All other nonmetallic mineral mining	13	212399	8.0	3.2
23	13	999	Statewide	21	Gold ore mining	13	212221	2.0	2.0
28	13	999	Statewide	21	Support activities for coal mining	13	213113	6.0	3.2
32	13	999	Statewide	22	Biomass electric power generation	13	221117	3.0	1.3333333333333333
36	13	999	Statewide	22	Hydroelectric power generation	13	221111	19.0	7.555555555555555
39	13	999	Statewide	22	Other electric power generation	13	221118	4.0	1.4
42	13	999	Statewide	22	Steam and air-conditioning supply	13	221330	2.0	1.0
81	13	999	Statewide	31	Breakfast cereal manufacturing	13	311230	3.0	1.4
84	13	999	Statewide	31	Cane sugar manufacturing	13	311314	6.0	2.6
86	13	999	Statewide	31	Cheese manufacturing	13	311513	9.0	3.7777777777777777
92	13	999	Statewide	31	Creamery butter manufacturing	13	311512	1.0	1.0
107	13	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	13	311411	6.0	2.0
115	13	999	Statewide	31	Malt manufacturing	13	311213	1.0	1.0
129	13	999	Statewide	31	Rice milling	13	311212	1.0	1.0
135	13	999	Statewide	31	Specialty canning	13	311422	3.0	1.0
139	13	999	Statewide	31	Tobacco manufacturing	13	312230	10.0	3.6
141	13	999	Statewide	31	Wet corn milling	13	311221	1.0	1.0
160	13	999	Statewide	32	Cement manufacturing	13	327310	12.75	5.111111111111111
173	13	999	Statewide	32	Explosives manufacturing	13	325920	2.0	1.0
175	13	999	Statewide	32	Flat glass manufacturing	13	327211	2.0	1.0
184	13	999	Statewide	32	Laminated plastics plate, sheet (except packaging), and shape manufacturing	13	326130	1.0	1.0
189	13	999	Statewide	32	Nitrogenous fertilizer manufacturing	13	325311	12.0	5.222222222222222
200	13	999	Statewide	32	Petrochemical manufacturing	13	325110	1.0	1.0
202	13	999	Statewide	32	Petroleum refineries	13	324110	7.0	2.3333333333333335
204	13	999	Statewide	32	Phosphatic fertilizer manufacturing	13	325312	2.0	1.0
250	13	999	Statewide	33	Alumina refining and primary aluminum production	13	331313	4.0	2.0
252	13	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	13	331315	2.0	1.0
253	13	999	Statewide	33	Ammunition (except small arms) manufacturing	13	332993	3.0	1.3333333333333333
257	13	999	Statewide	33	Automobile manufacturing	13	336111	17.0	7.666666666666667
260	13	999	Statewide	33	Blank magnetic and optical recording media manufacturing	13	334613	4.0	1.2
266	13	999	Statewide	33	Capacitor, resistor, coil, transformer, and other inductor manufacturing	13	334416	6.0	3.4444444444444446
268	13	999	Statewide	33	Computer storage device manufacturing	13	334112	2.0	1.0
280	13	999	Statewide	33	Electric lamp bulb and part manufacturing	13	335110	3.0	1.5
283	13	999	Statewide	33	Electronic connector manufacturing	13	334417	3.0	1.2
289	13	999	Statewide	33	Fastener, button, needle, and pin manufacturing	13	339993	6.333333333333333	3.0
291	13	999	Statewide	33	Fluid power cylinder and actuator manufacturing	13	333995	9.0	4.111111111111111
292	13	999	Statewide	33	Fluid power pump and motor manufacturing	13	333996	2.0	1.0
298	13	999	Statewide	33	Heavy duty truck manufacturing	13	336120	4.0	2.0
300	13	999	Statewide	33	Household furniture (except wood and metal) manufacturing	13	337125	4.0	1.8
301	13	999	Statewide	33	Household refrigerator and home freezer manufacturing	13	335222	2.0	1.0
317	13	999	Statewide	33	Light truck and utility vehicle manufacturing	13	336112	4.0	1.4
323	13	999	Statewide	33	Metal can manufacturing	13	332431	2.0	1.0
331	13	999	Statewide	33	Military armored vehicle, tank, and tank component manufacturing	13	336992	4.0	1.6
334	13	999	Statewide	33	Motor home manufacturing	13	336213	1.0	1.0
341	13	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	13	336330	10.0	5.666666666666667
346	13	999	Statewide	33	Nonferrous forging	13	332112	2.0	1.0
365	13	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	13	336419	1.0	1.0
370	13	999	Statewide	33	Other metal valve and pipe fitting manufacturing	13	332919	4.0	2.111111111111111
372	13	999	Statewide	33	Other nonferrous metal foundries (except die-casting)	13	331529	1.0	1.0
377	13	999	Statewide	33	Plumbing fixture fitting and trim manufacturing	13	332913	3.0	1.2
380	13	999	Statewide	33	Power-driven handtool manufacturing	13	333991	5.25	2.4
390	13	999	Statewide	33	Residential electric lighting fixture manufacturing	13	335121	3.0	1.25
391	13	999	Statewide	33	Rolled steel shape manufacturing	13	331221	2.0	1.0
392	13	999	Statewide	33	Rolling mill and other metalworking machinery manufacturing	13	333519	6.0	3.2222222222222223
