	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
17	12	999	Statewide	21	Bituminous coal and lignite surface mining	12	212111	6.0	1.75
18	12	999	Statewide	21	Bituminous coal underground mining	12	212112	1.0	1.0
19	12	999	Statewide	21	Clay and ceramic and refractory minerals mining	12	212325	4.0	2.0
29	12	999	Statewide	21	Iron ore mining	12	212210	2.0	1.0
30	12	999	Statewide	21	Lead ore and zinc ore mining	12	212231	2.0	1.3333333333333333
31	12	999	Statewide	21	Natural gas liquid extraction	12	211112	5.0	1.8
32	12	999	Statewide	21	Other chemical and fertilizer mineral mining	12	212393	2.0	1.0
36	12	999	Statewide	21	Support activities for coal mining	12	213113	5.0	2.2
40	12	999	Statewide	22	Biomass electric power generation	12	221117	1.0	1.0
100	12	999	Statewide	31	Creamery butter manufacturing	12	311512	3.0	1.2
119	12	999	Statewide	31	Hosiery and sock mills	12	315110	6.0	1.8
124	12	999	Statewide	31	Malt manufacturing	12	311213	1.0	1.0
144	12	999	Statewide	31	Soybean and other oilseed processing	12	311224	2.0	2.142857142857143
145	12	999	Statewide	31	Specialty canning	12	311422	6.0	2.4
151	12	999	Statewide	31	Wet corn milling	12	311221	2.0	1.0
180	12	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	12	325194	3.0	1.2
181	12	999	Statewide	32	Engineered wood member (except truss) manufacturing	12	321213	5.0	1.6
182	12	999	Statewide	32	Ethyl alcohol manufacturing	12	325193	4.0	1.4
187	12	999	Statewide	32	Glass container manufacturing	12	327213	7.0	3.4
195	12	999	Statewide	32	Lime manufacturing	12	327410	6.0	3.0
208	12	999	Statewide	32	Paperboard mills	12	322130	6.0	3.0
210	12	999	Statewide	32	Petrochemical manufacturing	12	325110	1.0	1.0
214	12	999	Statewide	32	Phosphatic fertilizer manufacturing	12	325312	16.75	7.333333333333333
235	12	999	Statewide	32	Softwood veneer and plywood manufacturing	12	321212	6.0	2.4
239	12	999	Statewide	32	Synthetic dye and pigment manufacturing	12	325130	6.0	2.2
279	12	999	Statewide	33	Computer storage device manufacturing	12	334112	6.0	3.0
308	12	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	12	336415	2.0	1.8888888888888888
314	12	999	Statewide	33	Household laundry equipment manufacturing	12	335224	3.0	1.5
335	12	999	Statewide	33	Measuring and dispensing pump manufacturing	12	333913	4.0	2.0
349	12	999	Statewide	33	Motor home manufacturing	12	336213	7.0	2.4
360	12	999	Statewide	33	Noncurrent-carrying wiring device manufacturing	12	335932	6.25	3.2
361	12	999	Statewide	33	Nonferrous forging	12	332112	2.0	1.0
363	12	999	Statewide	33	Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying	12	331491	15.0	6.333333333333333
380	12	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	12	336419	9.25	4.0
383	12	999	Statewide	33	Other major household appliance manufacturing	12	335228	3.0	1.5
394	12	999	Statewide	33	Powder metallurgy part manufacturing	12	332117	6.0	2.888888888888889
412	12	999	Statewide	33	Scale and balance manufacturing	12	333997	7.0	4.0
430	12	999	Statewide	33	Steel foundries (except investment)	12	331513	5.0	2.0
431	12	999	Statewide	33	Steel investment foundries	12	331512	2.0	1.0
600	12	999	Statewide	48	All other pipeline transportation	12	486990	6.5	2.8
607	12	999	Statewide	48	Commuter rail systems	12	485112	5.0	2.6666666666666665
619	12	999	Statewide	48	Mixed mode transit systems	12	485111	9.0	2.6
708	12	999	Statewide	52	Monetary authorities - central bank	12	521110	4.0	2.0
