	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	4	999	Statewide	11	Cotton ginning	4	115111	0500000US040090500000US040090500000US040120500000US040130500000US040130500000US040150500000US040150500000US040210500000US04021	19.0	0.0	0.0	146.2	3496.0	9.4
1	4	999	Statewide	11	Crop harvesting, primarily by machine	4	115113	0500000US040120500000US040130500000US040130500000US040170500000US040190500000US040210500000US040210500000US040270500000US04027	15.5	26.5	2975.75	24.0	2131.2	7.2
2	4	999	Statewide	11	Farm labor contractors and crew leaders	4	115115	0500000US040030500000US040120500000US040120500000US040130500000US040130500000US040210500000US040230500000US040230500000US040250500000US040270500000US04027	25.083333333333332	32.5	2357.5	113.6	2634.0	14.0
3	4	999	Statewide	11	Farm management services	4	115116	0500000US040030500000US040050500000US040110500000US040110500000US040130500000US040130500000US040190500000US040190500000US040210500000US040210500000US040270500000US04027	27.0	21.75	3847.0	42.2	2947.0	12.8
4	4	999	Statewide	11	Finfish fishing	4	114111	0500000US040130500000US040190500000US040210500000US04021	4.666666666666667	0.0	0.0	0.0	0.0	1.6
5	4	999	Statewide	11	Forest nurseries and gathering of forest products	4	113210	0500000US040010500000US040130500000US040130500000US040170500000US04017	5.0	0.0	0.0	0.0	0.0	2.6
6	4	999	Statewide	11	Hunting and trapping	4	114210	0500000US040130500000US040130500000US04025	6.0	0.0	0.0	0.0	0.0	3.4
7	4	999	Statewide	11	Logging	4	113310	0500000US040010500000US040010500000US040050500000US040050500000US040070500000US040070500000US040130500000US040130500000US040170500000US040170500000US040210500000US040210500000US040270500000US04027	33.25	92.5	5450.5	82.6	4414.8	14.0
8	4	999	Statewide	11	Postharvest crop activities (except cotton ginning)	4	115114	0500000US040120500000US040130500000US040130500000US040190500000US040190500000US040210500000US040210500000US040230500000US040230500000US040250500000US040250500000US040270500000US04027	36.75	707.5	16589.25	555.0	14946.4	18.0
9	4	999	Statewide	11	Shellfish fishing	4	114112	0500000US04013	2.0	0.0	0.0	0.0	0.0	2.0
10	4	999	Statewide	11	Soil preparation, planting, and cultivating	4	115112	0500000US040030500000US040030500000US040050500000US040050500000US040110500000US040130500000US040130500000US040190500000US040190500000US040210500000US040210500000US040250500000US040250500000US040270500000US04027	56.5	223.0	13230.0	180.8	9243.0	28.6
11	4	999	Statewide	11	Support activities for animal production	4	115210	0500000US040030500000US040030500000US040050500000US040050500000US040070500000US040130500000US040130500000US040190500000US040190500000US040210500000US040210500000US040250500000US04025	149.5	347.5	9717.75	219.8	5284.2	75.0
12	4	999	Statewide	11	Support activities for forestry	4	115310	0500000US040010500000US040010500000US040050500000US040050500000US040070500000US040130500000US040130500000US040170500000US040170500000US040190500000US040190500000US040250500000US04025	25.25	12.75	442.5	15.0	624.8	11.6
13	4	999	Statewide	11	Timber tract operations	4	113110	0500000US040130500000US04013	2.0	0.0	0.0	0.0	0.0	1.0
14	4	999	Statewide	21	All other metal ore mining	4	212299	0500000US040030500000US040030500000US040130500000US040190500000US04025	6.0	0.0	0.0	0.0	0.0	2.0
15	4	999	Statewide	21	All other nonmetallic mineral mining	4	212399	0500000US040030500000US040030500000US040050500000US040050500000US040070500000US040070500000US040130500000US040130500000US040150500000US040150500000US040190500000US040190500000US040210500000US040210500000US04023	23.0	86.5	3121.0	77.6	2905.0	10.6
16	4	999	Statewide	21	Bituminous coal and lignite surface mining	4	212111	0500000US040070500000US040070500000US040170500000US04017	4.0	0.0	0.0	0.0	0.0	2.0
17	4	999	Statewide	21	Bituminous coal underground mining	4	212112	0500000US040050500000US04005	2.0	0.0	0.0	0.0	0.0	1.0
18	4	999	Statewide	21	Clay and ceramic and refractory minerals mining	4	212325	0500000US040130500000US04013	2.0	0.0	0.0	0.0	0.0	1.0
19	4	999	Statewide	21	Construction sand and gravel mining	4	212321	0500000US040010500000US040010500000US040030500000US040030500000US040050500000US040070500000US040070500000US040090500000US040090500000US040130500000US040130500000US040150500000US040150500000US040170500000US040170500000US040190500000US040190500000US040210500000US040210500000US040230500000US040250500000US040250500000US040270500000US04027	94.75	554.25	31353.5	441.8	22049.0	51.4
