	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
4	40	999	Statewide	11	Finfish fishing	40	114111	2.0	1.0
5	40	999	Statewide	11	Hunting and trapping	40	114210	5.0	1.8
12	40	999	Statewide	21	All other metal ore mining	40	212299	1.0	1.0
20	40	999	Statewide	21	Crushed and broken granite mining and quarrying	40	212313	7.5	4.555555555555555
27	40	999	Statewide	21	Other chemical and fertilizer mineral mining	40	212393	1.0	1.0
33	40	999	Statewide	21	Uranium-radium-vanadium ore mining	40	212291	2.0	1.0
34	40	999	Statewide	22	Biomass electric power generation	40	221117	1.0	1.0
35	40	999	Statewide	22	Electric bulk power transmission and control	40	221121	19.0	9.11111111111111
39	40	999	Statewide	22	Other electric power generation	40	221118	17.416666666666668	8.2
41	40	999	Statewide	22	Solar electric power generation	40	221114	2.0	1.0
42	40	999	Statewide	22	Steam and air-conditioning supply	40	221330	8.0	4.0
84	40	999	Statewide	31	Carpet and rug mills	40	314110	2.0	1.0
85	40	999	Statewide	31	Cheese manufacturing	40	311513	1.0	1.0
86	40	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	40	311351	2.0	1.0
89	40	999	Statewide	31	Confectionery manufacturing from purchased chocolate	40	311352	3.0	1.0
93	40	999	Statewide	31	Distilleries	40	312140	3.0	1.5
95	40	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	40	311824	7.0	3.111111111111111
96	40	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	40	311514	2.0	1.0
98	40	999	Statewide	31	Fats and oils refining and blending	40	311225	2.0	1.0
99	40	999	Statewide	31	Fiber, yarn, and thread mills	40	313110	3.0	1.8
102	40	999	Statewide	31	Footwear manufacturing	40	316210	1.0	1.0
105	40	999	Statewide	31	Fruit and vegetable canning	40	311421	5.25	2.4444444444444446
106	40	999	Statewide	31	Hosiery and sock mills	40	315110	1.0	1.0
107	40	999	Statewide	31	Ice cream and frozen dessert manufacturing	40	311520	6.75	3.6
108	40	999	Statewide	31	Ice manufacturing	40	312113	16.0	7.444444444444445
109	40	999	Statewide	31	Malt manufacturing	40	311213	1.0	1.0
113	40	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	40	313220	4.0	1.6
114	40	999	Statewide	31	Nonchocolate confectionery manufacturing	40	311340	5.0	1.6
116	40	999	Statewide	31	Other cut and sew apparel manufacturing	40	315280	5.5	2.0
117	40	999	Statewide	31	Other snack food manufacturing	40	311919	2.0	2.0
123	40	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	40	314994	3.0	1.2
125	40	999	Statewide	31	Soybean and other oilseed processing	40	311224	4.0	2.0
126	40	999	Statewide	31	Specialty canning	40	311422	3.0	1.2
127	40	999	Statewide	31	Spice and extract manufacturing	40	311942	4.25	1.8
130	40	999	Statewide	31	Tobacco manufacturing	40	312230	1.0	1.0
133	40	999	Statewide	31	Women's handbag and purse manufacturing	40	316992	1.0	1.0
137	40	999	Statewide	32	All other converted paper product manufacturing	40	322299	8.0	2.8
141	40	999	Statewide	32	All other petroleum and coal products manufacturing	40	324199	4.0	2.4444444444444446
147	40	999	Statewide	32	Books printing	40	323117	6.0	2.0
148	40	999	Statewide	32	Cement manufacturing	40	327310	7.0	3.4
155	40	999	Statewide	32	Custom compounding of purchased resins	40	325991	1.0	1.0
158	40	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	40	325194	2.0	1.0
159	40	999	Statewide	32	Explosives manufacturing	40	325920	2.0	1.0
160	40	999	Statewide	32	Fertilizer (mixing only) manufacturing	40	325314	1.0	1.0
161	40	999	Statewide	32	Flat glass manufacturing	40	327211	6.0	3.0
165	40	999	Statewide	32	Ground or treated mineral and earth manufacturing	40	327992	5.0	2.8
167	40	999	Statewide	32	Hardwood veneer and plywood manufacturing	40	321211	2.0	1.0
168	40	999	Statewide	32	In-vitro diagnostic substance manufacturing	40	325413	1.0	1.0
184	40	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	40	325320	3.0	1.2
188	40	999	Statewide	32	Phosphatic fertilizer manufacturing	40	325312	3.0	1.4
196	40	999	Statewide	32	Polish and other sanitation good manufacturing	40	325612	5.0	2.2
198	40	999	Statewide	32	Pottery, ceramics, and plumbing fixture manufacturing	40	327110	8.0	3.5555555555555554
200	40	999	Statewide	32	Printing ink manufacturing	40	325910	2.0	1.0
202	40	999	Statewide	32	Reconstituted wood product manufacturing	40	321219	6.0	3.4444444444444446
203	40	999	Statewide	32	Rubber and plastics hoses and belting manufacturing	40	326220	5.0	2.0
205	40	999	Statewide	32	Sanitary paper product manufacturing	40	322291	3.0	1.6
210	40	999	Statewide	32	Surface active agent manufacturing	40	325613	4.0	2.0
211	40	999	Statewide	32	Synthetic dye and pigment manufacturing	40	325130	1.0	1.0
212	40	999	Statewide	32	Synthetic rubber manufacturing	40	325212	3.0	1.8
213	40	999	Statewide	32	Tire manufacturing (except retreading)	40	326211	6.0	3.0
