	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab	emp	payann
0	40	999	Statewide	11	Fishing	40	1141	0500000US400410500000US40041	2.0	0.0	0.0
1	40	999	Statewide	11	Hunting and trapping	40	1142	0500000US400790500000US401030500000US401030500000US401430500000US40143	5.0	0.0	0.0
2	40	999	Statewide	11	Logging	40	1133	0500000US400130500000US400270500000US400270500000US400790500000US400790500000US400890500000US400890500000US401090500000US401090500000US401110500000US401130500000US401130500000US401270500000US401270500000US401430500000US40143	76.5	405.875	15438.75
3	40	999	Statewide	11	Support activities for animal production	40	1152	0500000US400090500000US400170500000US400170500000US400190500000US400190500000US400210500000US400210500000US400270500000US400270500000US400310500000US400310500000US400370500000US400370500000US400410500000US400410500000US400490500000US400490500000US400510500000US400710500000US400770500000US400790500000US400790500000US400830500000US400850500000US400850500000US400870500000US400870500000US400930500000US400930500000US400970500000US401010500000US401050500000US401090500000US401090500000US401110500000US401110500000US401130500000US401170500000US401190500000US401190500000US401230500000US401250500000US401310500000US401310500000US401350500000US401350500000US401410500000US401430500000US401430500000US40145	101.29166666666667	143.41666666666666	5028.958333333333
4	40	999	Statewide	11	Support activities for crop production	40	1151	0500000US400010500000US400010500000US400030500000US400030500000US400070500000US400150500000US400150500000US400170500000US400170500000US400190500000US400190500000US400250500000US400250500000US400270500000US400270500000US400290500000US400310500000US400370500000US400370500000US400390500000US400390500000US400470500000US400470500000US400490500000US400490500000US400510500000US400530500000US400530500000US400570500000US400570500000US400650500000US400650500000US400710500000US400710500000US400730500000US400730500000US400750500000US400750500000US400790500000US400790500000US400830500000US400830500000US400910500000US400930500000US400930500000US400950500000US400950500000US400970500000US400990500000US401010500000US401010500000US401030500000US401030500000US401090500000US401090500000US401130500000US401310500000US401370500000US401370500000US401390500000US401390500000US401430500000US401450500000US401490500000US401490500000US401510500000US401510500000US401530500000US40153	133.51785714285714	171.35119047619048	8065.115476190476
5	40	999	Statewide	11	Support activities for forestry	40	1153	0500000US400270500000US400410500000US400410500000US400890500000US400890500000US401150500000US401270500000US40127	11.0	20.0	715.0
6	40	999	Statewide	11	Timber tract operations	40	1131	0500000US400890500000US400890500000US401270500000US40127	7.8	24.4	1518.6
7	40	999	Statewide	21	Coal mining	40	2121	0500000US400350500000US400350500000US400610500000US400610500000US400790500000US400790500000US400970500000US400970500000US401430500000US40143	15.404761904761905	48.0	2238.0
8	40	999	Statewide	21	Metal ore mining	40	2122	0500000US401090500000US401090500000US40115	3.0	0.0	0.0
9	40	999	Statewide	21	Nonmetallic mineral mining and quarrying	40	2123	0500000US400010500000US400010500000US400050500000US400050500000US400090500000US400110500000US400110500000US400130500000US400150500000US400150500000US400170500000US400170500000US400190500000US400190500000US400210500000US400210500000US400230500000US400230500000US400270500000US400270500000US400310500000US400310500000US400330500000US400330500000US400370500000US400370500000US400530500000US400550500000US400550500000US400570500000US400610500000US400610500000US400630500000US400630500000US400690500000US400690500000US400710500000US400710500000US400730500000US400730500000US400750500000US400750500000US400790500000US400790500000US400830500000US400830500000US400850500000US400850500000US400890500000US400890500000US400910500000US400930500000US400950500000US400950500000US400970500000US400970500000US400990500000US400990500000US401010500000US401010500000US401070500000US401070500000US401090500000US401090500000US401150500000US401150500000US401170500000US401170500000US401190500000US401190500000US401210500000US401210500000US401230500000US401230500000US401250500000US401250500000US401310500000US401310500000US401330500000US401330500000US401350500000US401350500000US401390500000US401430500000US401430500000US401450500000US401450500000US401470500000US401470500000US401490500000US401490500000US401510500000US401510500000US401530500000US40153	236.58928571428572	1735.3202380952382	87584.94047619047
10	40	999	Statewide	21	Oil and gas extraction	40	2111	0500000US400030500000US400030500000US400070500000US400070500000US400090500000US400090500000US400110500000US400110500000US400150500000US400150500000US400170500000US400170500000US400190500000US400190500000US400230500000US400250500000US400250500000US400270500000US400270500000US400290500000US400310500000US400310500000US400370500000US400370500000US400390500000US400390500000US400410500000US400430500000US400430500000US400450500000US400450500000US400470500000US400470500000US400490500000US400490500000US400510500000US400510500000US400530500000US400530500000US400590500000US400610500000US400610500000US400630500000US400630500000US400650500000US400650500000US400670500000US400670500000US400710500000US400710500000US400730500000US400730500000US400750500000US400770500000US400770500000US400790500000US400790500000US400810500000US400810500000US400830500000US400830500000US400850500000US400850500000US400870500000US400870500000US400890500000US400890500000US400910500000US400910500000US400930500000US400930500000US400950500000US400950500000US400970500000US400970500000US400990500000US400990500000US401010500000US401010500000US401030500000US401030500000US401050500000US401050500000US401070500000US401070500000US401090500000US401090500000US401110500000US401110500000US401130500000US401130500000US401170500000US401170500000US401190500000US401190500000US401210500000US401210500000US401230500000US401230500000US401250500000US401250500000US401290500000US401290500000US401310500000US401310500000US401330500000US401330500000US401350500000US401370500000US401370500000US401390500000US401390500000US401410500000US401410500000US401430500000US401430500000US401450500000US401450500000US401470500000US401470500000US401490500000US401490500000US401510500000US401510500000US401530500000US40153	2292.434523809524	26684.385714285716	3377554.4976190478
11	40	999	Statewide	21	Support activities for mining	40	2131	0500000US400030500000US400030500000US400050500000US400050500000US400070500000US400070500000US400090500000US400090500000US400110500000US400110500000US400130500000US400130500000US400150500000US400150500000US400170500000US400170500000US400190500000US400190500000US400210500000US400210500000US400230500000US400250500000US400270500000US400270500000US400290500000US400290500000US400310500000US400310500000US400330500000US400330500000US400350500000US400350500000US400370500000US400370500000US400390500000US400390500000US400430500000US400430500000US400450500000US400450500000US400470500000US400470500000US400490500000US400490500000US400510500000US400510500000US400530500000US400530500000US400550500000US400550500000US400590500000US400590500000US400610500000US400610500000US400630500000US400630500000US400650500000US400650500000US400670500000US400670500000US400690500000US400690500000US400710500000US400710500000US400730500000US400730500000US400750500000US400750500000US400770500000US400770500000US400790500000US400790500000US400810500000US400810500000US400830500000US400830500000US400850500000US400870500000US400870500000US400910500000US400910500000US400930500000US400930500000US400950500000US400950500000US400990500000US400990500000US401010500000US401010500000US401030500000US401030500000US401050500000US401050500000US401070500000US401070500000US401090500000US401090500000US401110500000US401110500000US401130500000US401130500000US401170500000US401170500000US401190500000US401190500000US401210500000US401210500000US401230500000US401230500000US401250500000US401250500000US401270500000US401290500000US401290500000US401310500000US401310500000US401330500000US401330500000US401350500000US401350500000US401370500000US401370500000US401390500000US401390500000US401410500000US401410500000US401430500000US401430500000US401450500000US401470500000US401470500000US401490500000US401490500000US401510500000US401510500000US401530500000US40153	3417.5940476190476	49420.34166666667	3452242.4583333335
12	40	999	Statewide	22	Electric power generation, transmission and distribution	40	2211	0500000US400010500000US400010500000US400030500000US400030500000US400050500000US400050500000US400090500000US400090500000US400110500000US400130500000US400130500000US400150500000US400150500000US400170500000US400170500000US400190500000US400190500000US400210500000US400210500000US400230500000US400230500000US400270500000US400270500000US400310500000US400310500000US400330500000US400330500000US400350500000US400350500000US400370500000US400370500000US400390500000US400390500000US400410500000US400410500000US400430500000US400430500000US400450500000US400450500000US400470500000US400470500000US400490500000US400490500000US400510500000US400510500000US400570500000US400570500000US400590500000US400590500000US400610500000US400610500000US400710500000US400710500000US400730500000US400730500000US400750500000US400750500000US400770500000US400770500000US400790500000US400790500000US400810500000US400810500000US400830500000US400830500000US400850500000US400850500000US400870500000US400870500000US400890500000US400890500000US400910500000US400910500000US400950500000US400950500000US400970500000US400970500000US400990500000US400990500000US401010500000US401010500000US401030500000US401030500000US401050500000US401050500000US401070500000US401070500000US401090500000US401090500000US401110500000US401110500000US401130500000US401130500000US401170500000US401170500000US401190500000US401190500000US401210500000US401210500000US401230500000US401230500000US401250500000US401250500000US401270500000US401270500000US401290500000US401290500000US401310500000US401310500000US401330500000US401330500000US401350500000US401350500000US401370500000US401370500000US401390500000US401390500000US401410500000US401410500000US401430500000US401430500000US401450500000US401450500000US401470500000US401470500000US401490500000US401490500000US401510500000US401510500000US401530500000US40153	451.5797619047619	3300.828571428571	321615.54642857146
13	40	999	Statewide	22	Natural gas distribution	40	2212	0500000US400050500000US400050500000US400070500000US400070500000US400090500000US400110500000US400110500000US400130500000US400150500000US400170500000US400190500000US400230500000US400250500000US400250500000US400270500000US400310500000US400310500000US400390500000US400390500000US400470500000US400470500000US400490500000US400510500000US400510500000US400650500000US400650500000US400710500000US400710500000US400810500000US400830500000US400870500000US400890500000US400910500000US400910500000US400930500000US401010500000US401090500000US401090500000US401110500000US401110500000US401130500000US401150500000US401150500000US401170500000US401170500000US401190500000US401210500000US401210500000US401230500000US401230500000US401250500000US401250500000US401310500000US401310500000US401330500000US401330500000US401370500000US401370500000US401390500000US401390500000US401410500000US401430500000US401430500000US401470500000US401470500000US401510500000US401510500000US40153	117.45833333333333	1760.9583333333333	197130.70833333334
