"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Cherry Valley","https://www.facebook.com/hsresort","33.969105","-116.944304","123 Farm at Highland Springs Resort","CA","10600 Highland Springs Ave.","baked-goods cut-flowers herbs soap body-care wild-harvested forest-products","","farm","www.123farm.com","92223"
"Woodinville","https://www.facebook.com/21Acres","47.7502397","-122.1569875","21 Acres Farm Market","WA","13701 NE 171st Street","baked-goods canned preserved coffee tea dairy products dry beans eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey juices ciders mushrooms nuts prepared-foods wild-harvested forest-products","","farm","21acres.org","98072"
"Blacksburg","https://www.facebook.com/3BirdsBerryFarm","37.216789","-80.491034","3 Birds Berry Farm","VA","1876 Brooksfield Rd","canned preserved cut-flowers fresh-fruits","","farm","3birdsberryfarm.com","24060"
"Manteno","http://facebook.com/3windsfarm/","41.276258","-87.906847","3 Winds Farm","IL","10769 N 1500W Rd","baked-goods cut-flowers herbs fresh-vegetables red-meat non-poultry-meat soap body-care","","farm","www.3windsfarm.com","60950"
"Franklinton","https://www.facebook.com/3DBlueberryFarm","30.870116","-90.215454","3D Blueberry Farm","LA","41031 Highway 1056","","","farm","http://www.3dblueberries.com","70438"
"Washington","","39.828054","-97.068195","4K Ranch","KS","1692 18th Road","red-meat non-poultry-meat","","farm","","66968"
"Mount Vernon","4R Angus Farm","40.3586810","-82.5620100","4R Angus Farm","OH","8259 Keys Road","poultry fowl red-meat non-poultry-meat","","farm","4RAngusFarm.weebly.com","43050"
"Blairsville ","7M Family Farms ","34.854805","-83.913113","7M Family Farms LLC","GA","596 Crump Creek Rd","baked-goods canned preserved coffee tea crafts woodworking cut-flowers dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour","","farm","www.7mfamilyfarms.com","30512"
"Depew","https://www.facebook.com/800-Oaks-Farm-Ranch-362168957769623/?ref=py_c","35.855424","-96.591224","800 Oaks Farm&Ranch","OK","53622 W 211th Road S","eggs poultry fowl red-meat non-poultry-meat","","farm","","74028"
"Purcellville","","39.188266","-77.690603","A Dozen Eggs","VA","37938 Charles Town Pike","canned preserved eggs honey pet-food poultry fowl wine spirits beer hard-cider","","farm","www.pastureraisedeggs.com","20132"
