	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	30	999	Statewide	11	Farm labor contractors and crew leaders	30	115115	3.0	1.25
4	30	999	Statewide	11	Forest nurseries and gathering of forest products	30	113210	3.0	1.2
7	30	999	Statewide	11	Other marine fishing	30	114119	1.0	1.0
13	30	999	Statewide	11	Timber tract operations	30	113110	4.0	2.0
14	30	999	Statewide	21	All other metal ore mining	30	212299	9.0	3.0
17	30	999	Statewide	21	Bituminous coal underground mining	30	212112	2.0	1.0
19	30	999	Statewide	21	Copper ore and nickel ore mining	30	212234	4.0	1.6
22	30	999	Statewide	21	Crushed and broken limestone mining and quarrying	30	212312	5.0	2.0
28	30	999	Statewide	21	Other crushed and broken stone mining and quarrying	30	212319	5.0	1.8
29	30	999	Statewide	21	Silver ore mining	30	212222	4.0	1.5
34	30	999	Statewide	22	Electric bulk power transmission and control	30	221121	4.0	1.4
36	30	999	Statewide	22	Fossil fuel electric power generation	30	221112	10.0	5.888888888888889
39	30	999	Statewide	22	Other electric power generation	30	221118	1.0	1.0
41	30	999	Statewide	22	Solar electric power generation	30	221114	1.0	1.0
80	30	999	Statewide	31	Beet sugar manufacturing	30	311313	4.0	2.0
81	30	999	Statewide	31	Bottled water manufacturing	30	312112	2.0	1.0
82	30	999	Statewide	31	Breakfast cereal manufacturing	30	311230	2.0	1.0
84	30	999	Statewide	31	Broadwoven fabric mills	30	313210	2.0	1.0
85	30	999	Statewide	31	Cheese manufacturing	30	311513	2.5	1.4
86	30	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	30	311351	4.0	2.0
90	30	999	Statewide	31	Cookie and cracker manufacturing	30	311821	1.75	1.75
91	30	999	Statewide	31	Creamery butter manufacturing	30	311512	2.0	1.0
96	30	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	30	311514	2.0	1.0
97	30	999	Statewide	31	Fats and oils refining and blending	30	311225	2.0	1.0
101	30	999	Statewide	31	Footwear manufacturing	30	316210	7.0	2.888888888888889
102	30	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	30	311411	2.0	1.0
105	30	999	Statewide	31	Ice cream and frozen dessert manufacturing	30	311520	5.0	2.888888888888889
108	30	999	Statewide	31	Malt manufacturing	30	311213	3.0	1.2
109	30	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	30	311941	3.0	1.0
111	30	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	30	315220	2.0	1.0
112	30	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	30	313220	2.0	1.0
113	30	999	Statewide	31	Nonchocolate confectionery manufacturing	30	311340	4.0	2.0
115	30	999	Statewide	31	Other cut and sew apparel manufacturing	30	315280	3.0	1.8
116	30	999	Statewide	31	Other snack food manufacturing	30	311919	1.0	1.0
117	30	999	Statewide	31	Perishable prepared food manufacturing	30	311991	6.0	2.4
118	30	999	Statewide	31	Rendering and meat byproduct processing	30	311613	2.0	1.0
120	30	999	Statewide	31	Rice milling	30	311212	2.0	1.0
121	30	999	Statewide	31	Roasted nuts and peanut butter manufacturing	30	311911	1.0	1.0
122	30	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	30	314994	4.0	2.0
124	30	999	Statewide	31	Soybean and other oilseed processing	30	311224	4.0	2.3333333333333335
128	30	999	Statewide	31	Tortilla manufacturing	30	311830	1.0	1.0
130	30	999	Statewide	31	Women's handbag and purse manufacturing	30	316992	2.0	1.0
131	30	999	Statewide	31	Women's, girls', and infants' cut and sew apparel manufacturing	30	315240	6.0	2.0
132	30	999	Statewide	32	Abrasive product manufacturing	30	327910	3.0	1.8
133	30	999	Statewide	32	Adhesive manufacturing	30	325520	1.0	1.0
134	30	999	Statewide	32	All other basic organic chemical manufacturing	30	325199	5.0	1.8
135	30	999	Statewide	32	All other converted paper product manufacturing	30	322299	1.0	1.0
137	30	999	Statewide	32	All other miscellaneous nonmetallic mineral product manufacturing	30	327999	5.5	2.6
139	30	999	Statewide	32	All other petroleum and coal products manufacturing	30	324199	2.0	1.0
