	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	30	999	Statewide	11	Forest nurseries and gathering of forest products	30	1132	3.0	1.2
7	30	999	Statewide	11	Timber tract operations	30	1131	4.0	2.0
33	30	999	Statewide	31	Fabric mills	30	3132	4.0	1.4
35	30	999	Statewide	31	Footwear manufacturing	30	3162	7.0	2.8
48	30	999	Statewide	32	Converted paper product manufacturing	30	3222	3.0	1.2
50	30	999	Statewide	32	Lime and gypsum product manufacturing	30	3274	2.0	1.0
60	30	999	Statewide	32	Pulp, paper, and paperboard mills	30	3221	2.0	1.0
61	30	999	Statewide	32	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	30	3252	4.0	2.0
62	30	999	Statewide	32	Rubber product manufacturing	30	3262	4.0	1.4
68	30	999	Statewide	33	Alumina and aluminum production and processing	30	3313	2.5	1.4
82	30	999	Statewide	33	Hardware manufacturing	30	3325	4.0	1.3333333333333333
84	30	999	Statewide	33	Industrial machinery manufacturing	30	3332	9.25	4.0
86	30	999	Statewide	33	Manufacturing and reproducing magnetic and optical media	30	3346	1.0	1.0
90	30	999	Statewide	33	Motor vehicle manufacturing	30	3361	2.0	1.0
97	30	999	Statewide	33	Other furniture related product manufacturing	30	3379	4.0	2.0
101	30	999	Statewide	33	Railroad rolling stock manufacturing	30	3365	1.0	1.0
104	30	999	Statewide	33	Spring and wire product manufacturing	30	3326	2.0	1.0
105	30	999	Statewide	33	Steel product manufacturing from purchased steel	30	3312	3.0	1.2
106	30	999	Statewide	33	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	30	3334	4.75	2.0
164	30	999	Statewide	48	Scenic and sightseeing transportation, other	30	4879	3.0	1.2
173	30	999	Statewide	48	Urban transit systems	30	4851	5.0	2.0
177	30	999	Statewide	51	Cable and other subscription programming	30	5152	2.0	1.0
184	30	999	Statewide	51	Satellite telecommunications	30	5174	3.25	2.0
193	30	999	Statewide	52	Monetary authorities - central bank	30	5211	2.0	1.0
196	30	999	Statewide	52	Other investment pools and funds	30	5259	3.333333333333333	1.5
231	30	999	Statewide	61	Junior colleges	30	6112	4.0	2.0
252	30	999	Statewide	71	Agents and managers for artists, athletes, entertainers, and other public figures	30	7114	3.0	1.2
