	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	30	999	Statewide	11	Fishing	30	1141	0500000US300090500000US300090500000US300210500000US300290500000US300290500000US300310500000US300310500000US300430500000US300430500000US300470500000US300470500000US300490500000US300810500000US30081	20.25	1.5	305.5	4.4	295.2	9.2
1	30	999	Statewide	11	Forest nurseries and gathering of forest products	30	1132	0500000US300290500000US301110500000US30111	3.0	0.0	0.0	0.0	0.0	1.2
2	30	999	Statewide	11	Hunting and trapping	30	1142	0500000US300130500000US300130500000US300270500000US300270500000US300310500000US300310500000US300550500000US300570500000US300670500000US300670500000US30111	15.5	4.75	95.75	1.6	103.0	7.2
3	30	999	Statewide	11	Logging	30	1133	0500000US300010500000US300010500000US300070500000US300070500000US300090500000US300090500000US300230500000US300230500000US300270500000US300290500000US300290500000US300310500000US300310500000US300390500000US300390500000US300470500000US300470500000US300490500000US300490500000US300530500000US300530500000US300590500000US300590500000US300610500000US300610500000US300630500000US300630500000US300650500000US300650500000US300670500000US300670500000US300770500000US300770500000US300810500000US300810500000US300890500000US300890500000US301110500000US30111	350.75	1138.0	46433.25	586.8	23947.0	170.8
4	30	999	Statewide	11	Support activities for animal production	30	1152	0500000US300050500000US300050500000US300070500000US300070500000US300090500000US300090500000US300130500000US300130500000US300210500000US300290500000US300290500000US300310500000US300310500000US300470500000US300470500000US300550500000US300550500000US300570500000US300610500000US300630500000US300630500000US300670500000US300670500000US300750500000US300770500000US300770500000US300810500000US300810500000US300950500000US300950500000US300970500000US300970500000US301050500000US301050500000US301110500000US30111	98.0	111.0	4166.5	93.4	2956.6	46.4
5	30	999	Statewide	11	Support activities for crop production	30	1151	0500000US300010500000US300010500000US300030500000US300030500000US300090500000US300090500000US300130500000US300130500000US300150500000US300150500000US300170500000US300170500000US300190500000US300230500000US300230500000US300250500000US300250500000US300270500000US300270500000US300290500000US300290500000US300310500000US300310500000US300350500000US300390500000US300390500000US300410500000US300410500000US300430500000US300430500000US300450500000US300450500000US300470500000US300470500000US300490500000US300490500000US300510500000US300510500000US300530500000US300550500000US300570500000US300570500000US300590500000US300590500000US300630500000US300630500000US300650500000US300650500000US300670500000US300670500000US300710500000US300710500000US300730500000US300730500000US300770500000US300770500000US300810500000US300810500000US300830500000US300830500000US300890500000US300890500000US300910500000US300910500000US300970500000US300990500000US300990500000US301050500000US301050500000US301090500000US301110500000US30111	131.5	44.75	4646.75	116.8	7905.2	66.4
6	30	999	Statewide	11	Support activities for forestry	30	1153	0500000US300010500000US300010500000US300050500000US300070500000US300070500000US300090500000US300090500000US300130500000US300130500000US300150500000US300150500000US300230500000US300290500000US300290500000US300310500000US300310500000US300350500000US300350500000US300430500000US300430500000US300470500000US300470500000US300490500000US300490500000US300510500000US300530500000US300530500000US300590500000US300590500000US300610500000US300610500000US300630500000US300630500000US300710500000US300710500000US300770500000US300770500000US300810500000US300810500000US300850500000US300850500000US300890500000US300890500000US301110500000US30111	123.0	81.25	6482.25	91.4	6867.0	56.4
7	30	999	Statewide	11	Timber tract operations	30	1131	0500000US300630500000US30063	4.0	0.0	0.0	0.0	0.0	2.0
8	30	999	Statewide	21	Coal mining	30	2121	0500000US300030500000US300030500000US300650500000US300650500000US300730500000US300730500000US300830500000US300830500000US300870500000US300870500000US301110500000US30111	16.0	302.5	26099.75	464.6	40831.6	7.4
9	30	999	Statewide	21	Metal ore mining	30	2122	0500000US300010500000US300070500000US300070500000US300390500000US300390500000US300430500000US300430500000US300490500000US300490500000US300530500000US300530500000US300570500000US300570500000US300630500000US300630500000US300770500000US300770500000US300810500000US300930500000US300930500000US300950500000US300950500000US300970500000US30097	39.583333333333336	34.75	2978.75	1245.8	109490.0	17.8
10	30	999	Statewide	21	Nonmetallic mineral mining and quarrying	30	2123	0500000US300010500000US300010500000US300050500000US300090500000US300090500000US300130500000US300130500000US300170500000US300170500000US300210500000US300210500000US300250500000US300250500000US300290500000US300290500000US300310500000US300310500000US300370500000US300370500000US300390500000US300390500000US300410500000US300430500000US300430500000US300470500000US300470500000US300490500000US300490500000US300510500000US300510500000US300530500000US300530500000US300570500000US300570500000US300630500000US300630500000US300650500000US300670500000US300670500000US300710500000US300710500000US300730500000US300830500000US300830500000US300850500000US300850500000US300890500000US300890500000US300910500000US300910500000US300950500000US300950500000US300990500000US301010500000US301010500000US301070500000US301110500000US30111	99.0	116.0	6024.0	567.4	34194.2	47.8
11	30	999	Statewide	21	Oil and gas extraction	30	2111	0500000US300010500000US300030500000US300030500000US300050500000US300050500000US300130500000US300130500000US300210500000US300210500000US300250500000US300250500000US300290500000US300290500000US300310500000US300350500000US300350500000US300410500000US300410500000US300490500000US300490500000US300510500000US300510500000US300630500000US300630500000US300650500000US300650500000US300710500000US300730500000US300730500000US300750500000US300830500000US300830500000US300850500000US300890500000US300910500000US300910500000US300950500000US300950500000US301010500000US301010500000US301090500000US301110500000US30111	179.0	1358.5	187749.0	1003.2	124662.2	91.4
12	30	999	Statewide	21	Support activities for mining	30	2131	0500000US300010500000US300030500000US300030500000US300050500000US300050500000US300070500000US300070500000US300090500000US300090500000US300130500000US300170500000US300170500000US300190500000US300190500000US300210500000US300210500000US300230500000US300230500000US300250500000US300250500000US300270500000US300290500000US300310500000US300310500000US300350500000US300350500000US300390500000US300390500000US300410500000US300410500000US300430500000US300430500000US300450500000US300490500000US300490500000US300530500000US300530500000US300570500000US300570500000US300590500000US300630500000US300630500000US300650500000US300650500000US300670500000US300670500000US300730500000US300730500000US300750500000US300750500000US300810500000US300810500000US300830500000US300830500000US300850500000US300850500000US300890500000US300890500000US300910500000US300910500000US300950500000US300950500000US300970500000US300990500000US301010500000US301010500000US301050500000US301050500000US301090500000US301090500000US301110500000US30111	423.1666666666667	2151.0	170517.75	2291.4	163727.4	229.6
13	30	999	Statewide	22	Electric power generation, transmission and distribution	30	2211	0500000US300010500000US300010500000US300030500000US300030500000US300050500000US300050500000US300070500000US300070500000US300090500000US300090500000US300110500000US300110500000US300130500000US300130500000US300150500000US300150500000US300230500000US300230500000US300250500000US300250500000US300270500000US300270500000US300290500000US300290500000US300310500000US300310500000US300350500000US300350500000US300390500000US300390500000US300410500000US300410500000US300430500000US300430500000US300450500000US300450500000US300470500000US300470500000US300490500000US300490500000US300510500000US300510500000US300530500000US300530500000US300550500000US300550500000US300570500000US300570500000US300590500000US300590500000US300610500000US300610500000US300630500000US300630500000US300650500000US300650500000US300670500000US300670500000US300710500000US300710500000US300730500000US300730500000US300750500000US300750500000US300770500000US300770500000US300790500000US300790500000US300810500000US300810500000US300830500000US300830500000US300850500000US300850500000US300870500000US300870500000US300890500000US300890500000US300910500000US300910500000US300930500000US300930500000US300950500000US300950500000US300970500000US300970500000US300990500000US300990500000US301010500000US301010500000US301030500000US301030500000US301050500000US301050500000US301070500000US301070500000US301090500000US301090500000US301110500000US30111	287.25	803.75	70275.0	2608.4	226485.6	144.6
14	30	999	Statewide	22	Natural gas distribution	30	2212	0500000US300030500000US300030500000US300130500000US300130500000US300170500000US300170500000US300210500000US300210500000US300250500000US300250500000US300310500000US300310500000US300350500000US300350500000US300490500000US300710500000US300710500000US300830500000US300830500000US300850500000US300850500000US300870500000US300870500000US300910500000US300910500000US301010500000US301010500000US301050500000US301050500000US301110500000US30111	50.5	0.0	0.0	90.0	7939.4	24.6
15	30	999	Statewide	22	Water, sewage and other systems	30	2213	0500000US300090500000US300090500000US300130500000US300130500000US300150500000US300150500000US300170500000US300290500000US300290500000US300310500000US300310500000US300350500000US300350500000US300410500000US300410500000US300430500000US300470500000US300470500000US300490500000US300490500000US300510500000US300590500000US300630500000US300630500000US300670500000US300670500000US300690500000US300690500000US300730500000US300730500000US300810500000US300810500000US300830500000US300830500000US300850500000US300890500000US300890500000US300910500000US300910500000US300930500000US300930500000US300950500000US300950500000US300990500000US301110500000US30111	79.33333333333333	30.0	1314.0	174.8	7697.4	39.0
