	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	9001	9	1	Fairfield County	1141	Fishing	11	0500000US09001	2.0	0.0	0.0	0.0	-191.42857142857144	1.0	0.0	-191.42857142857144	1.0
1	9001	9	1	Fairfield County	1141	Fishing	11	0500000US09001	2.0	0.0	0.0	0.0	-191.42857142857144	1.0	4.571428571428571	346.44047619047615	1.0
2	9001	9	1	Fairfield County	1141	Fishing	11	0500000US09001	2.0	0.0	0.0	4.571428571428571	346.44047619047615	1.0	0.0	-191.42857142857144	1.0
3	9001	9	1	Fairfield County	1141	Fishing	11	0500000US09001	2.0	0.0	0.0	4.571428571428571	346.44047619047615	1.0	4.571428571428571	346.44047619047615	1.0
4	9001	9	1	Fairfield County	1151	Support activities for crop production	11	0500000US09001	3.0	0.0	0.0	22.125	504.75	1.0	22.125	504.75	1.0
5	9001	9	1	Fairfield County	1151	Support activities for crop production	11	0500000US09001	3.0	0.0	0.0	22.125	504.75	1.0	7.5	215.91666666666663	1.0
6	9001	9	1	Fairfield County	1151	Support activities for crop production	11	0500000US09001	3.0	0.0	0.0	7.5	215.91666666666663	1.0	22.125	504.75	1.0
7	9001	9	1	Fairfield County	1151	Support activities for crop production	11	0500000US09001	3.0	0.0	0.0	7.5	215.91666666666663	1.0	7.5	215.91666666666663	1.0
8	9001	9	1	Fairfield County	1152	Support activities for animal production	11	0500000US09001	14.0	95.0	3980.0	95.0	3980.0	0.0	95.0	3980.0	0.0
9	9001	9	1	Fairfield County	1152	Support activities for animal production	11	0500000US09001	14.0	95.0	3980.0	95.0	3980.0	0.0	109.33333333333331	5685.733333333334	0.4
10	9001	9	1	Fairfield County	1152	Support activities for animal production	11	0500000US09001	14.0	95.0	3980.0	98.25	5480.75	0.0	95.0	3980.0	0.0
11	9001	9	1	Fairfield County	1152	Support activities for animal production	11	0500000US09001	14.0	95.0	3980.0	98.25	5480.75	0.0	109.33333333333331	5685.733333333334	0.4
12	9001	9	1	Fairfield County	2111	Oil and gas extraction	21	0500000US09001	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
13	9001	9	1	Fairfield County	2111	Oil and gas extraction	21	0500000US09001	2.0	0.0	0.0	0.0	0.0	1.0	13.23333333333333	1227.9333333333332	0.8
14	9001	9	1	Fairfield County	2111	Oil and gas extraction	21	0500000US09001	2.0	0.0	0.0	13.23333333333333	1227.9333333333332	0.8	0.0	0.0	1.0
15	9001	9	1	Fairfield County	2111	Oil and gas extraction	21	0500000US09001	2.0	0.0	0.0	13.23333333333333	1227.9333333333332	0.8	13.23333333333333	1227.9333333333332	0.8
16	9001	9	1	Fairfield County	2122	Metal ore mining	21	0500000US09001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
17	9001	9	1	Fairfield County	2122	Metal ore mining	21	0500000US09001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
18	9001	9	1	Fairfield County	2122	Metal ore mining	21	0500000US09001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
19	9001	9	1	Fairfield County	2122	Metal ore mining	21	0500000US09001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
20	9001	9	1	Fairfield County	2123	Nonmetallic mineral mining and quarrying	21	0500000US09001	7.0	41.0	2112.0	41.0	2112.0	0.0	41.0	2112.0	0.0
21	9001	9	1	Fairfield County	2123	Nonmetallic mineral mining and quarrying	21	0500000US09001	7.0	41.0	2112.0	41.0	2112.0	0.0	40.13333333333333	3080.4666666666667	0.4
