	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	51	999	Statewide	11	Crop harvesting, primarily by machine	51	115113	4.0	1.4
8	51	999	Statewide	11	Other marine fishing	51	114119	2.0	2.0
15	51	999	Statewide	21	All other metal ore mining	51	212299	2.0	1.0
26	51	999	Statewide	21	Industrial sand mining	51	212322	5.0	2.8
27	51	999	Statewide	21	Iron ore mining	51	212210	1.0	1.0
28	51	999	Statewide	21	Natural gas liquid extraction	51	211112	3.0	1.4
29	51	999	Statewide	21	Other chemical and fertilizer mineral mining	51	212393	1.0	1.0
84	51	999	Statewide	31	Beet sugar manufacturing	51	311313	1.0	1.0
88	51	999	Statewide	31	Carpet and rug mills	51	314110	6.0	3.0
90	51	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	51	311351	6.0	2.0
93	51	999	Statewide	31	Confectionery manufacturing from purchased chocolate	51	311352	24.75	12.666666666666666
95	51	999	Statewide	31	Creamery butter manufacturing	51	311512	2.0	1.0
99	51	999	Statewide	31	Dog and cat food manufacturing	51	311111	7.0	2.6666666666666665
100	51	999	Statewide	31	Dried and dehydrated food manufacturing	51	311423	4.0	1.5
102	51	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	51	311514	4.0	1.6
106	51	999	Statewide	31	Flavoring syrup and concentrate manufacturing	51	311930	7.4	3.5555555555555554
111	51	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	51	311411	1.0	1.0
112	51	999	Statewide	31	Frozen specialty food manufacturing	51	311412	11.0	5.111111111111111
114	51	999	Statewide	31	Hosiery and sock mills	51	315110	3.0	1.5
117	51	999	Statewide	31	Knit fabric mills	51	313240	6.0	2.2
118	51	999	Statewide	31	Leather and hide tanning and finishing	51	316110	1.0	1.0
126	51	999	Statewide	31	Other apparel knitting mills	51	315190	2.0	1.0
136	51	999	Statewide	31	Soybean and other oilseed processing	51	311224	2.0	1.0
137	51	999	Statewide	31	Specialty canning	51	311422	2.0	1.0
142	51	999	Statewide	31	Tortilla manufacturing	51	311830	3.0	1.6666666666666667
144	51	999	Statewide	31	Women's handbag and purse manufacturing	51	316992	6.0	1.8
153	51	999	Statewide	32	All other petroleum and coal products manufacturing	51	324199	9.0	3.6666666666666665
158	51	999	Statewide	32	Asphalt shingle and coating materials manufacturing	51	324122	2.0	1.0
161	51	999	Statewide	32	Cement manufacturing	51	327310	7.0	3.2222222222222223
172	51	999	Statewide	32	Ethyl alcohol manufacturing	51	325193	3.0	1.0
175	51	999	Statewide	32	Flat glass manufacturing	51	327211	1.0	1.0
177	51	999	Statewide	32	Glass container manufacturing	51	327213	8.0	3.2222222222222223
180	51	999	Statewide	32	Gypsum product manufacturing	51	327420	10.0	4.0
185	51	999	Statewide	32	Lime manufacturing	51	327410	4.0	2.0
189	51	999	Statewide	32	Newsprint mills	51	322122	3.0	1.2
190	51	999	Statewide	32	Nitrogenous fertilizer manufacturing	51	325311	2.0	1.0
201	51	999	Statewide	32	Petroleum lubricating oil and grease manufacturing	51	324191	5.0	2.0
202	51	999	Statewide	32	Petroleum refineries	51	324110	1.0	1.0
204	51	999	Statewide	32	Phosphatic fertilizer manufacturing	51	325312	8.0	3.0
217	51	999	Statewide	32	Pulp mills	51	322110	1.0	1.0
222	51	999	Statewide	32	Sanitary paper product manufacturing	51	322291	2.0	1.0
228	51	999	Statewide	32	Synthetic rubber manufacturing	51	325212	3.0	1.2
229	51	999	Statewide	32	Tire manufacturing (except retreading)	51	326211	7.0	3.111111111111111
242	51	999	Statewide	33	Aircraft manufacturing	51	336411	13.0	3.6666666666666665
249	51	999	Statewide	33	Ammunition (except small arms) manufacturing	51	332993	2.0	1.0
255	51	999	Statewide	33	Blank magnetic and optical recording media manufacturing	51	334613	3.0	1.2
256	51	999	Statewide	33	Blind and shade manufacturing	51	337920	11.75	4.888888888888889
258	51	999	Statewide	33	Bolt, nut, screw, rivet, and washer manufacturing	51	332722	10.0	5.0
259	51	999	Statewide	33	Broom, brush, and mop manufacturing	51	339994	4.25	2.5555555555555554
261	51	999	Statewide	33	Carbon and graphite product manufacturing	51	335991	1.0	1.0
263	51	999	Statewide	33	Computer storage device manufacturing	51	334112	4.0	1.4
286	51	999	Statewide	33	Fluid power valve and hose fitting manufacturing	51	332912	2.0	1.0
287	51	999	Statewide	33	Food product machinery manufacturing	51	333241	9.0	3.6666666666666665
289	51	999	Statewide	33	Guided missile and space vehicle manufacturing	51	336414	2.0	1.0
290	51	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	51	336415	2.0	1.0
293	51	999	Statewide	33	Heavy duty truck manufacturing	51	336120	2.0	1.0
297	51	999	Statewide	33	Industrial process furnace and oven manufacturing	51	333994	2.0	1.0
299	51	999	Statewide	33	Industrial valve manufacturing	51	332911	3.0	1.2
303	51	999	Statewide	33	Iron and steel forging	51	332111	13.0	3.4444444444444446
