	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
169228	17001	17	1	Adams County	1151	Support activities for crop production	11	0500000US17001	4.0	0.0	0.0
169229	17001	17	1	Adams County	2123	Nonmetallic mineral mining and quarrying	21	0500000US17001	4.0	0.0	0.0
169230	17001	17	1	Adams County	2211	Electric power generation, transmission and distribution	22	0500000US17001	4.0	0.0	0.0
169231	17001	17	1	Adams County	2213	Water, sewage and other systems	22	0500000US17001	1.0	0.0	0.0
169232	17001	17	1	Adams County	2361	Residential building construction	23	0500000US17001	59.0	0.0	6053.0
169233	17001	17	1	Adams County	2362	Nonresidential building construction	23	0500000US17001	12.0	124.0	5243.0
169234	17001	17	1	Adams County	2371	Utility system construction	23	0500000US17001	5.0	34.0	2389.0
169235	17001	17	1	Adams County	2373	Highway, street, and bridge construction	23	0500000US17001	3.0	53.0	3814.0
169236	17001	17	1	Adams County	2379	Other heavy and civil engineering construction	23	0500000US17001	3.0	0.0	362.0
169237	17001	17	1	Adams County	2381	Foundation, structure, and building exterior contractors	23	0500000US17001	41.0	161.0	4827.0
169238	17001	17	1	Adams County	2382	Building equipment contractors	23	0500000US17001	61.0	421.0	17615.0
169239	17001	17	1	Adams County	2383	Building finishing contractors	23	0500000US17001	25.0	117.0	4400.0
169240	17001	17	1	Adams County	2389	Other specialty trade contractors	23	0500000US17001	9.0	25.0	916.0
169241	17001	17	1	Adams County	3111	Animal food manufacturing	31	0500000US17001	2.0	0.0	0.0
169242	17001	17	1	Adams County	3112	Grain and oilseed milling	31	0500000US17001	3.0	0.0	0.0
169243	17001	17	1	Adams County	3113	Sugar and confectionery product manufacturing	31	0500000US17001	1.0	0.0	0.0
169244	17001	17	1	Adams County	3116	Animal slaughtering and processing	31	0500000US17001	1.0	0.0	0.0
169245	17001	17	1	Adams County	3118	Bakeries and tortilla manufacturing	31	0500000US17001	1.0	0.0	0.0
169246	17001	17	1	Adams County	3121	Beverage manufacturing	31	0500000US17001	3.0	0.0	0.0
169247	17001	17	1	Adams County	3141	Textile furnishings mills	31	0500000US17001	1.0	0.0	0.0
169248	17001	17	1	Adams County	3152	Cut and sew apparel manufacturing	31	0500000US17001	1.0	0.0	0.0
169249	17001	17	1	Adams County	3211	Sawmills and wood preservation	32	0500000US17001	1.0	0.0	0.0
169250	17001	17	1	Adams County	3219	Other wood product manufacturing	32	0500000US17001	4.0	0.0	0.0
169251	17001	17	1	Adams County	3222	Converted paper product manufacturing	32	0500000US17001	1.0	0.0	0.0
169252	17001	17	1	Adams County	3231	Printing and related support activities	32	0500000US17001	11.0	90.0	2468.0
169253	17001	17	1	Adams County	3251	Basic chemical manufacturing	32	0500000US17001	3.0	0.0	0.0
169254	17001	17	1	Adams County	3254	Pharmaceutical and medicine manufacturing	32	0500000US17001	1.0	0.0	0.0
169255	17001	17	1	Adams County	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	0500000US17001	1.0	0.0	0.0
169256	17001	17	1	Adams County	3259	Other chemical product and preparation manufacturing	32	0500000US17001	1.0	0.0	0.0
169257	17001	17	1	Adams County	3261	Plastics product manufacturing	32	0500000US17001	1.0	0.0	0.0
169258	17001	17	1	Adams County	3273	Cement and concrete product manufacturing	32	0500000US17001	2.0	0.0	0.0
169259	17001	17	1	Adams County	3279	Other nonmetallic mineral product manufacturing	32	0500000US17001	1.0	0.0	0.0
169260	17001	17	1	Adams County	3315	Foundries	33	0500000US17001	1.0	0.0	0.0
169261	17001	17	1	Adams County	3323	Architectural and structural metals manufacturing	33	0500000US17001	2.0	0.0	0.0
169262	17001	17	1	Adams County	3324	Boiler, tank, and shipping container manufacturing	33	0500000US17001	2.0	0.0	0.0
