"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Blairsville ","7M Family Farms ","34.854805","-83.913113","7M Family Farms LLC","GA","596 Crump Creek Rd","baked-goods canned preserved coffee tea crafts woodworking cut-flowers dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour","","farm","www.7mfamilyfarms.com","30512"
"Jonesboro","https://www.facebook.com/atlantaharvest/","33.522852","-84.325062","Atlanta Harvest","GA","2024 Walt Stephens Road","canned preserved coffee tea eggs fresh-fruits fresh-vegetables red-meat non-poultry-meat soap body-care","","farm","www.AtlantaHarvest.com","30236"
"Tifton","www.facebook.com/berrygoodfarms","31.428846","-83.636509","Berry Good Farms LLC","GA","930 William Gibbs Rd","canned preserved fresh-fruits fresh-vegetables nursery-stock nuts","https://www.twitter.com/berrygoodfarms","farm","www.berrygoodfaems.com","31793"
"CALHOUN","","34.5035160","-84.9721239","CEDAR HILL FARM","GA","274 CEDAR HILL DR SW","fresh-fruits fresh-vegetables","","farm","","30701"
"Ellijay","www.facebook.com/EllijayMushrooms","34.756881","-84.475636","Ellijay Mushrooms","GA","1971 Old Flat Branch Rd","honey mushrooms","https://twitter.com/EllijayMushroom","farm","ellijaymushrooms.com","30540"
"Box Springs","","32.590716","-84.672588","Findley Farms","GA","260 Patterson Rd","eggs","","farm","Findleyfarm.com","31801"
"Cedartown","https://www.facebook.com/FiveCedarsFarm","34.0480305","-85.2595789","Five Cedars Farm","GA","835 Cherokee Rd","bedding plants canned preserved fresh-vegetables","","farm","","30125"
"Chatsworth","","34.668558","-84.752794","Freedom Farms, Open by Appointment Only - Call 770-419-0067","GA","Ballground Road","canned preserved fresh-fruits","","farm","www.freedomfruit.net","30705"
"Woodbine (Exit 7","","30.862189","-81.637915","Harrietts Bluff Farm","GA","762 Pine Drive (use 1 Pine Dr. for GPS or Mapquest-farm at end of Pine Dr.)","fresh-fruits","","farm","",""
"saint george","www.facebook.com/homesteadbasket","30.552726","-82.057765","Homestead Basket","GA","497 Blackwater rd","baked-goods canned preserved crafts woodworking eggs herbs fresh-vegetables honey poultry fowl red-meat non-poultry-meat soap body-care","","farm","Homesteadbasket.com","31562"
"Guyton","@IngramHorsePowerFarm","32.33227","-81.390385","HorsePower Farm","GA","105 Needle Pointe Drive","dairy products eggs","","farm","","31312"
