	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	30	999	Statewide	11	Farm labor contractors and crew leaders	30	115115	2.0	1.25
2	30	999	Statewide	11	Farm management services	30	115116	9.8	8.8
4	30	999	Statewide	11	Forest nurseries and gathering of forest products	30	113210	2.0	1.2
7	30	999	Statewide	11	Other marine fishing	30	114119	1.0	1.0
13	30	999	Statewide	11	Timber tract operations	30	113110	2.0	2.0
14	30	999	Statewide	21	All other metal ore mining	30	212299	7.0	3.0
17	30	999	Statewide	21	Bituminous coal underground mining	30	212112	1.0	1.0
19	30	999	Statewide	21	Copper ore and nickel ore mining	30	212234	2.0	1.6
21	30	999	Statewide	21	Crushed and broken limestone mining and quarrying	30	212312	3.0	2.0
26	30	999	Statewide	21	Other crushed and broken stone mining and quarrying	30	212319	2.333333333333333	1.8
27	30	999	Statewide	21	Silver ore mining	30	212222	3.0	1.5
32	30	999	Statewide	22	Electric bulk power transmission and control	30	221121	3.0	1.4
34	30	999	Statewide	22	Fossil fuel electric power generation	30	221112	6.0	5.0
37	30	999	Statewide	22	Other electric power generation	30	221118	1.0	1.0
39	30	999	Statewide	22	Solar electric power generation	30	221114	1.0	1.0
78	30	999	Statewide	31	Beet sugar manufacturing	30	311313	2.0	2.0
79	30	999	Statewide	31	Bottled water manufacturing	30	312112	1.0	1.0
80	30	999	Statewide	31	Breakfast cereal manufacturing	30	311230	1.0	1.0
82	30	999	Statewide	31	Broadwoven fabric mills	30	313210	1.0	1.0
83	30	999	Statewide	31	Cheese manufacturing	30	311513	1.4	1.4
84	30	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	30	311351	2.0	2.0
88	30	999	Statewide	31	Cookie and cracker manufacturing	30	311821	1.75	1.75
89	30	999	Statewide	31	Creamery butter manufacturing	30	311512	1.0	1.0
94	30	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	30	311514	1.0	1.0
95	30	999	Statewide	31	Fats and oils refining and blending	30	311225	1.0	1.0
98	30	999	Statewide	31	Fluid milk manufacturing	30	311511	3.0	3.0
99	30	999	Statewide	31	Footwear manufacturing	30	316210	5.0	2.8
100	30	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	30	311411	1.0	1.0
101	30	999	Statewide	31	Frozen specialty food manufacturing	30	311412	1.0	1.0
103	30	999	Statewide	31	Ice cream and frozen dessert manufacturing	30	311520	3.0	2.8
106	30	999	Statewide	31	Malt manufacturing	30	311213	2.0	1.2
107	30	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	30	311941	2.0	1.0
109	30	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	30	315220	1.0	1.0
110	30	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	30	313220	1.0	1.0
111	30	999	Statewide	31	Nonchocolate confectionery manufacturing	30	311340	3.0	2.0
113	30	999	Statewide	31	Other cut and sew apparel manufacturing	30	315280	2.0	1.8
114	30	999	Statewide	31	Other snack food manufacturing	30	311919	1.0	1.0
115	30	999	Statewide	31	Perishable prepared food manufacturing	30	311991	3.0	2.4
116	30	999	Statewide	31	Rendering and meat byproduct processing	30	311613	1.0	1.0
118	30	999	Statewide	31	Rice milling	30	311212	1.0	1.0
119	30	999	Statewide	31	Roasted nuts and peanut butter manufacturing	30	311911	1.0	1.0
120	30	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	30	314994	2.0	2.0
122	30	999	Statewide	31	Soybean and other oilseed processing	30	311224	2.0	1.8
123	30	999	Statewide	31	Spice and extract manufacturing	30	311942	3.4	1.8
