	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	25	999	Statewide	11	Cotton ginning	25	115111	1.0	1.0
1	25	999	Statewide	11	Farm labor contractors and crew leaders	25	115115	2.0	1.2
8	25	999	Statewide	11	Postharvest crop activities (except cotton ginning)	25	115114	2.2	1.4
14	25	999	Statewide	21	Clay and ceramic and refractory minerals mining	25	212325	1.0	1.0
16	25	999	Statewide	21	Copper ore and nickel ore mining	25	212234	1.0	1.0
22	25	999	Statewide	21	Industrial sand mining	25	212322	1.0	1.0
24	25	999	Statewide	21	Support activities for metal mining	25	213114	1.0	1.2
26	25	999	Statewide	21	Support activities for oil and gas operations	25	213112	6.333333333333332	5.4
28	25	999	Statewide	22	Electric bulk power transmission and control	25	221121	3.0	1.6
33	25	999	Statewide	22	Nuclear electric power generation	25	221113	7.0	6.0
37	25	999	Statewide	22	Steam and air-conditioning supply	25	221330	7.8	6.6
77	25	999	Statewide	31	Breakfast cereal manufacturing	25	311230	5.0	4.2
80	25	999	Statewide	31	Cane sugar manufacturing	25	311314	1.0	1.0
88	25	999	Statewide	31	Creamery butter manufacturing	25	311512	1.0	1.0
92	25	999	Statewide	31	Dog and cat food manufacturing	25	311111	4.0	2.0
93	25	999	Statewide	31	Dried and dehydrated food manufacturing	25	311423	5.0	4.2
96	25	999	Statewide	31	Fats and oils refining and blending	25	311225	3.0	2.2
99	25	999	Statewide	31	Flour milling	25	311211	2.6	2.4
103	25	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	25	311411	3.0	1.0
106	25	999	Statewide	31	Hosiery and sock mills	25	315110	1.0	1.0
118	25	999	Statewide	31	Other apparel knitting mills	25	315190	4.0	1.5
123	25	999	Statewide	31	Rendering and meat byproduct processing	25	311613	2.8	2.8
126	25	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	25	314994	4.4	4.4
129	25	999	Statewide	31	Soybean and other oilseed processing	25	311224	2.0	1.4
134	25	999	Statewide	31	Tobacco manufacturing	25	312230	2.0	1.2
135	25	999	Statewide	31	Tortilla manufacturing	25	311830	5.0	3.4
136	25	999	Statewide	31	Wet corn milling	25	311221	1.0	1.0
138	25	999	Statewide	31	Women's handbag and purse manufacturing	25	316992	3.0	1.8
152	25	999	Statewide	32	Asphalt shingle and coating materials manufacturing	25	324122	2.0	2.0
155	25	999	Statewide	32	Cement manufacturing	25	327310	3.0	1.4
165	25	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	25	325194	1.6	1.6
166	25	999	Statewide	32	Engineered wood member (except truss) manufacturing	25	321213	1.0	1.0
168	25	999	Statewide	32	Flat glass manufacturing	25	327211	1.0	1.0
170	25	999	Statewide	32	Glass container manufacturing	25	327213	1.0	1.0
172	25	999	Statewide	32	Ground or treated mineral and earth manufacturing	25	327992	2.0	1.8
173	25	999	Statewide	32	Gypsum product manufacturing	25	327420	1.0	1.0
174	25	999	Statewide	32	Hardwood veneer and plywood manufacturing	25	321211	2.0	1.2
178	25	999	Statewide	32	Lime manufacturing	25	327410	1.0	1.0
179	25	999	Statewide	32	Manufactured home (mobile home) manufacturing	25	321991	2.0	1.0
