	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
4	31	999	Statewide	11	Forest nurseries and gathering of forest products	31	113210	2.0	1.0
5	31	999	Statewide	11	Hunting and trapping	31	114210	7.0	2.6
8	31	999	Statewide	11	Shellfish fishing	31	114112	1.0	1.0
12	31	999	Statewide	21	All other metal ore mining	31	212299	1.0	1.0
16	31	999	Statewide	21	Crushed and broken granite mining and quarrying	31	212313	2.0	1.0
19	31	999	Statewide	21	Industrial sand mining	31	212322	3.0	1.2
20	31	999	Statewide	21	Natural gas liquid extraction	31	211112	1.0	1.0
21	31	999	Statewide	21	Other crushed and broken stone mining and quarrying	31	212319	4.0	2.0
22	31	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	31	213115	4.0	1.8
24	31	999	Statewide	21	Uranium-radium-vanadium ore mining	31	212291	2.0	1.0
25	31	999	Statewide	22	Biomass electric power generation	31	221117	1.0	1.0
26	31	999	Statewide	22	Electric bulk power transmission and control	31	221121	1.0	1.0
30	31	999	Statewide	22	Nuclear electric power generation	31	221113	2.0	1.0
31	31	999	Statewide	22	Other electric power generation	31	221118	2.0	2.0
32	31	999	Statewide	22	Sewage treatment facilities	31	221320	4.0	2.0
33	31	999	Statewide	22	Steam and air-conditioning supply	31	221330	2.0	1.0
67	31	999	Statewide	31	All other leather good and allied product manufacturing	31	316998	2.0	1.0
71	31	999	Statewide	31	Apparel accessories and other apparel manufacturing	31	315990	2.0	1.0
72	31	999	Statewide	31	Beet sugar manufacturing	31	311313	2.0	1.0
73	31	999	Statewide	31	Bottled water manufacturing	31	312112	4.0	1.8
74	31	999	Statewide	31	Breakfast cereal manufacturing	31	311230	4.0	2.0
76	31	999	Statewide	31	Broadwoven fabric mills	31	313210	2.0	1.0
77	31	999	Statewide	31	Carpet and rug mills	31	314110	2.0	1.0
81	31	999	Statewide	31	Confectionery manufacturing from purchased chocolate	31	311352	9.25	3.4
82	31	999	Statewide	31	Creamery butter manufacturing	31	311512	2.0	1.0
85	31	999	Statewide	31	Distilleries	31	312140	2.0	2.8
87	31	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	31	311824	1.0	1.0
88	31	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	31	311514	3.0	1.6
89	31	999	Statewide	31	Fabric coating mills	31	313320	3.0	1.2
90	31	999	Statewide	31	Fats and oils refining and blending	31	311225	3.0	1.2
91	31	999	Statewide	31	Fiber, yarn, and thread mills	31	313110	2.0	1.0
94	31	999	Statewide	31	Footwear manufacturing	31	316210	2.0	1.0
95	31	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	31	311813	2.0	1.0
96	31	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	31	311411	2.0	1.0
99	31	999	Statewide	31	Ice cream and frozen dessert manufacturing	31	311520	4.0	2.0
100	31	999	Statewide	31	Ice manufacturing	31	312113	4.0	2.0
101	31	999	Statewide	31	Leather and hide tanning and finishing	31	316110	7.25	2.888888888888889
103	31	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	31	315220	2.0	1.5
104	31	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	31	313220	2.0	1.0
105	31	999	Statewide	31	Nonchocolate confectionery manufacturing	31	311340	4.0	2.0
106	31	999	Statewide	31	Nonwoven fabric mills	31	313230	2.0	1.0
108	31	999	Statewide	31	Other apparel knitting mills	31	315190	2.0	1.0
109	31	999	Statewide	31	Other cut and sew apparel manufacturing	31	315280	2.0	1.0
110	31	999	Statewide	31	Other snack food manufacturing	31	311919	1.0	1.0
111	31	999	Statewide	31	Perishable prepared food manufacturing	31	311991	7.0	3.2
112	31	999	Statewide	31	Poultry processing	31	311615	10.0	4.222222222222222
115	31	999	Statewide	31	Rice milling	31	311212	1.0	1.0
116	31	999	Statewide	31	Roasted nuts and peanut butter manufacturing	31	311911	6.0	2.2
117	31	999	Statewide	31	Soft drink manufacturing	31	312111	6.0	3.0
119	31	999	Statewide	31	Specialty canning	31	311422	1.0	1.0
120	31	999	Statewide	31	Spice and extract manufacturing	31	311942	2.0	1.0
123	31	999	Statewide	31	Tortilla manufacturing	31	311830	7.0	3.0
124	31	999	Statewide	31	Wet corn milling	31	311221	4.0	2.0
128	31	999	Statewide	32	All other converted paper product manufacturing	31	322299	2.0	1.0
129	31	999	Statewide	32	All other miscellaneous chemical product and preparation manufacturing	31	325998	4.0	2.2222222222222223
132	31	999	Statewide	32	All other petroleum and coal products manufacturing	31	324199	1.0	1.0
134	31	999	Statewide	32	All other rubber product manufacturing	31	326299	4.0	1.8
135	31	999	Statewide	32	Asphalt paving mixture and block manufacturing	31	324121	6.0	3.0
138	31	999	Statewide	32	Cement manufacturing	31	327310	2.0	1.0
145	31	999	Statewide	32	Custom compounding of purchased resins	31	325991	3.0	1.6
146	31	999	Statewide	32	Cut stock, resawing lumber, and planing	31	321912	5.0	2.0
153	31	999	Statewide	32	In-vitro diagnostic substance manufacturing	31	325413	2.0	1.0
154	31	999	Statewide	32	Industrial gas manufacturing	31	325120	12.75	4.444444444444445
156	31	999	Statewide	32	Lime manufacturing	31	327410	2.0	1.25
159	31	999	Statewide	32	Newsprint mills	31	322122	3.0	1.0
160	31	999	Statewide	32	Nitrogenous fertilizer manufacturing	31	325311	7.0	2.8
164	31	999	Statewide	32	Other paperboard container manufacturing	31	322219	2.0	1.0
165	31	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	31	327212	2.0	1.0
167	31	999	Statewide	32	Paper (except newsprint) mills	31	322121	2.0	1.0
168	31	999	Statewide	32	Paper bag and coated and treated paper manufacturing	31	322220	7.0	3.111111111111111
169	31	999	Statewide	32	Paperboard mills	31	322130	2.0	1.0
170	31	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	31	325320	7.0	2.888888888888889
171	31	999	Statewide	32	Petroleum lubricating oil and grease manufacturing	31	324191	2.0	1.0
173	31	999	Statewide	32	Phosphatic fertilizer manufacturing	31	325312	4.0	1.6
174	31	999	Statewide	32	Photographic film, paper, plate, and chemical manufacturing	31	325992	2.0	1.0
175	31	999	Statewide	32	Plastics bag and pouch manufacturing	31	326111	2.0	1.0
177	31	999	Statewide	32	Plastics packaging film and sheet (including laminated) manufacturing	31	326112	2.0	1.0
183	31	999	Statewide	32	Printing ink manufacturing	31	325910	2.0	1.0
185	31	999	Statewide	32	Rubber and plastics hoses and belting manufacturing	31	326220	10.0	4.777777777777778
187	31	999	Statewide	32	Sanitary paper product manufacturing	31	322291	2.0	1.0
190	31	999	Statewide	32	Stationery product manufacturing	31	322230	2.0	1.0
192	31	999	Statewide	32	Tire manufacturing (except retreading)	31	326211	2.0	1.0
196	31	999	Statewide	32	Unlaminated plastics profile shape manufacturing	31	326121	2.0	1.0
197	31	999	Statewide	32	Urethane and other foam product (except polystyrene) manufacturing	31	326150	2.75	1.6
200	31	999	Statewide	32	Wood window and door manufacturing	31	321911	6.0	2.888888888888889
202	31	999	Statewide	33	Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing	31	333415	4.75	2.7777777777777777
203	31	999	Statewide	33	Aircraft engine and engine parts manufacturing	31	336412	6.0	3.0
204	31	999	Statewide	33	Aircraft manufacturing	31	336411	2.0	1.0
205	31	999	Statewide	33	All other miscellaneous electrical equipment and component manufacturing	31	335999	6.0	2.4
209	31	999	Statewide	33	All other transportation equipment manufacturing	31	336999	11.75	6.444444444444445
210	31	999	Statewide	33	Aluminum foundries (except die-casting)	31	331524	3.0	1.2
212	31	999	Statewide	33	Audio and video equipment manufacturing	31	334310	3.0	1.25
213	31	999	Statewide	33	Automobile manufacturing	31	336111	1.0	1.0
214	31	999	Statewide	33	Ball and roller bearing manufacturing	31	332991	2.0	1.0
215	31	999	Statewide	33	Blind and shade manufacturing	31	337920	5.0	2.3333333333333335
216	31	999	Statewide	33	Boat building	31	336612	2.0	1.0
218	31	999	Statewide	33	Broom, brush, and mop manufacturing	31	339994	4.0	2.0
219	31	999	Statewide	33	Capacitor, resistor, coil, transformer, and other inductor manufacturing	31	334416	4.0	2.0
220	31	999	Statewide	33	Commercial, industrial, and institutional electric lighting fixture manufacturing	31	335122	1.0	2.6
221	31	999	Statewide	33	Computer terminal and other computer peripheral equipment manufacturing	31	334118	2.0	1.0
224	31	999	Statewide	33	Copper rolling, drawing, extruding, and alloying	31	331420	2.0	1.0
228	31	999	Statewide	33	Cutting tool and machine tool accessory manufacturing	31	333515	3.0	1.5
232	31	999	Statewide	33	Electronic computer manufacturing	31	334111	3.0	1.5
233	31	999	Statewide	33	Electronic connector manufacturing	31	334417	2.0	1.0
235	31	999	Statewide	33	Fabricated pipe and pipe fitting manufacturing	31	332996	7.0	3.2
241	31	999	Statewide	33	Gasket, packing, and sealing device manufacturing	31	339991	3.25	1.4
242	31	999	Statewide	33	Hardware manufacturing	31	332510	4.0	2.3333333333333335
243	31	999	Statewide	33	Heating equipment (except warm air furnaces) manufacturing	31	333414	6.0	3.0
244	31	999	Statewide	33	Heavy duty truck manufacturing	31	336120	4.0	1.4
247	31	999	Statewide	33	Industrial process furnace and oven manufacturing	31	333994	2.0	1.0
249	31	999	Statewide	33	Industrial valve manufacturing	31	332911	1.0	1.0
251	31	999	Statewide	33	Instrument manufacturing for measuring and testing electricity and electrical systems	31	334515	1.0	1.0
253	31	999	Statewide	33	Iron and steel forging	31	332111	1.0	1.0
254	31	999	Statewide	33	Iron and steel mills and ferroalloy manufacturing	31	331110	6.0	2.2
255	31	999	Statewide	33	Iron and steel pipe and tube manufacturing from purchased steel	31	331210	2.0	1.0
259	31	999	Statewide	33	Light truck and utility vehicle manufacturing	31	336112	2.0	1.0
262	31	999	Statewide	33	Mattress manufacturing	31	337910	5.25	2.4
264	31	999	Statewide	33	Metal can manufacturing	31	332431	2.0	1.0
268	31	999	Statewide	33	Metal household furniture manufacturing	31	337124	2.0	1.0
269	31	999	Statewide	33	Metal tank (heavy gauge) manufacturing	31	332420	5.0	2.888888888888889
271	31	999	Statewide	33	Military armored vehicle, tank, and tank component manufacturing	31	336992	2.0	1.0
272	31	999	Statewide	33	Motor home manufacturing	31	336213	2.0	1.0
274	31	999	Statewide	33	Motor vehicle brake system manufacturing	31	336340	1.0	1.0
276	31	999	Statewide	33	Motor vehicle gasoline engine and engine parts manufacturing	31	336310	8.0	3.3333333333333335
277	31	999	Statewide	33	Motor vehicle metal stamping	31	336370	2.0	1.0
278	31	999	Statewide	33	Motor vehicle seating and interior trim manufacturing	31	336360	2.0	1.0
279	31	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	31	336330	5.0	2.2
280	31	999	Statewide	33	Motor vehicle transmission and power train parts manufacturing	31	336350	5.0	2.2
281	31	999	Statewide	33	Motorcycle, bicycle, and parts manufacturing	31	336991	3.0	1.5
282	31	999	Statewide	33	Musical instrument manufacturing	31	339992	2.25	1.2
283	31	999	Statewide	33	Noncurrent-carrying wiring device manufacturing	31	335932	1.0	1.0
284	31	999	Statewide	33	Nonferrous metal die-casting foundries	31	331523	2.0	1.0
286	31	999	Statewide	33	Office furniture (except wood) manufacturing	31	337214	2.0	1.0
287	31	999	Statewide	33	Office supplies (except paper) manufacturing	31	339940	4.0	2.0
288	31	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	31	333132	1.0	1.0
291	31	999	Statewide	33	Other aircraft parts and auxiliary equipment manufacturing	31	336413	2.0	1.0
292	31	999	Statewide	33	Other aluminum rolling, drawing, and extruding	31	331318	2.0	1.0
294	31	999	Statewide	33	Other communication and energy wire manufacturing	31	335929	1.0	1.0
295	31	999	Statewide	33	Other communications equipment manufacturing	31	334290	4.0	2.0
296	31	999	Statewide	33	Other electronic component manufacturing	31	334419	4.0	1.6
297	31	999	Statewide	33	Other engine equipment manufacturing	31	333618	1.0	1.0
299	31	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	31	336419	2.0	1.0
301	31	999	Statewide	33	Other lighting equipment manufacturing	31	335129	6.0	2.8
303	31	999	Statewide	33	Other metal container manufacturing	31	332439	5.0	2.2
304	31	999	Statewide	33	Other metal valve and pipe fitting manufacturing	31	332919	1.0	1.0
306	31	999	Statewide	33	Other nonferrous metal foundries (except die-casting)	31	331529	2.0	1.0
307	31	999	Statewide	33	Overhead traveling crane, hoist, and monorail system manufacturing	31	333923	3.0	2.3333333333333335
309	31	999	Statewide	33	Photographic and photocopying equipment manufacturing	31	333316	3.0	1.2
311	31	999	Statewide	33	Power boiler and heat exchanger manufacturing	31	332410	2.25	1.2
312	31	999	Statewide	33	Power, distribution, and specialty transformer manufacturing	31	335311	1.0	1.0
313	31	999	Statewide	33	Power-driven handtool manufacturing	31	333991	2.0	1.0
317	31	999	Statewide	33	Printing machinery and equipment manufacturing	31	333244	2.0	1.0
319	31	999	Statewide	33	Radio and television broadcasting and wireless communications equipment manufacturing	31	334220	4.25	2.2
322	31	999	Statewide	33	Residential electric lighting fixture manufacturing	31	335121	4.0	2.0
323	31	999	Statewide	33	Rolled steel shape manufacturing	31	331221	1.0	1.0
324	31	999	Statewide	33	Rolling mill and other metalworking machinery manufacturing	31	333519	4.0	2.0
326	31	999	Statewide	33	Sawmill, woodworking, and paper machinery manufacturing	31	333243	2.0	1.0
327	31	999	Statewide	33	Scale and balance manufacturing	31	333997	4.0	2.0
328	31	999	Statewide	33	Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)	31	331492	2.0	1.0
335	31	999	Statewide	33	Small electrical appliance manufacturing	31	335210	2.0	1.0
338	31	999	Statewide	33	Speed changer, industrial high-speed drive, and gear manufacturing	31	333612	2.0	1.0
340	31	999	Statewide	33	Spring manufacturing	31	332613	2.0	1.0
341	31	999	Statewide	33	Steel foundries (except investment)	31	331513	3.0	1.4
342	31	999	Statewide	33	Steel wire drawing	31	331222	3.0	1.5
343	31	999	Statewide	33	Surgical and medical instrument manufacturing	31	339112	15.0	6.444444444444445
346	31	999	Statewide	33	Telephone apparatus manufacturing	31	334210	4.0	1.8
347	31	999	Statewide	33	Totalizing fluid meter and counting device manufacturing	31	334514	4.0	2.0
348	31	999	Statewide	33	Travel trailer and camper manufacturing	31	336214	9.0	4.333333333333333
350	31	999	Statewide	33	Turbine and turbine generator set units manufacturing	31	333611	1.0	1.0
351	31	999	Statewide	33	Upholstered household furniture manufacturing	31	337121	1.0	1.0
352	31	999	Statewide	33	Welding and soldering equipment manufacturing	31	333992	2.0	1.0
354	31	999	Statewide	33	Wood office furniture manufacturing	31	337211	2.0	1.0
368	31	999	Statewide	42	Fish and seafood merchant wholesalers	31	424460	5.0	2.2
370	31	999	Statewide	42	Footwear merchant wholesalers	31	424340	6.0	3.0
387	31	999	Statewide	42	Men's and boys' clothing and furnishings merchant wholesalers	31	424320	6.75	3.5555555555555554
416	31	999	Statewide	42	Poultry and poultry product merchant wholesalers	31	424440	4.0	2.0
446	31	999	Statewide	44	Fish and seafood markets	31	445220	5.0	2.2
456	31	999	Statewide	44	Luggage and leather goods stores	31	448320	3.0	1.6
494	31	999	Statewide	45	News dealers and newsstands	31	451212	4.0	2.0
505	31	999	Statewide	48	Air traffic control	31	488111	2.0	1.0
506	31	999	Statewide	48	All other pipeline transportation	31	486990	2.0	2.3333333333333335
526	31	999	Statewide	48	Port and harbor operations	31	488310	2.0	1.0
527	31	999	Statewide	48	Scenic and sightseeing transportation, land	31	487110	5.25	2.4
529	31	999	Statewide	48	Scheduled freight air transportation	31	481112	3.5	1.6
544	31	999	Statewide	51	All other information services	31	519190	3.0	1.25
545	31	999	Statewide	51	All other publishers	31	511199	4.25	2.2
548	31	999	Statewide	51	Cable and other subscription programming	31	515210	3.0	2.7777777777777777
551	31	999	Statewide	51	Greeting card publishers	31	511191	1.0	1.0
552	31	999	Statewide	51	Integrated record production\/distribution	31	512220	6.25	2.6
557	31	999	Statewide	51	Music publishers	31	512230	2.0	1.0
558	31	999	Statewide	51	News syndicates	31	519110	5.0	2.5555555555555554
560	31	999	Statewide	51	Other sound recording industries	31	512290	5.5	2.6
564	31	999	Statewide	51	Record production	31	512210	1.0	1.0
590	31	999	Statewide	52	International trade financing	31	522293	5.0	1.6
