	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
16	22	999	Statewide	21	Bituminous coal and lignite surface mining	22	212111	5.0	2.888888888888889
17	22	999	Statewide	21	Bituminous coal underground mining	22	212112	1.0	1.0
18	22	999	Statewide	21	Clay and ceramic and refractory minerals mining	22	212325	2.0	1.8888888888888888
25	22	999	Statewide	21	Iron ore mining	22	212210	1.0	1.0
29	22	999	Statewide	21	Other crushed and broken stone mining and quarrying	22	212319	5.0	2.2
30	22	999	Statewide	21	Potash, soda, and borate mineral mining	22	212391	1.0	1.0
32	22	999	Statewide	21	Support activities for metal mining	22	213114	2.0	1.8
33	22	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	22	213115	7.0	3.0
35	22	999	Statewide	22	Biomass electric power generation	22	221117	2.0	1.0
39	22	999	Statewide	22	Hydroelectric power generation	22	221111	3.0	2.3333333333333335
42	22	999	Statewide	22	Other electric power generation	22	221118	1.0	1.0
44	22	999	Statewide	22	Steam and air-conditioning supply	22	221330	1.0	1.0
77	22	999	Statewide	31	All other leather good and allied product manufacturing	22	316998	9.0	3.8
84	22	999	Statewide	31	Broadwoven fabric mills	22	313210	3.0	1.2
86	22	999	Statewide	31	Carpet and rug mills	22	314110	2.0	1.0
87	22	999	Statewide	31	Cheese manufacturing	22	311513	1.0	1.0
88	22	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	22	311351	2.0	1.5
96	22	999	Statewide	31	Dog and cat food manufacturing	22	311111	1.0	1.0
99	22	999	Statewide	31	Fabric coating mills	22	313320	2.0	2.0
100	22	999	Statewide	31	Fats and oils refining and blending	22	311225	2.0	1.0
101	22	999	Statewide	31	Fiber, yarn, and thread mills	22	313110	3.0	1.2
102	22	999	Statewide	31	Flavoring syrup and concentrate manufacturing	22	311930	6.5	3.6666666666666665
105	22	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	22	311411	4.0	2.0
108	22	999	Statewide	31	Ice cream and frozen dessert manufacturing	22	311520	5.0	1.6
110	22	999	Statewide	31	Leather and hide tanning and finishing	22	316110	5.0	1.6
118	22	999	Statewide	31	Other snack food manufacturing	22	311919	3.0	2.0
124	22	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	22	314994	3.0	1.8
126	22	999	Statewide	31	Soft drink manufacturing	22	312111	6.0	2.4
127	22	999	Statewide	31	Soybean and other oilseed processing	22	311224	7.0	2.6
128	22	999	Statewide	31	Specialty canning	22	311422	4.0	2.0
132	22	999	Statewide	31	Tobacco manufacturing	22	312230	1.0	1.0
133	22	999	Statewide	31	Tortilla manufacturing	22	311830	3.0	1.2
134	22	999	Statewide	31	Wet corn milling	22	311221	3.0	1.2
137	22	999	Statewide	32	Abrasive product manufacturing	22	327910	4.0	1.3333333333333333
148	22	999	Statewide	32	Asphalt shingle and coating materials manufacturing	22	324122	3.0	1.2
149	22	999	Statewide	32	Biological product (except diagnostic) manufacturing	22	325414	5.666666666666667	3.0
150	22	999	Statewide	32	Books printing	22	323117	2.0	1.0
151	22	999	Statewide	32	Cement manufacturing	22	327310	3.0	1.0
162	22	999	Statewide	32	Engineered wood member (except truss) manufacturing	22	321213	6.0	3.5555555555555554
163	22	999	Statewide	32	Ethyl alcohol manufacturing	22	325193	1.5	1.5
165	22	999	Statewide	32	Fertilizer (mixing only) manufacturing	22	325314	5.0	2.2
167	22	999	Statewide	32	Glass container manufacturing	22	327213	2.0	1.0
170	22	999	Statewide	32	Gypsum product manufacturing	22	327420	8.0	3.2222222222222223
171	22	999	Statewide	32	Hardwood veneer and plywood manufacturing	22	321211	1.0	1.0
173	22	999	Statewide	32	Laminated plastics plate, sheet (except packaging), and shape manufacturing	22	326130	2.0	1.0
174	22	999	Statewide	32	Lime manufacturing	22	327410	3.0	1.6
176	22	999	Statewide	32	Medicinal and botanical manufacturing	22	325411	3.0	1.2
177	22	999	Statewide	32	Mineral wool manufacturing	22	327993	10.0	3.4444444444444446
178	22	999	Statewide	32	Nitrogenous fertilizer manufacturing	22	325311	10.5	4.0
183	22	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	22	327212	2.0	1.0
185	22	999	Statewide	32	Paper (except newsprint) mills	22	322121	2.0	1.0
188	22	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	22	325320	8.0	3.111111111111111
202	22	999	Statewide	32	Pottery, ceramics, and plumbing fixture manufacturing	22	327110	3.0	1.2
204	22	999	Statewide	32	Printing ink manufacturing	22	325910	4.0	2.888888888888889
207	22	999	Statewide	32	Rubber and plastics hoses and belting manufacturing	22	326220	3.0	1.2
212	22	999	Statewide	32	Stationery product manufacturing	22	322230	7.5	3.0
214	22	999	Statewide	32	Surface active agent manufacturing	22	325613	6.0	3.0
215	22	999	Statewide	32	Synthetic dye and pigment manufacturing	22	325130	4.0	1.8
217	22	999	Statewide	32	Tire manufacturing (except retreading)	22	326211	1.0	1.0
218	22	999	Statewide	32	Tire retreading	22	326212	10.0	4.444444444444445
222	22	999	Statewide	32	Unlaminated plastics profile shape manufacturing	22	326121	2.0	1.0
229	22	999	Statewide	33	Aircraft engine and engine parts manufacturing	22	336412	2.0	1.0
230	22	999	Statewide	33	Aircraft manufacturing	22	336411	9.0	3.4444444444444446
238	22	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	22	331315	1.0	1.0
239	22	999	Statewide	33	Analytical laboratory instrument manufacturing	22	334516	4.0	2.0
240	22	999	Statewide	33	Audio and video equipment manufacturing	22	334310	4.5	3.0
241	22	999	Statewide	33	Automatic environmental control manufacturing for residential, commercial, and appliance use	22	334512	5.0	2.4
242	22	999	Statewide	33	Automobile manufacturing	22	336111	3.0	1.2
246	22	999	Statewide	33	Burial casket manufacturing	22	339995	6.0	3.0
247	22	999	Statewide	33	Carbon and graphite product manufacturing	22	335991	2.0	1.0
248	22	999	Statewide	33	Commercial, industrial, and institutional electric lighting fixture manufacturing	22	335122	7.0	2.8
249	22	999	Statewide	33	Computer terminal and other computer peripheral equipment manufacturing	22	334118	1.0	1.0
251	22	999	Statewide	33	Conveyor and conveying equipment manufacturing	22	333922	6.0	3.0
252	22	999	Statewide	33	Current-carrying wiring device manufacturing	22	335931	2.0	1.0
258	22	999	Statewide	33	Electric lamp bulb and part manufacturing	22	335110	1.0	1.0
271	22	999	Statewide	33	Heating equipment (except warm air furnaces) manufacturing	22	333414	4.0	1.8
272	22	999	Statewide	33	Heavy duty truck manufacturing	22	336120	2.0	1.0
273	22	999	Statewide	33	Household cooking appliance manufacturing	22	335221	3.0	1.5
274	22	999	Statewide	33	Household furniture (except wood and metal) manufacturing	22	337125	3.0	1.8
275	22	999	Statewide	33	Industrial and commercial fan and blower and air purification equipment manufacturing	22	333413	2.0	1.0
276	22	999	Statewide	33	Industrial mold manufacturing	22	333511	4.0	1.5
278	22	999	Statewide	33	Industrial truck, trailer, and stacker machinery manufacturing	22	333924	3.0	1.25
283	22	999	Statewide	33	Iron and steel forging	22	332111	7.0	3.111111111111111
286	22	999	Statewide	33	Iron foundries	22	331511	1.0	1.0
