	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	50	999	Statewide	11	Forest nurseries and gathering of forest products	50	1132	3.0	1.75
5	50	999	Statewide	11	Timber tract operations	50	1131	3.0	3.0
8	50	999	Statewide	22	Natural gas distribution	50	2212	1.0	1.0
22	50	999	Statewide	31	Apparel accessories and other apparel manufacturing	50	3159	4.2	2.0
23	50	999	Statewide	31	Apparel knitting mills	50	3151	1.0	1.0
28	50	999	Statewide	31	Fabric mills	50	3132	2.0	1.25
29	50	999	Statewide	31	Fiber, yarn, and thread mills	50	3131	3.4	3.4
30	50	999	Statewide	31	Footwear manufacturing	50	3162	2.0	1.2
33	50	999	Statewide	31	Leather and hide tanning and finishing	50	3161	2.0	1.2
35	50	999	Statewide	31	Other leather and allied product manufacturing	50	3169	6.0	4.0
43	50	999	Statewide	32	Converted paper product manufacturing	50	3222	2.0	1.4
50	50	999	Statewide	32	Petroleum and coal products manufacturing	50	3241	8.6	8.2
51	50	999	Statewide	32	Pharmaceutical and medicine manufacturing	50	3254	6.3000000000000025	5.4
55	50	999	Statewide	32	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	50	3252	3.6	2.4
56	50	999	Statewide	32	Rubber product manufacturing	50	3262	3.0	1.6
60	50	999	Statewide	33	Aerospace product and parts manufacturing	50	3364	3.2	2.4
61	50	999	Statewide	33	Agriculture, construction, and mining machinery manufacturing	50	3331	2.0	1.6
62	50	999	Statewide	33	Alumina and aluminum production and processing	50	3313	1.0	1.0
64	50	999	Statewide	33	Audio and video equipment manufacturing	50	3343	1.0	1.0
69	50	999	Statewide	33	Computer and peripheral equipment manufacturing	50	3341	2.0	2.0
70	50	999	Statewide	33	Cutlery and handtool manufacturing	50	3322	4.4	3.2
74	50	999	Statewide	33	Forging and stamping	50	3321	5.0	4.2
75	50	999	Statewide	33	Hardware manufacturing	50	3325	1.0	1.0
77	50	999	Statewide	33	Household appliance manufacturing	50	3352	1.0	1.0
79	50	999	Statewide	33	Iron and steel mills and ferroalloy manufacturing	50	3311	1.0	1.0
81	50	999	Statewide	33	Manufacturing and reproducing magnetic and optical media	50	3346	2.0	1.4
84	50	999	Statewide	33	Motor vehicle body and trailer manufacturing	50	3362	1.0	1.0
85	50	999	Statewide	33	Motor vehicle manufacturing	50	3361	2.0	1.6
88	50	999	Statewide	33	Nonferrous metal (except aluminum) production and processing	50	3314	1.0	1.0
92	50	999	Statewide	33	Other furniture related product manufacturing	50	3379	2.0	1.6
95	50	999	Statewide	33	Other transportation equipment manufacturing	50	3369	4.0	3.0
98	50	999	Statewide	33	Spring and wire product manufacturing	50	3326	2.0	1.4
99	50	999	Statewide	33	Steel product manufacturing from purchased steel	50	3312	3.0	2.0
150	50	999	Statewide	48	Inland water transportation	50	4832	4.0	4.0
152	50	999	Statewide	48	Nonscheduled air transportation	50	4812	2.0	1.2
155	50	999	Statewide	48	Pipeline transportation of crude oil	50	4861	1.0	1.0
156	50	999	Statewide	48	Pipeline transportation of natural gas	50	4862	1.8	1.8
158	50	999	Statewide	48	Scenic and sightseeing transportation, other	50	4879	2.0	2.0
159	50	999	Statewide	48	Scenic and sightseeing transportation, water	50	4872	3.0	3.0
164	50	999	Statewide	48	Support activities for rail transportation	50	4882	9.6	8.2
166	50	999	Statewide	48	Support activities for water transportation	50	4883	2.0	1.4
168	50	999	Statewide	48	Urban transit systems	50	4851	6.116666666666667	4.4
179	50	999	Statewide	51	Satellite telecommunications	50	5174	1.0	1.0
190	50	999	Statewide	52	Other investment pools and funds	50	5259	2.0	1.6
241	50	999	Statewide	62	Psychiatric and substance abuse hospitals	50	6222	1.0	1.0
246	50	999	Statewide	71	Gambling industries	50	7132	2.4	1.6
