"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Washington Depot","https://www.facebook.com/pages/Averill-Farm/159088404122324?ref=ts","41.664274","-73.342029","Averill Farm","CT","250 Calhoun St","baked-goods canned preserved dairy products fresh-fruits fresh-vegetables honey juices ciders maple-products soap body-care wine spirits beer hard-cider","","farm","Www.averillfarm.com","6794"
"Guilford","","41.289406","-72.694628","Bishops Orchards location 1","CT","1355 Boston Post Road","","","farm","www.bishopsorchards.com","06437"
"Wallingford","Blue Hills Orchard","41.4486597","-72.8668261","Blue Hills Orchard","CT","141Blue Hills Rd.","fresh-fruits fresh-vegetables honey juices ciders maple-products","","farm","bluehillsorchard.com","06492"
"Eastford","www.facebook.com/pages/Buells-Orchard/132499357322","41.917985","-72.104312","Buell's Orchard","CT","108 Crystal Pond Road","baked-goods canned preserved fresh-fruits fresh-vegetables honey juices ciders maple-products nuts prepared-foods","https://twitter.com/BuellsOrchard","farm","www.buellsorchard.com","06242"
"Harwinton","https://www.facebook.com/CheneyFamilyFarm?ref_type=bookmark","41.745224","-73.100964","Cheney Family Farm","CT","144 Mansfield Rd","fresh-fruits","","farm","www.cheneyfamilyfarm.com","06791"
"East Haddam","","41.5034351","-72.4757767","COLD SPRING FARM at Lake Hayward","CT","","","","farm","","06423"
"Colchester","https://www.facebook.com/commongroundcsa","41.519525","-72.337980","Common Ground CSA","CT","46 Lake Hayward Town Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms soap body-care","","farm","www.commongroundcsa.com","06415"
"Woodstock","","41.955761","-71.986364","Devon Point Farm","CT","54 Joy Road","","","farm","http://www.devonpointfarm.com","6281"
"Bethel","https://www.facebook.com/pages/Holbrook-Farm/201052823263981?ref=br_tf","41.3462840","-73.4167499","Holbrook Farm Market and Bakery","CT","45 Turkey Plain RD","baked-goods canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs fish seafood herbs fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms pet-food poultry fowl prepared-foods red-meat non-poultry-meat soap body-care wild-harvested forest-products","","farm","http://holbrookfarm.net/index.html","06801"
"Litchfield","","41.703911","-73.134770","Laurel Ridge Grass Fed Beef","CT","66 Wigwam Road","red-meat non-poultry-meat","","farm","www.lrgfb.com","6759"
"North Granby","","42.0095720","-72.8615310","Lost Acres Orchard","CT","130 Lost Acres Road","","","farm","www.lostacres.com","6060"
"Roxbury","Mike's Beehives LLC","41.516591","-73.291478","Mike's Beehives LLC","CT","94 Mallory Rd","crafts woodworking honey maple-products soap body-care","Mike's  Beehives","farm","www.mikesbeehives.com","06783"
"Scotland","","41.684190","-72.077528","Oak Haven Farm","CT","113 Khourie Road","","","farm","lmsmith@snet.net","06264"
"Bozrah","","41.563339","-72.138952","Old Fitch Farm Vineyard","CT","83 Fitchville Road","canned preserved fresh-fruits","","farm","Http://fitchclaremonthouse.com","06334"
"Brooklyn","https://www.facebook.com/pakulis.farm","41.772394","-71.934901","Pakulis Farm LLC","CT","63 Creamery Brook Road","eggs herbs fresh-vegetables honey","","farm","","06234"
"Somers ","https://www.facebook.com/pages/Pell-Farm/1448216858744306","42.0281882","-72.4590352","Pell Farm","CT","96 Kibbe Grove Road","bedding plants nursery-stock","https://twitter.com/PellFarm","farm","www.pell-farms.com","06071"
"North Windham","www/facebook.com/raspberryknoll","41.721441","-72.166800","Raspberry Knoll Farm LLC","CT","163 North Windham Rd","canned preserved cut-flowers herbs fresh-fruits fresh-vegetables","","farm","www.raspberryknoll.com","06256"
"North Branford","https://www.facebook.com/roseorchardsfarm/","41.3078192","-72.7710866","Rose Orchards","CT","33 Branford rd.","baked-goods canned preserved coffee tea dairy products eggs fresh-fruits fresh-vegetables honey maple-products","","farm","roseorchardsfarm.com","06471"
"Sandy Hook","https://www.facebook.com/SepeFarm","41.391519","-73.258523","Sepe Farm LLC","CT","83 Toddy Hill Road","","","farm","www.sepefarm.com","06482"
