"GEO_ID","GEO_TTL","COUNTY","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state",
"0400000US26","Michigan",null,"2014","00","Total for all sectors","218281","3610530","165444213","26",
"0400000US26","Michigan",null,"2014","11","Agriculture, forestry, fishing and hunting","533","3559","135663","26",
"0400000US26","Michigan",null,"2014","113","Forestry and logging","315","1631","61438","26",
"0400000US26","Michigan",null,"2014","238150","Glass and glazing contractors","147","1320","69539","26",
"0400000US26","Michigan",null,"2014","1131","Timber tract operations","6","0","0","26",
"0400000US26","Michigan",null,"2014","11311","Timber tract operations","6","0","0","26",
"0400000US26","Michigan",null,"2014","113110","Timber tract operations","6","0","0","26",
"0400000US26","Michigan",null,"2014","1132","Forest nurseries and gathering of forest products","4","0","509","26",
"0400000US26","Michigan",null,"2014","11321","Forest nurseries and gathering of forest products","4","0","509","26",
"0400000US26","Michigan",null,"2014","113210","Forest nurseries and gathering of forest products","4","0","509","26",
"0400000US26","Michigan",null,"2014","1133","Logging","305","1559","58607","26",
"0400000US26","Michigan",null,"2014","11331","Logging","305","1559","58607","26",
"0400000US26","Michigan",null,"2014","113310","Logging","305","1559","58607","26",
"0400000US26","Michigan",null,"2014","114","Fishing, hunting and trapping","18","81","3585","26",
"0400000US26","Michigan",null,"2014","1141","Fishing","7","0","2473","26",
"0400000US26","Michigan",null,"2014","11411","Fishing","7","0","2473","26",
"0400000US26","Michigan",null,"2014","114111","Finfish fishing","7","0","2473","26",
"0400000US26","Michigan",null,"2014","1142","Hunting and trapping","11","52","1112","26",
"0400000US26","Michigan",null,"2014","11421","Hunting and trapping","11","52","1112","26",
"0400000US26","Michigan",null,"2014","114210","Hunting and trapping","11","52","1112","26",
"0400000US26","Michigan",null,"2014","115","Support activities for agriculture and forestry","200","1847","70640","26",
"0400000US26","Michigan",null,"2014","1151","Support activities for crop production","70","1001","42381","26",
"0400000US26","Michigan",null,"2014","11511","Support activities for crop production","70","1001","42381","26",
"0400000US26","Michigan",null,"2014","115112","Soil preparation, planting, and cultivating","36","132","4959","26",
"0400000US26","Michigan",null,"2014","115113","Crop harvesting, primarily by machine","6","65","3457","26",
"0400000US26","Michigan",null,"2014","115114","Postharvest crop activities (except cotton ginning)","17","659","26392","26",
"0400000US26","Michigan",null,"2014","115115","Farm labor contractors and crew leaders","5","0","0","26",
"0400000US26","Michigan",null,"2014","115116","Farm management services","6","0","0","26",
