	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
0	38	999	Statewide	11	Cotton ginning	38	115111	1.0	1.0
4	38	999	Statewide	11	Hunting and trapping	38	114210	5.0	1.8
9	38	999	Statewide	21	All other nonmetallic mineral mining	38	212399	4.0	1.8
11	38	999	Statewide	21	Clay and ceramic and refractory minerals mining	38	212325	2.0	1.0
15	38	999	Statewide	21	Crushed and broken granite mining and quarrying	38	212313	2.0	1.0
16	38	999	Statewide	21	Crushed and broken limestone mining and quarrying	38	212312	2.0	1.0
18	38	999	Statewide	21	Industrial sand mining	38	212322	1.0	1.0
23	38	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	38	213115	9.0	3.3333333333333335
25	38	999	Statewide	22	Electric bulk power transmission and control	38	221121	8.25	5.666666666666667
30	38	999	Statewide	22	Sewage treatment facilities	38	221320	1.0	1.0
64	38	999	Statewide	31	All other leather good and allied product manufacturing	38	316998	3.0	1.0
65	38	999	Statewide	31	All other miscellaneous food manufacturing	38	311999	3.0	1.2
68	38	999	Statewide	31	Apparel accessories and other apparel manufacturing	38	315990	2.0	1.0
69	38	999	Statewide	31	Beet sugar manufacturing	38	311313	6.0	3.0
70	38	999	Statewide	31	Bottled water manufacturing	38	312112	2.0	1.0
71	38	999	Statewide	31	Breakfast cereal manufacturing	38	311230	1.0	1.0
73	38	999	Statewide	31	Coffee and tea manufacturing	38	311920	2.0	1.0
75	38	999	Statewide	31	Confectionery manufacturing from purchased chocolate	38	311352	6.0	2.888888888888889
76	38	999	Statewide	31	Creamery butter manufacturing	38	311512	2.0	1.0
77	38	999	Statewide	31	Curtain and linen mills	38	314120	2.0	1.0
79	38	999	Statewide	31	Distilleries	38	312140	2.0	1.5
80	38	999	Statewide	31	Dog and cat food manufacturing	38	311111	1.0	1.0
81	38	999	Statewide	31	Dried and dehydrated food manufacturing	38	311423	2.0	1.0
83	38	999	Statewide	31	Fabric coating mills	38	313320	1.0	1.0
84	38	999	Statewide	31	Fats and oils refining and blending	38	311225	2.0	1.0
85	38	999	Statewide	31	Fiber, yarn, and thread mills	38	313110	1.0	1.0
87	38	999	Statewide	31	Fluid milk manufacturing	38	311511	6.0	2.6
88	38	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	38	311411	4.0	2.0
89	38	999	Statewide	31	Frozen specialty food manufacturing	38	311412	5.0	2.6
90	38	999	Statewide	31	Fruit and vegetable canning	38	311421	4.0	1.8
91	38	999	Statewide	31	Ice manufacturing	38	312113	2.0	1.0
