	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	9	999	Statewide	11	Farm management services	9	115116	2.0	1.0
2	9	999	Statewide	11	Finfish fishing	9	114111	4.5	1.5
3	9	999	Statewide	11	Forest nurseries and gathering of forest products	9	113210	2.0	1.0
4	9	999	Statewide	11	Hunting and trapping	9	114210	4.0	2.0
6	9	999	Statewide	11	Other marine fishing	9	114119	2.0	1.0
7	9	999	Statewide	11	Postharvest crop activities (except cotton ginning)	9	115114	3.0	1.3333333333333333
12	9	999	Statewide	11	Timber tract operations	9	113110	2.0	1.5
13	9	999	Statewide	21	All other nonmetallic mineral mining	9	212399	2.0	1.0
19	9	999	Statewide	21	Dimension stone mining and quarrying	9	212311	3.0	1.75
21	9	999	Statewide	21	Gold ore mining	9	212221	2.0	1.0
22	9	999	Statewide	21	Natural gas liquid extraction	9	211112	1.0	1.0
24	9	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	9	213115	1.0	1.0
26	9	999	Statewide	22	Biomass electric power generation	9	221117	2.0	2.125
32	9	999	Statewide	22	Nuclear electric power generation	9	221113	8.0	3.5555555555555554
35	9	999	Statewide	22	Solar electric power generation	9	221114	4.0	1.8
36	9	999	Statewide	22	Steam and air-conditioning supply	9	221330	3.0	1.2
69	9	999	Statewide	31	All other leather good and allied product manufacturing	9	316998	4.5	2.6666666666666665
74	9	999	Statewide	31	Bottled water manufacturing	9	312112	4.0	1.4
75	9	999	Statewide	31	Breakfast cereal manufacturing	9	311230	1.0	1.0
77	9	999	Statewide	31	Broadwoven fabric mills	9	313210	9.0	4.111111111111111
78	9	999	Statewide	31	Cane sugar manufacturing	9	311314	2.0	1.0
79	9	999	Statewide	31	Carpet and rug mills	9	314110	4.0	2.0
81	9	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	9	311351	4.0	1.4
86	9	999	Statewide	31	Creamery butter manufacturing	9	311512	1.0	1.0
92	9	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	9	311824	5.0	2.5555555555555554
93	9	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	9	311514	2.0	1.0
97	9	999	Statewide	31	Flour milling	9	311211	2.0	1.0
100	9	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	9	311813	5.0	1.6
101	9	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	9	311411	2.0	1.0
106	9	999	Statewide	31	Knit fabric mills	9	313240	4.0	1.4
107	9	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	9	311941	5.0	3.111111111111111
111	9	999	Statewide	31	Nonchocolate confectionery manufacturing	9	311340	4.0	2.3333333333333335
113	9	999	Statewide	31	Other animal food manufacturing	9	311119	5.0	2.2
114	9	999	Statewide	31	Other apparel knitting mills	9	315190	2.0	1.0
115	9	999	Statewide	31	Other cut and sew apparel manufacturing	9	315280	3.0	1.2
116	9	999	Statewide	31	Other snack food manufacturing	9	311919	8.0	5.111111111111111
118	9	999	Statewide	31	Poultry processing	9	311615	3.0	1.8
120	9	999	Statewide	31	Roasted nuts and peanut butter manufacturing	9	311911	2.0	1.0
122	9	999	Statewide	31	Seafood product preparation and packaging	9	311710	2.0	1.0
124	9	999	Statewide	31	Specialty canning	9	311422	3.0	1.4
125	9	999	Statewide	31	Spice and extract manufacturing	9	311942	8.75	3.7777777777777777
128	9	999	Statewide	31	Tobacco manufacturing	9	312230	4.0	2.0
130	9	999	Statewide	31	Women's handbag and purse manufacturing	9	316992	4.75	2.7777777777777777
131	9	999	Statewide	31	Women's, girls', and infants' cut and sew apparel manufacturing	9	315240	6.666666666666667	3.2222222222222223
139	9	999	Statewide	32	All other petroleum and coal products manufacturing	9	324199	4.0	1.4
142	9	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	9	325220	2.0	1.75
144	9	999	Statewide	32	Asphalt shingle and coating materials manufacturing	9	324122	1.0	1.0
145	9	999	Statewide	32	Biological product (except diagnostic) manufacturing	9	325414	2.0	1.0
155	9	999	Statewide	32	Ethyl alcohol manufacturing	9	325193	2.0	1.0
158	9	999	Statewide	32	Flat glass manufacturing	9	327211	1.0	1.0
161	9	999	Statewide	32	Hardwood veneer and plywood manufacturing	9	321211	1.0	1.0
162	9	999	Statewide	32	In-vitro diagnostic substance manufacturing	9	325413	4.0	2.0
167	9	999	Statewide	32	Nitrogenous fertilizer manufacturing	9	325311	2.0	1.0
171	9	999	Statewide	32	Other paperboard container manufacturing	9	322219	4.25	1.6
172	9	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	9	327212	12.0	3.4444444444444446
181	9	999	Statewide	32	Photographic film, paper, plate, and chemical manufacturing	9	325992	2.0	1.0
185	9	999	Statewide	32	Plastics pipe and pipe fitting manufacturing	9	326122	6.0	2.4
193	9	999	Statewide	32	Reconstituted wood product manufacturing	9	321219	2.0	1.0
195	9	999	Statewide	32	Rubber product manufacturing for mechanical use	9	326291	3.75	1.8
196	9	999	Statewide	32	Sanitary paper product manufacturing	9	322291	1.0	1.0
201	9	999	Statewide	32	Surface active agent manufacturing	9	325613	4.0	2.4444444444444446
202	9	999	Statewide	32	Synthetic dye and pigment manufacturing	9	325130	2.0	1.0
203	9	999	Statewide	32	Synthetic rubber manufacturing	9	325212	4.0	1.6
206	9	999	Statewide	32	Truss manufacturing	9	321214	4.0	2.0
221	9	999	Statewide	33	All other transportation equipment manufacturing	9	336999	4.75	2.2
224	9	999	Statewide	33	Ammunition (except small arms) manufacturing	9	332993	2.0	1.0
233	9	999	Statewide	33	Burial casket manufacturing	9	339995	2.0	1.0
256	9	999	Statewide	33	Farm machinery and equipment manufacturing	9	333111	4.0	1.4
258	9	999	Statewide	33	Fiber optic cable manufacturing	9	335921	4.0	1.2
260	9	999	Statewide	33	Fluid power pump and motor manufacturing	9	333996	3.0	1.2
262	9	999	Statewide	33	Food product machinery manufacturing	9	333241	9.0	3.6666666666666665
264	9	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	9	336415	3.0	1.2
267	9	999	Statewide	33	Heavy duty truck manufacturing	9	336120	1.0	1.0
268	9	999	Statewide	33	Household furniture (except wood and metal) manufacturing	9	337125	2.0	1.0
272	9	999	Statewide	33	Industrial truck, trailer, and stacker machinery manufacturing	9	333924	5.0	2.0
279	9	999	Statewide	33	Iron foundries	9	331511	4.0	2.0
282	9	999	Statewide	33	Lawn and garden tractor and home lawn and garden equipment manufacturing	9	333112	4.0	1.4
288	9	999	Statewide	33	Metal can manufacturing	9	332431	2.0	1.0
292	9	999	Statewide	33	Metal household furniture manufacturing	9	337124	3.0	2.0
293	9	999	Statewide	33	Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing	9	332215	10.0	5.333333333333333
296	9	999	Statewide	33	Military armored vehicle, tank, and tank component manufacturing	9	336992	2.0	1.0
297	9	999	Statewide	33	Mining machinery and equipment manufacturing	9	333131	4.0	1.4
304	9	999	Statewide	33	Motor vehicle seating and interior trim manufacturing	9	336360	6.5	3.0
305	9	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	9	336330	6.0	3.0
310	9	999	Statewide	33	Nonferrous forging	9	332112	4.0	2.0
315	9	999	Statewide	33	Office furniture (except wood) manufacturing	9	337214	3.0	1.2
317	9	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	9	333132	2.25	1.2
329	9	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	9	336419	4.0	2.0
334	9	999	Statewide	33	Other metal valve and pipe fitting manufacturing	9	332919	5.0	3.3333333333333335
336	9	999	Statewide	33	Other nonferrous metal foundries (except die-casting)	9	331529	2.0	1.0
337	9	999	Statewide	33	Overhead traveling crane, hoist, and monorail system manufacturing	9	333923	4.0	1.4
339	9	999	Statewide	33	Photographic and photocopying equipment manufacturing	9	333316	4.0	2.0
343	9	999	Statewide	33	Power boiler and heat exchanger manufacturing	9	332410	6.0	3.0
344	9	999	Statewide	33	Power, distribution, and specialty transformer manufacturing	9	335311	6.75	3.0
345	9	999	Statewide	33	Power-driven handtool manufacturing	9	333991	5.75	2.8
352	9	999	Statewide	33	Railroad rolling stock manufacturing	9	336510	4.0	2.0
358	9	999	Statewide	33	Sawmill, woodworking, and paper machinery manufacturing	9	333243	1.0	1.0
365	9	999	Statewide	33	Ship building and repairing	9	336611	9.5	5.0
368	9	999	Statewide	33	Small arms ammunition manufacturing	9	332992	5.0	1.6
370	9	999	Statewide	33	Small electrical appliance manufacturing	9	335210	4.0	2.0
371	9	999	Statewide	33	Software and other prerecorded compact disc, tape, and record reproducing	9	334614	3.75	1.8
376	9	999	Statewide	33	Steel investment foundries	9	331512	4.0	2.0
378	9	999	Statewide	33	Storage battery manufacturing	9	335911	5.0	2.2
384	9	999	Statewide	33	Travel trailer and camper manufacturing	9	336214	4.0	2.0
389	9	999	Statewide	33	Wood office furniture manufacturing	9	337211	7.0	3.111111111111111
421	9	999	Statewide	42	Livestock merchant wholesalers	9	424520	3.0	1.2
530	9	999	Statewide	45	Manufactured (mobile) home dealers	9	453930	5.0	2.2
543	9	999	Statewide	48	Air traffic control	9	488111	12.0	6.0
544	9	999	Statewide	48	All other support activities for transportation	9	488999	1.0	1.0
551	9	999	Statewide	48	Deep sea passenger transportation	9	483112	2.0	1.0
560	9	999	Statewide	48	Marine cargo handling	9	488320	2.0	2.625
561	9	999	Statewide	48	Mixed mode transit systems	9	485111	2.0	1.0
564	9	999	Statewide	48	Nonscheduled chartered freight air transportation	9	481212	1.0	1.0
573	9	999	Statewide	48	Pipeline transportation of refined petroleum products	9	486910	4.0	2.4444444444444446
575	9	999	Statewide	48	Scenic and sightseeing transportation, land	9	487110	7.333333333333333	3.888888888888889
576	9	999	Statewide	48	Scenic and sightseeing transportation, other	9	487990	3.0	1.6
578	9	999	Statewide	48	Scheduled freight air transportation	9	481112	5.0	2.2
584	9	999	Statewide	48	Support activities for rail transportation	9	488210	6.0	5.0
588	9	999	Statewide	49	Farm product warehousing and storage	9	493130	2.0	1.0
