	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
2	26	999	Statewide	11	Farm management services	26	115116	12.0	7.0
8	26	999	Statewide	11	Shellfish fishing	26	114112	2.0	1.0
13	26	999	Statewide	21	All other metal ore mining	26	212299	2.0	1.0
15	26	999	Statewide	21	Bituminous coal and lignite surface mining	26	212111	1.0	1.0
16	26	999	Statewide	21	Bituminous coal underground mining	26	212112	1.0	1.0
18	26	999	Statewide	21	Copper ore and nickel ore mining	26	212234	5.0	1.6
22	26	999	Statewide	21	Dimension stone mining and quarrying	26	212311	2.0	1.25
26	26	999	Statewide	21	Lead ore and zinc ore mining	26	212231	2.0	1.0
29	26	999	Statewide	21	Other chemical and fertilizer mineral mining	26	212393	2.0	1.0
31	26	999	Statewide	21	Support activities for coal mining	26	213113	6.0	3.4
32	26	999	Statewide	21	Support activities for metal mining	26	213114	3.0	3.3333333333333335
36	26	999	Statewide	22	Electric bulk power transmission and control	26	221121	11.0	5.222222222222222
44	26	999	Statewide	22	Solar electric power generation	26	221114	1.0	1.0
84	26	999	Statewide	31	Beet sugar manufacturing	26	311313	8.0	4.0
89	26	999	Statewide	31	Cane sugar manufacturing	26	311314	2.0	1.0
97	26	999	Statewide	31	Creamery butter manufacturing	26	311512	2.0	1.0
106	26	999	Statewide	31	Fats and oils refining and blending	26	311225	1.0	1.0
111	26	999	Statewide	31	Footwear manufacturing	26	316210	6.0	2.3333333333333335
128	26	999	Statewide	31	Other apparel knitting mills	26	315190	4.0	1.8
136	26	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	26	314994	6.0	3.0
139	26	999	Statewide	31	Soybean and other oilseed processing	26	311224	6.0	2.2
147	26	999	Statewide	31	Women's handbag and purse manufacturing	26	316992	3.0	1.3333333333333333
156	26	999	Statewide	32	All other petroleum and coal products manufacturing	26	324199	6.0	2.6
159	26	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	26	325220	5.0	2.2
174	26	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	26	325194	2.75	1.6
175	26	999	Statewide	32	Engineered wood member (except truss) manufacturing	26	321213	4.0	1.4
177	26	999	Statewide	32	Explosives manufacturing	26	325920	3.75	1.8
179	26	999	Statewide	32	Flat glass manufacturing	26	327211	2.0	1.0
181	26	999	Statewide	32	Glass container manufacturing	26	327213	5.0	2.2
189	26	999	Statewide	32	Lime manufacturing	26	327410	4.0	2.0
193	26	999	Statewide	32	Newsprint mills	26	322122	1.0	1.0
194	26	999	Statewide	32	Nitrogenous fertilizer manufacturing	26	325311	5.0	2.2
199	26	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	26	327212	6.5	2.2
204	26	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	26	325320	9.0	3.7777777777777777
205	26	999	Statewide	32	Petrochemical manufacturing	26	325110	4.0	1.6
221	26	999	Statewide	32	Pulp mills	26	322110	6.0	2.2
226	26	999	Statewide	32	Sanitary paper product manufacturing	26	322291	1.0	1.0
229	26	999	Statewide	32	Softwood veneer and plywood manufacturing	26	321212	11.0	4.0
235	26	999	Statewide	32	Tire manufacturing (except retreading)	26	326211	3.0	1.2
254	26	999	Statewide	33	Alumina refining and primary aluminum production	26	331313	6.0	2.2
273	26	999	Statewide	33	Computer storage device manufacturing	26	334112	1.0	1.0
285	26	999	Statewide	33	Electric lamp bulb and part manufacturing	26	335110	2.0	1.3333333333333333
295	26	999	Statewide	33	Fiber optic cable manufacturing	26	335921	2.0	1.0
304	26	999	Statewide	33	Household cooking appliance manufacturing	26	335221	2.0	1.25
305	26	999	Statewide	33	Household furniture (except wood and metal) manufacturing	26	337125	9.0	3.888888888888889
306	26	999	Statewide	33	Household refrigerator and home freezer manufacturing	26	335222	2.0	1.0
319	26	999	Statewide	33	Irradiation apparatus manufacturing	26	334517	3.0	1.2
339	26	999	Statewide	33	Motor home manufacturing	26	336213	7.25	3.4
372	26	999	Statewide	33	Other major household appliance manufacturing	26	335228	5.0	1.6
389	26	999	Statewide	33	Primary battery manufacturing	26	335912	10.75	5.111111111111111
401	26	999	Statewide	33	Scale and balance manufacturing	26	333997	4.0	1.8
406	26	999	Statewide	33	Semiconductor machinery manufacturing	26	333242	3.0	1.4
413	26	999	Statewide	33	Small electrical appliance manufacturing	26	335210	16.0	5.111111111111111
588	26	999	Statewide	48	Air traffic control	26	488111	8.0	4.888888888888889
589	26	999	Statewide	48	All other pipeline transportation	26	486990	4.0	1.2
601	26	999	Statewide	48	Inland water freight transportation	26	483211	3.5	1.8
605	26	999	Statewide	48	Marine cargo handling	26	488320	5.0	2.2
616	26	999	Statewide	48	Other urban transit systems	26	485119	5.0	3.7777777777777777
663	26	999	Statewide	51	Record production	26	512210	8.0	3.4
680	26	999	Statewide	52	Commodity contracts dealing	26	523130	24.25	9.666666666666666
695	26	999	Statewide	52	Monetary authorities - central bank	26	521110	2.0	1.0
699	26	999	Statewide	52	Other depository credit intermediation	26	522190	6.0	2.3333333333333335
707	26	999	Statewide	52	Secondary market financing	26	522294	3.5	2.25
830	26	999	Statewide	56	Solid waste combustors and incinerators	26	562213	5.25	2.4
898	26	999	Statewide	71	Casinos (except casino hotels)	26	713210	4.0	1.4
965	26	999	Statewide	81	One-hour photofinishing	26	812922	7.0	2.4
