	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	8	999	Statewide	11	Fishing	8	1141	0500000US080310500000US080310500000US080670500000US080670500000US080690500000US080690500000US081130500000US08113	8.0	0.0	0.0	0.0	0.0	3.0
1	8	999	Statewide	11	Forest nurseries and gathering of forest products	8	1132	0500000US080130500000US080130500000US08123	3.0	0.0	0.0	0.0	0.0	1.2
2	8	999	Statewide	11	Hunting and trapping	8	1142	0500000US080210500000US080370500000US080410500000US080510500000US080510500000US080690500000US080690500000US080810500000US080810500000US081030500000US08123	11.583333333333334	0.0	0.0	2.2	95.0	4.8
3	8	999	Statewide	11	Logging	8	1133	0500000US080010500000US080010500000US080070500000US080070500000US080130500000US080130500000US080230500000US080230500000US080270500000US080270500000US080290500000US080290500000US080370500000US080390500000US080410500000US080410500000US080450500000US080490500000US080490500000US080510500000US080570500000US080570500000US080590500000US080590500000US080650500000US080670500000US080690500000US080690500000US080710500000US080710500000US080810500000US080830500000US080830500000US080850500000US080850500000US080890500000US080890500000US080930500000US080930500000US081010500000US081050500000US081050500000US081090500000US081090500000US081150500000US081170500000US081190500000US08119	86.5	28.75	3530.75	54.4	3826.6	38.2
4	8	999	Statewide	11	Support activities for animal production	8	1152	0500000US080010500000US080010500000US080030500000US080030500000US080050500000US080050500000US080130500000US080130500000US080140500000US080150500000US080150500000US080290500000US080290500000US080310500000US080310500000US080330500000US080330500000US080350500000US080350500000US080370500000US080390500000US080390500000US080410500000US080410500000US080430500000US080430500000US080450500000US080450500000US080510500000US080510500000US080590500000US080590500000US080670500000US080670500000US080690500000US080690500000US080750500000US080750500000US080770500000US080770500000US080830500000US080830500000US080850500000US080850500000US080870500000US080870500000US080930500000US080970500000US080970500000US080990500000US080990500000US081010500000US081010500000US081050500000US081050500000US081070500000US081070500000US081130500000US081130500000US081150500000US081190500000US081190500000US081230500000US081230500000US08125	308.5	414.0	14834.25	400.6	10554.2	152.2
5	8	999	Statewide	11	Support activities for crop production	8	1151	0500000US080010500000US080010500000US080050500000US080070500000US080070500000US080090500000US080090500000US080110500000US080110500000US080130500000US080170500000US080170500000US080190500000US080210500000US080210500000US080230500000US080230500000US080290500000US080290500000US080310500000US080310500000US080350500000US080350500000US080370500000US080370500000US080410500000US080410500000US080450500000US080490500000US080490500000US080590500000US080590500000US080610500000US080610500000US080630500000US080630500000US080670500000US080670500000US080690500000US080690500000US080730500000US080730500000US080750500000US080750500000US080770500000US080770500000US080810500000US080810500000US080830500000US080830500000US080850500000US080850500000US080870500000US080870500000US080890500000US080890500000US080950500000US080990500000US080990500000US081030500000US081030500000US081050500000US081050500000US081210500000US081210500000US081230500000US081230500000US081250500000US08125	184.91666666666663	1128.0	42735.25	1022.0	33624.6	93.6
6	8	999	Statewide	11	Support activities for forestry	8	1153	0500000US080070500000US080070500000US080130500000US080150500000US080150500000US080270500000US080270500000US080290500000US080290500000US080310500000US080310500000US080350500000US080370500000US080390500000US080410500000US080410500000US080450500000US080450500000US080590500000US080590500000US080670500000US080670500000US080690500000US080690500000US080770500000US080770500000US080850500000US080850500000US080930500000US081110500000US081130500000US081170500000US08119	50.333333333333336	0.6666666666666666	16.0	81.6	6657.0	22.6
7	8	999	Statewide	11	Timber tract operations	8	1131	0500000US080050500000US080070500000US080410500000US08059	4.0	0.0	0.0	0.0	0.0	2.75
8	8	999	Statewide	21	Coal mining	8	2121	0500000US080050500000US080050500000US080290500000US080290500000US080310500000US080510500000US080510500000US080670500000US080670500000US080710500000US080710500000US080770500000US080810500000US080810500000US080850500000US080850500000US081030500000US081030500000US081070500000US08107	25.75	0.0	0.0	1926.8	158737.4	12.2
9	8	999	Statewide	21	Metal ore mining	8	2122	0500000US080010500000US080010500000US080050500000US080050500000US080130500000US080130500000US080190500000US080190500000US080310500000US080310500000US080350500000US080350500000US080370500000US080370500000US080410500000US080410500000US080430500000US080430500000US080490500000US080490500000US080530500000US080590500000US080590500000US080650500000US080770500000US080770500000US080790500000US080790500000US080810500000US080830500000US080830500000US080850500000US080850500000US080890500000US080910500000US080910500000US080930500000US080970500000US080970500000US081110500000US081110500000US081190500000US08119	96.75	434.0	70052.5	1538.6	172265.8	43.0
