	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	23001	23	1	Androscoggin County	1133	Logging	11	0500000US23001	10.0	0.0	1640.0	0.0	1640.0	0.0	0.0	1640.0	0.0
1	23001	23	1	Androscoggin County	1133	Logging	11	0500000US23001	10.0	0.0	1640.0	0.0	1640.0	0.0	33.1	1737.35	0.75
2	23001	23	1	Androscoggin County	1133	Logging	11	0500000US23001	10.0	0.0	1640.0	17.5	1622.75	0.0	0.0	1640.0	0.0
3	23001	23	1	Androscoggin County	1133	Logging	11	0500000US23001	10.0	0.0	1640.0	17.5	1622.75	0.0	33.1	1737.35	0.75
4	23001	23	1	Androscoggin County	1152	Support activities for animal production	11	0500000US23001	5.0	0.0	212.0	0.0	212.0	0.0	0.0	212.0	0.0
5	23001	23	1	Androscoggin County	1152	Support activities for animal production	11	0500000US23001	5.0	0.0	212.0	0.0	212.0	0.0	9.4	126.16666666666669	0.6
6	23001	23	1	Androscoggin County	1152	Support activities for animal production	11	0500000US23001	5.0	0.0	212.0	7.0	145.91666666666666	0.25	0.0	212.0	0.0
7	23001	23	1	Androscoggin County	1152	Support activities for animal production	11	0500000US23001	5.0	0.0	212.0	7.0	145.91666666666666	0.25	9.4	126.16666666666669	0.6
8	23001	23	1	Androscoggin County	1153	Support activities for forestry	11	0500000US23001	1.0	0.0	0.0	-0.3076923076923077	137.5	1.0	-0.3076923076923077	137.5	1.0
9	23001	23	1	Androscoggin County	1153	Support activities for forestry	11	0500000US23001	1.0	0.0	0.0	-0.3076923076923077	137.5	1.0	2.947191267811472	157.6886572613235	1.0
10	23001	23	1	Androscoggin County	1153	Support activities for forestry	11	0500000US23001	1.0	0.0	0.0	2.9612771739130435	184.9053647891963	1.0	-0.3076923076923077	137.5	1.0
11	23001	23	1	Androscoggin County	1153	Support activities for forestry	11	0500000US23001	1.0	0.0	0.0	2.9612771739130435	184.9053647891963	1.0	2.947191267811472	157.6886572613235	1.0
12	23001	23	1	Androscoggin County	2211	Electric power generation, transmission and distribution	22	0500000US23001	4.0	105.0	7395.0	105.0	7395.0	0.0	105.0	7395.0	0.0
13	23001	23	1	Androscoggin County	2211	Electric power generation, transmission and distribution	22	0500000US23001	4.0	105.0	7395.0	105.0	7395.0	0.0	114.35	9665.85	0.75
14	23001	23	1	Androscoggin County	2211	Electric power generation, transmission and distribution	22	0500000US23001	4.0	105.0	7395.0	59.75	8301.25	0.0	105.0	7395.0	0.0
