CountyId,CountyName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
01001,Autauga County,2941944.5,4362921.0,6315256.5,5425481.0,5291111.6,6454793.2,5913544.0,4711532.6,5006617.5,4732694.5,4935863.1,4635470.1
01003,Baldwin County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01005,Barbour County,55130.2,56124.3,53695.1,57564.0,53100.4,42508.8,27099.3,0.3,19408.9,19843.6,8862.1,13553.4
01007,Bibb County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01009,Blount County,0.0,6654.7,6946.3,11701.0,7214.5,6565.1,6938.0,7490.6,7163.7,7270.7,6063.8,8032.6
01011,Bullock County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01013,Butler County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01015,Calhoun County,230752.5,212305.8,180233.6,72460.5,84657.7,114553.2,205592.2,210584.4,238717.3,305541.6,87037.0,110684.8
01017,Chambers County,47436.1,22555.2,0.0,6459.0,39591.5,52573.2,87255.4,71239.2,81753.6,92641.0,85095.9,88328.9
01019,Cherokee County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01021,Chilton County,106114.02,75207.99,79236.72,44512.51,31623.4,28404.8,15090.1,15166.9,28468.3,21962.5,10810.4,7713.1
01023,Choctaw County,495275.6,502473.48,520390.63,500507.75,594658.3,612167.9,584810.5,558333.5,697984.9,476904.8,344415.7,349491.6
01025,Clarke County,162453.0,160429.0,173327.0,176527.9,165439.4,176923.2,198269.5,212803.7,202632.2,174371.6,97228.2,172488.1
01027,Clay County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01029,Cleburne County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01031,Coffee County,0.0,0.0,0.0,3636.7,6102.5,5854.4,5335.2,5142.4,5213.1,6151.9,8015.6,7688.7
01033,Colbert County,6602293.4,5415299.8,4009652.8,3941910.1,4192275.2,3831973.0,1774060.7,694596.7,667230.6,696610.5,689798.7,632637.2
