	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	18	999	Statewide	11	Cotton ginning	18	115111	2.0	1.0
1	18	999	Statewide	11	Crop harvesting, primarily by machine	18	115113	3.0	1.3333333333333333
4	18	999	Statewide	11	Finfish fishing	18	114111	2.0	1.0
5	18	999	Statewide	11	Forest nurseries and gathering of forest products	18	113210	1.0	1.0
9	18	999	Statewide	11	Shellfish fishing	18	114112	2.0	1.0
14	18	999	Statewide	21	All other metal ore mining	18	212299	1.0	1.0
15	18	999	Statewide	21	All other nonmetallic mineral mining	18	212399	3.0	2.4
18	18	999	Statewide	21	Clay and ceramic and refractory minerals mining	18	212325	1.0	1.0
21	18	999	Statewide	21	Crushed and broken granite mining and quarrying	18	212313	2.0	1.4
25	18	999	Statewide	21	Gold ore mining	18	212221	1.0	1.0
26	18	999	Statewide	21	Kaolin and ball clay mining	18	212324	1.0	1.0
27	18	999	Statewide	21	Natural gas liquid extraction	18	211112	2.0	2.0
28	18	999	Statewide	21	Other crushed and broken stone mining and quarrying	18	212319	5.0	5.0
30	18	999	Statewide	21	Support activities for metal mining	18	213114	1.0	2.0
33	18	999	Statewide	22	Biomass electric power generation	18	221117	2.0	1.0
34	18	999	Statewide	22	Electric bulk power transmission and control	18	221121	2.0	2.0
37	18	999	Statewide	22	Geothermal electric power generation	18	221116	1.0	1.0
38	18	999	Statewide	22	Hydroelectric power generation	18	221111	3.0	3.0
40	18	999	Statewide	22	Nuclear electric power generation	18	221113	1.0	1.0
41	18	999	Statewide	22	Other electric power generation	18	221118	3.0	1.4
43	18	999	Statewide	22	Solar electric power generation	18	221114	1.0	1.0
44	18	999	Statewide	22	Steam and air-conditioning supply	18	221330	2.0	1.8
87	18	999	Statewide	31	Cheese manufacturing	18	311513	8.0	5.0
88	18	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	18	311351	2.0	1.5
97	18	999	Statewide	31	Dried and dehydrated food manufacturing	18	311423	4.0	3.0
98	18	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	18	311824	10.4	7.6
99	18	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	18	311514	4.0	4.0
101	18	999	Statewide	31	Fats and oils refining and blending	18	311225	5.0	2.6
102	18	999	Statewide	31	Fiber, yarn, and thread mills	18	313110	3.0	2.0
105	18	999	Statewide	31	Footwear manufacturing	18	316210	1.0	1.0
107	18	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	18	311411	1.25	1.25
110	18	999	Statewide	31	Hosiery and sock mills	18	315110	3.0	2.2
112	18	999	Statewide	31	Ice manufacturing	18	312113	10.2	9.6
113	18	999	Statewide	31	Knit fabric mills	18	313240	1.0	1.0
114	18	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	18	311941	4.8	3.6
117	18	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	18	313220	2.0	1.6
121	18	999	Statewide	31	Other apparel knitting mills	18	315190	1.0	1.0
128	18	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	18	314994	4.0	2.4
129	18	999	Statewide	31	Seafood product preparation and packaging	18	311710	2.0	1.3333333333333333
132	18	999	Statewide	31	Specialty canning	18	311422	5.0	3.2
136	18	999	Statewide	31	Tobacco manufacturing	18	312230	2.0	1.2
140	18	999	Statewide	31	Women's handbag and purse manufacturing	18	316992	2.0	1.2
141	18	999	Statewide	31	Women's, girls', and infants' cut and sew apparel manufacturing	18	315240	3.75	2.4
149	18	999	Statewide	32	All other petroleum and coal products manufacturing	18	324199	3.0	2.2
168	18	999	Statewide	32	Explosives manufacturing	18	325920	1.0	1.0
170	18	999	Statewide	32	Flat glass manufacturing	18	327211	3.0	2.2
184	18	999	Statewide	32	Nitrogenous fertilizer manufacturing	18	325311	1.0	1.0
189	18	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	18	327212	3.0	2.8
191	18	999	Statewide	32	Paper (except newsprint) mills	18	322121	1.0	1.0
196	18	999	Statewide	32	Petroleum refineries	18	324110	3.2	3.2
198	18	999	Statewide	32	Phosphatic fertilizer manufacturing	18	325312	1.0	1.0
208	18	999	Statewide	32	Pottery, ceramics, and plumbing fixture manufacturing	18	327110	10.0	6.0
223	18	999	Statewide	32	Tire manufacturing (except retreading)	18	326211	3.0	2.6
236	18	999	Statewide	33	Aircraft manufacturing	18	336411	3.0	2.0
245	18	999	Statewide	33	Ammunition (except small arms) manufacturing	18	332993	1.0	1.0
252	18	999	Statewide	33	Blank magnetic and optical recording media manufacturing	18	334613	1.0	1.0
256	18	999	Statewide	33	Broom, brush, and mop manufacturing	18	339994	4.4	3.6
259	18	999	Statewide	33	Carbon and graphite product manufacturing	18	335991	2.0	1.8
261	18	999	Statewide	33	Computer storage device manufacturing	18	334112	1.0	1.0
273	18	999	Statewide	33	Electric lamp bulb and part manufacturing	18	335110	2.0	1.0
278	18	999	Statewide	33	Elevator and moving stairway manufacturing	18	333921	3.0	2.2
283	18	999	Statewide	33	Fiber optic cable manufacturing	18	335921	1.0	1.0
285	18	999	Statewide	33	Fluid power pump and motor manufacturing	18	333996	1.0	1.0
292	18	999	Statewide	33	Household cooking appliance manufacturing	18	335221	3.0	1.4
294	18	999	Statewide	33	Household laundry equipment manufacturing	18	335224	1.0	1.0
295	18	999	Statewide	33	Household refrigerator and home freezer manufacturing	18	335222	2.6	2.6
324	18	999	Statewide	33	Military armored vehicle, tank, and tank component manufacturing	18	336992	2.0	1.8
