	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	23	999	Statewide	11	Fishing	23	1141	0500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230190500000US230230500000US230230500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	735.125	690.875	47906.5	605.8888888888889	43446.11111111111	400.44444444444446
1	23	999	Statewide	11	Forest nurseries and gathering of forest products	23	1132	0500000US230090500000US230130500000US230170500000US230170500000US23019	5.0	0.0	0.0	0.0	0.0	1.6
2	23	999	Statewide	11	Hunting and trapping	23	1142	0500000US230030500000US230030500000US23027	3.0	0.0	0.0	0.0	0.0	1.0
3	23	999	Statewide	11	Logging	23	1133	0500000US230010500000US230010500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230190500000US230190500000US230210500000US230210500000US230230500000US230230500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	810.75	4628.25	193716.875	2319.777777777778	95911.55555555556	407.8888888888889
4	23	999	Statewide	11	Support activities for animal production	23	1152	0500000US230010500000US230010500000US230050500000US230050500000US230090500000US230110500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230230500000US230230500000US230250500000US230270500000US23031	40.25	26.625	1082.0	35.22222222222222	677.8888888888889	16.555555555555557
5	23	999	Statewide	11	Support activities for crop production	23	1151	0500000US230030500000US230030500000US230050500000US230090500000US230110500000US230110500000US230150500000US230170500000US230170500000US230190500000US230190500000US230250500000US230250500000US230290500000US23031	29.0	10.357142857142858	599.6142857142858	35.77777777777778	1457.111111111111	15.77777777777778
6	23	999	Statewide	11	Support activities for forestry	23	1153	0500000US230010500000US230010500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230110500000US230150500000US230170500000US230170500000US230190500000US230190500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	67.36666666666667	71.35833333333333	4273.683333333333	91.66666666666669	5710.666666666667	33.666666666666664
7	23	999	Statewide	11	Timber tract operations	23	1131	0500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230110500000US230110500000US230150500000US230150500000US230190500000US230190500000US230210500000US230210500000US230250500000US230250500000US230310500000US23031	30.283333333333335	134.76666666666668	9147.466666666667	84.33333333333333	4544.555555555556	14.0
8	23	999	Statewide	21	Nonmetallic mineral mining and quarrying	23	2123	0500000US230010500000US230030500000US230030500000US230050500000US230050500000US230090500000US230090500000US230110500000US230110500000US230150500000US230150500000US230170500000US230170500000US230190500000US230190500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	47.525	44.05	3639.0333333333338	47.55555555555556	4089.0	18.77777777777778
9	23	999	Statewide	21	Oil and gas extraction	23	2111	0500000US23005	1.0	0.0	0.0	0.0	0.0	1.0
10	23	999	Statewide	21	Support activities for mining	23	2131	0500000US230050500000US230050500000US23015	3.0	0.0	0.0	0.0	0.0	1.2
11	23	999	Statewide	22	Electric power generation, transmission and distribution	23	2211	0500000US230010500000US230010500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230190500000US230190500000US230210500000US230210500000US230230500000US230230500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	158.0857142857143	2393.667857142857	217364.10595238095	1696.888888888889	174632.77777777778	84.66666666666667
12	23	999	Statewide	22	Natural gas distribution	23	2212	0500000US230030500000US230050500000US230050500000US230190500000US230190500000US230290500000US230310500000US23031	13.0	100.0	8613.25	91.88888888888889	6926.222222222223	5.0
13	23	999	Statewide	22	Water, sewage and other systems	23	2213	0500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230130500000US230130500000US230170500000US230170500000US230190500000US230190500000US230210500000US230210500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	37.825	27.208333333333336	4452.491666666667	79.11111111111111	5585.777777777777	17.333333333333332
14	23	999	Statewide	23	Building equipment contractors	23	2382	0500000US230010500000US230010500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230190500000US230190500000US230210500000US230210500000US230230500000US230230500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	2402.75	13259.75	651564.625	6635.111111111111	332037.8888888889	1204.888888888889
15	23	999	Statewide	23	Building finishing contractors	23	2383	0500000US230010500000US230010500000US230030500000US230030500000US230050500000US230050500000US230070500000US230070500000US230090500000US230090500000US230110500000US230110500000US230130500000US230130500000US230150500000US230150500000US230170500000US230170500000US230190500000US230190500000US230210500000US230210500000US230230500000US230230500000US230250500000US230250500000US230270500000US230270500000US230290500000US230290500000US230310500000US23031	1444.625	5530.875	221598.25	2983.222222222222	118678.11111111112	717.0
