	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab	emp	payann
0	21	999	Statewide	11	Crop harvesting, primarily by machine	21	115113	0500000US210450500000US210450500000US210510500000US21051	4.0	0.0	0.0
1	21	999	Statewide	11	Farm labor contractors and crew leaders	21	115115	0500000US210170500000US210430500000US210430500000US210590500000US210650500000US210670500000US211610500000US211610500000US211710500000US21171	10.0	0.0	0.0
2	21	999	Statewide	11	Farm management services	21	115116	0500000US210170500000US210670500000US210670500000US211410500000US21141	5.0	0.0	0.0
3	21	999	Statewide	11	Finfish fishing	21	114111	0500000US210750500000US21145	2.0	0.0	0.0
4	21	999	Statewide	11	Forest nurseries and gathering of forest products	21	113210	0500000US21207	1.0	0.0	0.0
5	21	999	Statewide	11	Hunting and trapping	21	114210	0500000US210070500000US210070500000US210830500000US211870500000US21187	5.0	0.0	0.0
6	21	999	Statewide	11	Logging	21	113310	0500000US210010500000US210030500000US210070500000US210130500000US210130500000US210230500000US210270500000US210270500000US210310500000US210310500000US210330500000US210330500000US210370500000US210370500000US210430500000US210430500000US210450500000US210450500000US210470500000US210590500000US210590500000US210650500000US210650500000US210830500000US210830500000US210850500000US210850500000US210950500000US210950500000US210990500000US210990500000US211050500000US211050500000US211070500000US211070500000US211090500000US211090500000US211150500000US211150500000US211190500000US211250500000US211250500000US211310500000US211310500000US211330500000US211330500000US211390500000US211390500000US211450500000US211470500000US211470500000US211490500000US211530500000US211550500000US211550500000US211610500000US211610500000US211630500000US211630500000US211650500000US211650500000US211750500000US211750500000US211830500000US211830500000US211870500000US211930500000US211930500000US211950500000US211950500000US211990500000US211990500000US212050500000US212110500000US212110500000US212170500000US212170500000US212190500000US212190500000US212210500000US212210500000US212310500000US212310500000US212350500000US212350500000US212370500000US21237	140.3	146.60833333333332	4088.85
7	21	999	Statewide	11	Postharvest crop activities (except cotton ginning)	21	115114	0500000US210370500000US210470500000US211410500000US211410500000US211850500000US212290500000US21229	7.25	0.0	0.0
8	21	999	Statewide	11	Shellfish fishing	21	114112	0500000US212070500000US21207	2.0	0.0	0.0
9	21	999	Statewide	11	Soil preparation, planting, and cultivating	21	115112	0500000US210010500000US210010500000US210230500000US210350500000US210350500000US210590500000US210670500000US210670500000US210830500000US210830500000US211010500000US211010500000US211490500000US211490500000US212090500000US212090500000US212170500000US21231	22.25	3.5714285714285716	184.42857142857142
10	21	999	Statewide	11	Support activities for animal production	21	115210	0500000US210030500000US210030500000US210050500000US210090500000US210090500000US210150500000US210150500000US210170500000US210170500000US210210500000US210230500000US210230500000US210270500000US210290500000US210290500000US210330500000US210330500000US210450500000US210450500000US210470500000US210490500000US210490500000US210530500000US210530500000US210670500000US210670500000US210710500000US210750500000US210750500000US210790500000US210790500000US210830500000US210830500000US210930500000US210930500000US210970500000US211010500000US211010500000US211030500000US211030500000US211070500000US211110500000US211110500000US211130500000US211130500000US211370500000US211490500000US211510500000US211550500000US211570500000US211570500000US211670500000US211670500000US211710500000US211770500000US211770500000US211810500000US211850500000US211850500000US211910500000US211910500000US212070500000US212090500000US212090500000US212110500000US212110500000US212150500000US212190500000US212190500000US212250500000US212250500000US212270500000US212390500000US21239	256.44880952380953	1895.4690476190476	72982.74166666667
11	21	999	Statewide	11	Support activities for forestry	21	115310	0500000US210110500000US210290500000US210290500000US210490500000US210490500000US210610500000US210710500000US211110500000US211370500000US211370500000US211430500000US211430500000US211510500000US211510500000US211690500000US211710500000US21227	19.0	0.0	0.0
12	21	999	Statewide	11	Timber tract operations	21	113110	0500000US210930500000US21125	2.0	0.0	0.0
13	21	999	Statewide	21	All other nonmetallic mineral mining	21	212399	0500000US21111	1.0	0.0	0.0
14	21	999	Statewide	21	Anthracite mining	21	212113	0500000US210130500000US210130500000US210650500000US211010500000US21177	5.0	0.0	0.0
15	21	999	Statewide	21	Bituminous coal and lignite surface mining	21	212111	0500000US210130500000US210130500000US210190500000US210190500000US210250500000US210250500000US210510500000US210510500000US210590500000US210590500000US210670500000US210670500000US210710500000US210710500000US210730500000US210950500000US210950500000US211010500000US211010500000US211070500000US211070500000US211150500000US211150500000US211190500000US211190500000US211210500000US211210500000US211250500000US211250500000US211270500000US211270500000US211290500000US211290500000US211310500000US211310500000US211330500000US211330500000US211490500000US211490500000US211590500000US211590500000US211750500000US211770500000US211770500000US211830500000US211890500000US211930500000US211930500000US211950500000US211950500000US211990500000US212250500000US212250500000US212330500000US212330500000US212350500000US21235	207.51309523809525	4725.398809523809	373945.45595238096
16	21	999	Statewide	21	Bituminous coal underground mining	21	212112	0500000US210130500000US210130500000US210190500000US210190500000US210250500000US210510500000US210510500000US210670500000US210670500000US210710500000US210710500000US210950500000US210950500000US211010500000US211010500000US211070500000US211070500000US211150500000US211150500000US211190500000US211190500000US211210500000US211210500000US211250500000US211250500000US211270500000US211270500000US211310500000US211330500000US211330500000US211490500000US211530500000US211530500000US211590500000US211590500000US211750500000US211770500000US211770500000US211830500000US211930500000US211930500000US211950500000US211950500000US212250500000US212250500000US212330500000US212330500000US212350500000US21235	209.28095238095239	7189.488095238095	468099.4273809524
17	21	999	Statewide	21	Clay and ceramic and refractory minerals mining	21	212325	0500000US210430500000US21043	2.0	0.0	0.0
18	21	999	Statewide	21	Construction sand and gravel mining	21	212321	0500000US210130500000US210130500000US210150500000US210150500000US210410500000US210410500000US210590500000US210590500000US210710500000US210710500000US210830500000US210830500000US210990500000US211110500000US211110500000US211350500000US211350500000US211390500000US211390500000US21235	20.0	0.0	0.0
