	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	23	999	Statewide	11	Farm labor contractors and crew leaders	23	115115	1.25	1.25
2	23	999	Statewide	11	Farm management services	23	115116	2.0	1.3333333333333333
4	23	999	Statewide	11	Forest nurseries and gathering of forest products	23	113210	4.0	1.6
5	23	999	Statewide	11	Hunting and trapping	23	114210	2.0	1.0
8	23	999	Statewide	11	Postharvest crop activities (except cotton ginning)	23	115114	1.0	1.0
16	23	999	Statewide	21	Crude petroleum and natural gas extraction	23	211111	1.0	1.0
20	23	999	Statewide	21	Other crushed and broken stone mining and quarrying	23	212319	1.0	1.0
21	23	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	23	213115	1.0	1.0
22	23	999	Statewide	21	Support activities for oil and gas operations	23	213112	1.0	1.0
23	23	999	Statewide	22	Biomass electric power generation	23	221117	2.25	2.0
29	23	999	Statewide	22	Sewage treatment facilities	23	221320	1.0	1.0
30	23	999	Statewide	22	Solar electric power generation	23	221114	1.0	1.0
65	23	999	Statewide	31	All other miscellaneous food manufacturing	23	311999	7.8	4.0
68	23	999	Statewide	31	Apparel accessories and other apparel manufacturing	23	315990	3.4	2.0
69	23	999	Statewide	31	Bottled water manufacturing	23	312112	7.0	7.0
74	23	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	23	311351	3.2	2.4
78	23	999	Statewide	31	Cookie and cracker manufacturing	23	311821	2.0	1.0
79	23	999	Statewide	31	Creamery butter manufacturing	23	311512	2.0	1.2
83	23	999	Statewide	31	Dog and cat food manufacturing	23	311111	3.0	1.5
84	23	999	Statewide	31	Dried and dehydrated food manufacturing	23	311423	3.0	1.8
86	23	999	Statewide	31	Fabric coating mills	23	313320	3.25	2.0
88	23	999	Statewide	31	Flavoring syrup and concentrate manufacturing	23	311930	1.8	1.8
89	23	999	Statewide	31	Flour milling	23	311211	2.0	1.6666666666666667
92	23	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	23	311813	3.0	2.6
94	23	999	Statewide	31	Frozen specialty food manufacturing	23	311412	1.0	1.0
96	23	999	Statewide	31	Ice cream and frozen dessert manufacturing	23	311520	4.0	3.8
97	23	999	Statewide	31	Ice manufacturing	23	312113	4.0	3.2
98	23	999	Statewide	31	Leather and hide tanning and finishing	23	316110	2.0	2.0
99	23	999	Statewide	31	Malt manufacturing	23	311213	1.0	1.0
102	23	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	23	315220	2.0	1.6
106	23	999	Statewide	31	Other cut and sew apparel manufacturing	23	315280	1.0	1.0
107	23	999	Statewide	31	Other snack food manufacturing	23	311919	2.0	1.4
109	23	999	Statewide	31	Poultry processing	23	311615	1.0	1.0
111	23	999	Statewide	31	Roasted nuts and peanut butter manufacturing	23	311911	1.0	1.0
114	23	999	Statewide	31	Soft drink manufacturing	23	312111	2.0	1.3333333333333333
115	23	999	Statewide	31	Spice and extract manufacturing	23	311942	2.0	2.0
118	23	999	Statewide	31	Tobacco manufacturing	23	312230	1.0	1.0
119	23	999	Statewide	31	Tortilla manufacturing	23	311830	3.0	1.25
120	23	999	Statewide	31	Wet corn milling	23	311221	2.0	2.0
122	23	999	Statewide	31	Women's handbag and purse manufacturing	23	316992	6.25	2.2
124	23	999	Statewide	32	Adhesive manufacturing	23	325520	1.0	1.0
125	23	999	Statewide	32	All other basic organic chemical manufacturing	23	325199	3.0	1.25
126	23	999	Statewide	32	All other converted paper product manufacturing	23	322299	1.0	1.0
127	23	999	Statewide	32	All other miscellaneous chemical product and preparation manufacturing	23	325998	2.0	2.0
131	23	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	23	325220	1.0	1.0
133	23	999	Statewide	32	Asphalt shingle and coating materials manufacturing	23	324122	2.0	2.0
135	23	999	Statewide	32	Books printing	23	323117	1.0	1.0
136	23	999	Statewide	32	Cement manufacturing	23	327310	1.0	1.0
137	23	999	Statewide	32	Clay building material and refractories manufacturing	23	327120	2.0	2.0
140	23	999	Statewide	32	Concrete block and brick manufacturing	23	327331	3.0	2.8
142	23	999	Statewide	32	Custom compounding of purchased resins	23	325991	1.0	1.0
145	23	999	Statewide	32	Engineered wood member (except truss) manufacturing	23	321213	1.25	1.25
146	23	999	Statewide	32	Explosives manufacturing	23	325920	1.0	1.0
148	23	999	Statewide	32	Flat glass manufacturing	23	327211	1.0	1.0
149	23	999	Statewide	32	Folding paperboard box manufacturing	23	322212	1.0	1.0
151	23	999	Statewide	32	Ground or treated mineral and earth manufacturing	23	327992	1.0	1.0
152	23	999	Statewide	32	Hardwood veneer and plywood manufacturing	23	321211	2.0	1.6
154	23	999	Statewide	32	Industrial gas manufacturing	23	325120	2.0	2.0
155	23	999	Statewide	32	Laminated plastics plate, sheet (except packaging), and shape manufacturing	23	326130	2.0	2.0
156	23	999	Statewide	32	Medicinal and botanical manufacturing	23	325411	3.0	1.4
157	23	999	Statewide	32	Mineral wool manufacturing	23	327993	2.0	2.0
158	23	999	Statewide	32	Newsprint mills	23	322122	2.0	1.25
163	23	999	Statewide	32	Other paperboard container manufacturing	23	322219	3.0	1.6
164	23	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	23	327212	2.0	1.4
165	23	999	Statewide	32	Paint and coating manufacturing	23	325510	1.8	1.8
167	23	999	Statewide	32	Paper bag and coated and treated paper manufacturing	23	322220	2.5	2.2
168	23	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	23	325320	1.0	1.0
169	23	999	Statewide	32	Petrochemical manufacturing	23	325110	1.0	1.0
170	23	999	Statewide	32	Petroleum lubricating oil and grease manufacturing	23	324191	1.0	1.0
172	23	999	Statewide	32	Phosphatic fertilizer manufacturing	23	325312	1.0	1.0
173	23	999	Statewide	32	Photographic film, paper, plate, and chemical manufacturing	23	325992	1.0	1.0
174	23	999	Statewide	32	Plastics bag and pouch manufacturing	23	326111	1.0	1.0
176	23	999	Statewide	32	Plastics material and resin manufacturing	23	325211	1.0	1.0
177	23	999	Statewide	32	Plastics packaging film and sheet (including laminated) manufacturing	23	326112	1.0	1.0
179	23	999	Statewide	32	Polish and other sanitation good manufacturing	23	325612	1.0	1.0
180	23	999	Statewide	32	Polystyrene foam product manufacturing	23	326140	1.0	1.0
186	23	999	Statewide	32	Sanitary paper product manufacturing	23	322291	1.0	1.0
188	23	999	Statewide	32	Soap and other detergent manufacturing	23	325611	3.0	1.8
190	23	999	Statewide	32	Surface active agent manufacturing	23	325613	1.0	1.0
191	23	999	Statewide	32	Synthetic dye and pigment manufacturing	23	325130	1.0	1.0
192	23	999	Statewide	32	Synthetic rubber manufacturing	23	325212	2.0	2.0
193	23	999	Statewide	32	Tire retreading	23	326212	4.0	3.2
194	23	999	Statewide	32	Toilet preparation manufacturing	23	325620	3.2	2.2
197	23	999	Statewide	32	Unlaminated plastics profile shape manufacturing	23	326121	1.0	1.0
202	23	999	Statewide	33	Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing	23	333415	2.0	2.0
203	23	999	Statewide	33	Aircraft engine and engine parts manufacturing	23	336412	2.0	1.2
204	23	999	Statewide	33	Aircraft manufacturing	23	336411	2.2	1.8
205	23	999	Statewide	33	All other miscellaneous electrical equipment and component manufacturing	23	335999	1.4	1.4
209	23	999	Statewide	33	All other transportation equipment manufacturing	23	336999	1.0	1.0
210	23	999	Statewide	33	Aluminum foundries (except die-casting)	23	331524	1.0	1.0
211	23	999	Statewide	33	Ammunition (except small arms) manufacturing	23	332993	1.0	1.0
214	23	999	Statewide	33	Automobile manufacturing	23	336111	1.0	1.0
215	23	999	Statewide	33	Bare printed circuit board manufacturing	23	334412	2.0	1.2
216	23	999	Statewide	33	Blank magnetic and optical recording media manufacturing	23	334613	1.0	1.0
217	23	999	Statewide	33	Blind and shade manufacturing	23	337920	1.0	1.0
219	23	999	Statewide	33	Broom, brush, and mop manufacturing	23	339994	2.0	1.4
220	23	999	Statewide	33	Capacitor, resistor, coil, transformer, and other inductor manufacturing	23	334416	2.2	2.2
221	23	999	Statewide	33	Carbon and graphite product manufacturing	23	335991	1.0	1.0
222	23	999	Statewide	33	Computer terminal and other computer peripheral equipment manufacturing	23	334118	2.0	2.0
223	23	999	Statewide	33	Construction machinery manufacturing	23	333120	4.0	3.4
224	23	999	Statewide	33	Conveyor and conveying equipment manufacturing	23	333922	2.4	2.4
227	23	999	Statewide	33	Dental equipment and supplies manufacturing	23	339114	3.0	3.0
230	23	999	Statewide	33	Electric lamp bulb and part manufacturing	23	335110	1.0	1.0
232	23	999	Statewide	33	Electronic computer manufacturing	23	334111	1.0	1.0
237	23	999	Statewide	33	Fastener, button, needle, and pin manufacturing	23	339993	1.0	1.0
238	23	999	Statewide	33	Fluid power cylinder and actuator manufacturing	23	333995	1.2	1.2
239	23	999	Statewide	33	Fluid power pump and motor manufacturing	23	333996	1.0	1.0
240	23	999	Statewide	33	Fluid power valve and hose fitting manufacturing	23	332912	2.0	2.0
242	23	999	Statewide	33	Gasket, packing, and sealing device manufacturing	23	339991	1.0	1.0
243	23	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	23	336415	1.0	1.0
245	23	999	Statewide	33	Heating equipment (except warm air furnaces) manufacturing	23	333414	4.0	2.8
247	23	999	Statewide	33	Industrial and commercial fan and blower and air purification equipment manufacturing	23	333413	1.0	1.0
249	23	999	Statewide	33	Industrial process furnace and oven manufacturing	23	333994	2.0	1.2
250	23	999	Statewide	33	Industrial truck, trailer, and stacker machinery manufacturing	23	333924	2.0	1.8
252	23	999	Statewide	33	Institutional furniture manufacturing	23	337127	4.0	4.0
253	23	999	Statewide	33	Instrument manufacturing for measuring and testing electricity and electrical systems	23	334515	1.0	1.0
255	23	999	Statewide	33	Iron and steel mills and ferroalloy manufacturing	23	331110	2.25	1.2
258	23	999	Statewide	33	Light truck and utility vehicle manufacturing	23	336112	1.0	1.0
260	23	999	Statewide	33	Machine tool manufacturing	23	333517	2.0	1.4
261	23	999	Statewide	33	Mechanical power transmission equipment manufacturing	23	333613	2.0	2.0
263	23	999	Statewide	33	Metal crown, closure, and other metal stamping (except automotive)	23	332119	2.0	1.6
264	23	999	Statewide	33	Metal household furniture manufacturing	23	337124	3.0	2.2
265	23	999	Statewide	33	Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing	23	332215	1.0	1.0
