"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Mendenhall ","","32.035084","-89.840811","Apple Valley Produce","MS","132 Apple Valley Drive","bedding plants crafts woodworking cut-flowers herbs fresh-fruits fresh-vegetables nursery-stock nuts","","farm","","39114"
"Caledonia","https://www.facebook.com/dowdlefamilyfarms","33.657881","-88.307479","Dowdle Family Farms","MS","1412 Seed Tick Rd","fresh-vegetables honey poultry fowl red-meat non-poultry-meat","","farm","dowdlefamilyfarms.com","39740"
"Dumas","HAYS Berry FARM","34.5481221","-88.8354170","Hays Berry Farms","MS","1041 C.R. 182 ","coffee tea fresh-fruits fresh-vegetables honey","","farm","www.haysberryfarms.com","38625"
"Hattiesburg ","https://www.facebook.com/#!/LeafRiverHoney","31.377864","-89.291007","LEAF RIVER HONEY","MS","270 MONROE RD.","honey","","farm","","39401"
"Macon","New Grass Farms","33.130152","-88.460969","New Grass Farms","MS","2817 Douglass Rd","coffee tea nuts red-meat non-poultry-meat","","farm","www.newgrassfarms.com","39341"
"Canton","https://facebook.com/remingtonlottfarms","32.643040","-89.919910","Remington-Lott Farms","MS","1300 Sharon Road","pet-food","","farm","https://www.remingtonlottfarms.com","39046"
"Lena","https://www.facebook.com/ReyerFarms","32.5705997","-89.5583399","Reyer Farms","MS","1098 County Line Rd","","","farm","www.reyerfarms.com","39094"
"West Point ","","33.5903942","-88.6620892","Swords Pecans LLC","MS","10392 Highway 45 Alt North","","","farm","","39773"
"Petal","https://www.facebook.com/TallahalaCreekFarm","31.363646","-89.111163","Tallahala Creek Farms, LLC","MS","4952 HWY 29","fresh-fruits fresh-vegetables","","farm","","39465"
"Como","fb.me/comofarmersmarket@facebook.com","34.513561","-89.939947","Como Farmer's Market","MS","Main Street","baked goods vegetables jams plants","","market","http://comofarmark@aol.com","38619"
"Madison ","https://www.facebook.com/DowntownMadisonFarmersMarket","32.460885","-90.114634","Downtown Madison Farmers Market","MS","2103 Main Street / Historic Red Caboose Site","baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat nuts prepared-foods soap coffee fruits","","market","","39110"
"Hernando","https://www.facebook.com/pages/Hernando-Farmers-Market/","34.823026","-89.994281","Hernando Farmers Market","MS","2535 Highway 51 South","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants prepared-foods soap trees coffee beans fruits grains juices mushrooms pet food","","market","http://www.cityofhernando.org/farmersmarket","38632"
"Laurel","facebook.com/downtownlaurelfarmersmarket/","31.692522","-89.130033","Laurel Farmers Market","MS","","baked goods cheese crafts flowers eggs herbs vegetables honey jams nuts plants prepared-foods soap coffee fruits juices wild","","market","http://downtownthursday.com","39440"
"Oxford","https://www.facebook.com/mtmarket","34.373647","-89.516816","Mid-Town Farmers Market","MS","700 North Lamar Blvd.","baked goods flowers eggs herbs vegetables honey jams meat plants prepared-foods soap coffee fruits","","market","http://www.mtfarmersmarket.com","38655"
"Batesville","","34.316885","-89.952098","Square Market","MS","Public Square","baked goods crafts flowers herbs vegetables honey jams soap fruits","","market","http://www.batesvillemainstreet.com/events/","38606"
"Tupelo","tupelo farmers depot","34.253733","-88.704327","Tupelo Farmers' Depot","MS","415 South Spring Street","baked goods flowers herbs vegetables honey jams nuts plants prepared-foods soap coffee fruits mushrooms","","market","http://www.tupelomainstreet.com","38804"
