	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
4	29	999	Statewide	11	Finfish fishing	29	114111	3.0	1.0
13	29	999	Statewide	21	All other metal ore mining	29	212299	2.0	1.0
14	29	999	Statewide	21	All other nonmetallic mineral mining	29	212399	3.0	1.6
15	29	999	Statewide	21	Anthracite mining	29	212113	1.0	1.0
16	29	999	Statewide	21	Bituminous coal and lignite surface mining	29	212111	6.0	1.8
17	29	999	Statewide	21	Bituminous coal underground mining	29	212112	2.0	1.0
26	29	999	Statewide	21	Gold ore mining	29	212221	2.0	1.0
28	29	999	Statewide	21	Iron ore mining	29	212210	2.0	1.0
29	29	999	Statewide	21	Lead ore and zinc ore mining	29	212231	10.0	5.0
30	29	999	Statewide	21	Natural gas liquid extraction	29	211112	4.0	2.5
32	29	999	Statewide	21	Support activities for coal mining	29	213113	3.0	1.75
34	29	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	29	213115	4.0	1.4
36	29	999	Statewide	22	Biomass electric power generation	29	221117	2.0	1.0
40	29	999	Statewide	22	Hydroelectric power generation	29	221111	6.0	2.2
42	29	999	Statewide	22	Nuclear electric power generation	29	221113	2.25	1.2
45	29	999	Statewide	22	Steam and air-conditioning supply	29	221330	4.0	1.8
47	29	999	Statewide	22	Wind electric power generation	29	221115	1.0	2.0
84	29	999	Statewide	31	Beet sugar manufacturing	29	311313	2.0	1.0
85	29	999	Statewide	31	Bottled water manufacturing	29	312112	4.0	1.4
86	29	999	Statewide	31	Breakfast cereal manufacturing	29	311230	5.0	2.5555555555555554
89	29	999	Statewide	31	Cane sugar manufacturing	29	311314	3.5	1.6
90	29	999	Statewide	31	Carpet and rug mills	29	314110	2.0	2.0
91	29	999	Statewide	31	Cheese manufacturing	29	311513	15.0	6.666666666666667
92	29	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	29	311351	5.0	1.6
101	29	999	Statewide	31	Dried and dehydrated food manufacturing	29	311423	2.0	1.75
104	29	999	Statewide	31	Fabric coating mills	29	313320	7.0	2.2
106	29	999	Statewide	31	Fiber, yarn, and thread mills	29	313110	1.0	1.0
107	29	999	Statewide	31	Flavoring syrup and concentrate manufacturing	29	311930	4.0	1.4
111	29	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	29	311813	4.25	2.5555555555555554
112	29	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	29	311411	4.0	2.0
115	29	999	Statewide	31	Hosiery and sock mills	29	315110	1.0	1.0
116	29	999	Statewide	31	Ice cream and frozen dessert manufacturing	29	311520	14.583333333333334	5.333333333333333
119	29	999	Statewide	31	Malt manufacturing	29	311213	2.0	1.0
123	29	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	29	313220	6.0	2.0
134	29	999	Statewide	31	Rice milling	29	311212	4.0	2.0
135	29	999	Statewide	31	Roasted nuts and peanut butter manufacturing	29	311911	4.0	1.6
136	29	999	Statewide	31	Rope, cordage, twine, tire cord, and tire fabric mills	29	314994	2.0	1.0
137	29	999	Statewide	31	Seafood product preparation and packaging	29	311710	2.0	1.0
144	29	999	Statewide	31	Tobacco manufacturing	29	312230	4.0	1.6
145	29	999	Statewide	31	Tortilla manufacturing	29	311830	3.0	1.5
149	29	999	Statewide	32	Abrasive product manufacturing	29	327910	6.0	3.0
156	29	999	Statewide	32	All other petroleum and coal products manufacturing	29	324199	7.0	3.2
159	29	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	29	325220	1.0	1.0
175	29	999	Statewide	32	Engineered wood member (except truss) manufacturing	29	321213	7.0	2.6
177	29	999	Statewide	32	Explosives manufacturing	29	325920	2.0	1.0
180	29	999	Statewide	32	Glass container manufacturing	29	327213	4.0	1.6
183	29	999	Statewide	32	Gypsum product manufacturing	29	327420	6.0	2.8
184	29	999	Statewide	32	Hardwood veneer and plywood manufacturing	29	321211	1.0	1.0
189	29	999	Statewide	32	Manufactured home (mobile home) manufacturing	29	321991	3.0	1.75
199	29	999	Statewide	32	Paper (except newsprint) mills	29	322121	2.0	1.0
204	29	999	Statewide	32	Petroleum refineries	29	324110	2.0	1.5
206	29	999	Statewide	32	Phosphatic fertilizer manufacturing	29	325312	5.0	2.2
220	29	999	Statewide	32	Reconstituted wood product manufacturing	29	321219	5.0	2.5555555555555554
227	29	999	Statewide	32	Synthetic dye and pigment manufacturing	29	325130	4.25	2.5555555555555554
228	29	999	Statewide	32	Synthetic rubber manufacturing	29	325212	2.0	1.0
242	29	999	Statewide	33	Aircraft manufacturing	29	336411	10.666666666666666	4.333333333333333
248	29	999	Statewide	33	Alumina refining and primary aluminum production	29	331313	3.0	1.2
250	29	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	29	331315	4.0	2.0
251	29	999	Statewide	33	Ammunition (except small arms) manufacturing	29	332993	2.0	2.0
256	29	999	Statewide	33	Ball and roller bearing manufacturing	29	332991	2.0	1.0
257	29	999	Statewide	33	Bare printed circuit board manufacturing	29	334412	6.0	2.6
262	29	999	Statewide	33	Capacitor, resistor, coil, transformer, and other inductor manufacturing	29	334416	3.0	1.2
