"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Bandera","https://www.facebook.com/AGardenInEveryHome","29.745359","-99.035729","A Garden in Every Home","TX","251 Lost Oak","bedding plants cut-flowers fresh-fruits nursery-stock","","farm","http://www.agardenineveryhome.com/","78003"
"Rockwall","https://www.facebook.com/pages/A-Touch-of-Earth-Gardens/204045213012249?pnref=lhc","32.875836","-96.436831","A Touch of Earth Gardens","TX","838 H. Wallace Ln.","baked-goods canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey","","farm","","75032"
"Magnolia","https://www.facebook.com/pages/Bar-M-Ranch/138325886265765","30.125433","-95.672724","Bar M Ranch","TX","26319 Decker Prairie Rosehill Rd.","red-meat non-poultry-meat","","farm","www.bmrcattle.com","77355"
"EL PASO","","31.878107","-106.617364","Blessed Organics LLC","TX","6176 RIVER PARK PL","fresh-vegetables","","farm","https://www.BlessedOrganicsLLC.com/","79932"
"Trinity ","","30.996667","-95.307772","Bluebonnet Berries","TX","10356 South State Hwy 94","fresh-fruits","","farm","bjtjwt@msn.com","75862"
"Anderson ","https://www.facebook.com/BriersSimmentalRanch","30.4618557","-95.9248034","Briers Simmental Ranch","TX","5349 FM 244","","","farm","",""
"Elgin","https://www.facebook.com/pages/Coyote-Creek-Organic-Feed-Mill-and-Farm/119211684770073?ref=hl","30.3619800","-97.4285170","Coyote Creek Organic Farm and Feed Mill","TX","13817 Klaus Lane","eggs","https://twitter.com/CoyoteCreekFarm","farm","CoyoteCreekFarm.com","78621"
"Weimar","https://www.facebook.com/pages/Cuts-Of-Color/114984438567908","29.679000","-96.704865","Cuts Of Color","TX","1166 CR 210","cut-flowers","","farm","www.cutsofcolor.com","78962"
"Tyler","","32.437659","-95.141124","Deep Creek Farm","TX","15970 highway 271","canned preserved cut-flowers fresh-fruits honey","","farm","","75708"
"Lexington","https://www.facebook.com/pages/Dewberry-Hills-Farm/282475245128234","30.403759","-97.027186","Dewberry Hills Farm","TX","5619 FM 1624","poultry fowl","","farm","www.dhfarms.com","78947"
"Brownsboro","","32.2439146","-95.6408542","Echo Springs Blueberry Farm","TX","7235 FM 607","baked-goods bedding plants canned preserved coffee tea crafts woodworking herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nursery-stock prepared-foods soap body-care","","farm","www.echospringsblueberyfarm.com","75778"
"Corpus Christi","","27.682065","-97.402830","Ficarro Farms","TX","","coffee tea herbs pet-food wild-harvested forest-products","twitter.com/lfficarro","farm","ficarrofarms.com","78413"
"Sealy","","29.801639","-96.303691","Flaylers Fruit Farm","TX","11366 Hahn Rd","fresh-fruits fresh-vegetables","","farm","","77474"
"Ladonia","","33.379028","-95.868255","FLOHAS Farms","TX","8564 County Road 4912","eggs fresh-fruits fresh-vegetables honey","","farm","flohasfarms.com","75449"
"Alvin","","29.4172010","-95.2694080","Funky Monkey Farms, LLC","TX","780 Burton St.","baked-goods bedding plants dairy products eggs herbs fresh-fruits fresh-vegetables soap body-care","","farm","Www.funkymonkeyfarms.com","77511"
"KEMAH","www.facebook.com/gardenkidskemah","29.528392","-95.027307","Gardenkids of Kemah","TX","","bedding plants herbs fresh-vegetables","","farm","www.gardenkidskemah.org","77565"
"Abilene","grapevinefarms","32.4825850","-99.7252880","Grapevine Farms","TX","2826 West Lake Road, ","canned preserved eggs herbs fresh-vegetables honey poultry fowl","","farm","www.grapevinefarms.com","79601"
"Hawkins","","32.5975978","-95.2070622","Hawkins Organic","TX","170 Yates Street","fresh-fruits","","farm","","75765"
"Roanoke","https://www.facebook.com/HenriettaCreekAppleOrchard","32.986277","-97.297603","Henrietta Creek Orchard","TX","14255 Old Denton Road","","","farm","Henrietta creek orchard.com","76262"
"Cedar Hill","Honey's Acres Farm","32.561252","-96.937545","Honey's Acres Farm","TX","1350 Stoney Creek Dr","baked-goods canned preserved eggs herbs fresh-vegetables grains flour honey poultry fowl red-meat non-poultry-meat","","farm","","75104"
"Amarillo","https://www.facebook.com/pages/Honeys-Farm-Fresh/201738469838822","35.0464500","-101.9375880","Honey's Farm Fresh","TX","16100 FM 2590","eggs honey poultry fowl soap body-care","","farm","www.honeysfarmfresh.com","79119"
"Houston ","@HopeFarmsHTX","29.645582","-95.367588","Hope Farms Market","TX","10401 Scott Street","bedding plants cut-flowers eggs herbs fresh-fruits fresh-vegetables honey","","farm","Www.hopefarmshtx.org","77051"
"Plantersville","https://www.facebook.com/jollisantfarm","30.325124","-95.821647","Jollisant Farms Strawberry & Vegetable Garden","TX","11351 County Road 203","eggs fresh-fruits fresh-vegetables honey","","farm","www.Jollisantfarms.com","77363"
"Troy","","31.160251","-97.260941","JZJ Natural Beef","TX","8371 Bottoms Road","","","farm","jzjbeefmasters.com and jzjnaturalbeef.com","76569"
"Detroit","https://www.facebook.com/pages/Kiomatia Blueberry Farm/437803346331761","33.878438","-95.223135","Kiomatia Blueberry Farm","TX","16602 Farm Road 410 North","fresh-fruits","","farm","","75436"
"Hico","https://www.facebook.com/libertyfarmsdairy","31.991469","-97.964857","Liberty Farms Dairy","TX","287 County Road 2495","dairy products","","farm","www.libertdairyfarms.com","76457"
"Elgin","","30.394821","-97.390609","Lund Produce Co. Branchgrove Farms","TX","15906 County Line Rd.","bedding plants fresh-fruits fresh-vegetables","","farm","","78621"
"Coyanosa","www.facebook.com/mandujanobrothersproduce","31.263145","-103.067564","Mandujano Brothers","TX","FM 1776 And Watermelon Row","fresh-fruits fresh-vegetables prepared-foods","","farm","","79730"
"Italy","","32.100708","-96.862786","Mill Creek Meat Company LLC","TX","2408 Hamrock Rd","red-meat non-poultry-meat","","farm","millcreekmeatcompany.com","76651"
"Campbell ","","33.144244","-95.888151","Moleyville Farms","TX","672 fm 4116","honey","","farm","","75422"
"Manor","","30.2618250","-97.4827530","Munkebo Farm","TX","20826 Blake Manor Rd.","","","farm","www.munkebofarm.com","78653"
"Gause","","30.764064","-96.641107","Natural Pasture Farms","TX","976 county rd 351","crafts woodworking eggs fresh-vegetables poultry fowl red-meat non-poultry-meat","","farm","https://www.naturalpasturefarms.com","77857"
"Montgomery","https://www.facebook.com/pages/P-6-Farms/230130763705630","30.3945978","-95.7353421","P-6 Farms","TX","9963 Pooles Road","canned preserved coffee tea crafts woodworking eggs fresh-fruits fresh-vegetables honey juices ciders prepared-foods red-meat non-poultry-meat","","farm","www.p-6farms.com","77356"
"Hockley","www.Facebook.com/PartybarnFarm","30.045827","-95.799977","Partybarn Farm","TX","18611 Becker Rd","dry beans eggs fresh-vegetables grains flour honey","","farm","www.partybarnfarm.com","77447"
"Oglesby","https://www.facebook.com/pages/Punkin-Center-Berry-Farm/498097476896300","31.4786277","-97.5318352","Punkin Center Berry Farm","TX","1785 Waldo Road","fresh-fruits fresh-vegetables","","farm","punkincenterberryfarm.com","76561"
"Cumby","Bobbi Smith","33.2184740","-95.7738510","Rockin Bar B Ranch","TX","5261 CR 4738","","","farm","","75433"
"Alto","","31.5267890","-94.9915788","Ruby-Farm","TX","1057 County Road 2732","canned preserved fresh-vegetables","","farm","ruby-farm.com","75925"
"Decatur","","33.184096","-97.439859","SB Longhorns","TX","3857 FM 2264","red-meat non-poultry-meat","","farm","www.sblonghorns.com","76234"
"TERRELL","https://www.facebook.com/larkinfarm","32.814598","-96.196888","SerenityFarm.farm","TX","19892 N STATE HWY 34","eggs poultry fowl red-meat non-poultry-meat","","farm","SerenityFarm.farm","75161"
"Diboll","","31.261484","-94.768853","Spoiled Hen Coop and Run","TX","","eggs","","farm","",""
