"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Spencer","www.facebook.com/BakerMountainFarm","35.6268090","-85.5082440","Apples and More Baker Mountain Farm","TN","351 Pioneer Lane","baked-goods canned preserved crafts woodworking eggs fresh-fruits honey juices ciders maple-products prepared-foods","","farm","www.BakerMountainFarm.com","38585"
"Lewisburg","https://www.facebook.com/beesweetberryfarm","35.4242822","-86.8713695","Bee Sweet Berry Farm","TN","1442 Globe Road","","","farm","www.beesweetberryfarm.com","37091"
"Granville","https://www.facebook.com/pages/Bell-Point-Farms/430747496942129","36.275492","-85.756980","Bell Point Farms","TN","5374 Granville Highway","canned preserved herbs fresh-vegetables","","farm","http://bellpointfarms.weebly.com","38564"
"Lawrenceburg","","35.4021592","-87.4014521","Blueberries on the Buffalo Farm","TN","78 Cemetery Road","fresh-fruits","","farm","http://www.localharvest.org/blueberries-on-the-buffalo-farm-M11313","38464"
"Dandridge","https://www.facebook.com/brewersmushrooms","35.999641","-83.538797","Brewers Mushrooms","TN","850 Hide A Way Road","mushrooms","","farm","www.brewersmushrooms.com","37725"
"Corryton","https://www.facebook.com/clearspringsfarm","36.1429509","-83.8779050","Clear Springs Farm","TN","8411 Thompson School Rd.","","","farm","Clearspringsfarm.org","37721"
"Jonesborough","","36.3583110","-82.5698770","Clover Creek Farm","TN","529 Harmony Road","eggs poultry fowl","","farm","clovercreekhairsheep.com","37659"
"Clarksville","","36.476291","-87.200488","Cook's Ranch Beef","TN","3509 Shady Grove Rd.","red-meat non-poultry-meat","","farm","http://www.cooksranchbeef.com/","37043"
"New Market","","36.067779","-83.535384","Country Lane Farm","TN","351 Kearney Road","eggs herbs fresh-vegetables honey","","farm","","37820"
"Athens","","35.408838","-84.578432","Country Meadows Farm","TN","111 county road 663","","","farm","","37303"
"Cottage Grove ","","36.3407380","-88.4500470","Crum Farms Market","TN","7865 Jones Bend Rd","baked-goods canned preserved coffee tea dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products poultry fowl red-meat non-poultry-meat soap body-care","","farm","www.crumfarms.com","38224"
"Morrison","https://www.facebook.com/FarmerBrowns","35.642861","-85.856623","Farmer Brown's Hydroponics","TN","678 Arch Cope Road","baked-goods canned preserved prepared-foods","","farm","www.mcminnville.locallygrown.net","37357"
"Alexandria","","36.0742679","-86.0661790","Folsom Farms","TN","930 County Line Road","crafts woodworking eggs","","farm","folsomfarms.com","37012"
"nashville","https://www.facebook.com/GreenDoorGourmet","36.1406280","-86.9367487","Green Door Gourmet","TN","7011 River Road Pike","","","farm","http://www.greendoorgourmet.com/",""
"Franklin","","35.9842070","-86.8759640","Herron Family Pastures","TN","1810 Farmington Drive","eggs poultry fowl","Twitter.com/herronpastures ","farm","http://herronfamilypastures.com","37069"
"Mount Juliet","https://www.facebook.com/pages/Hickory-Bluff-Alpaca-Store/113452238708465","36.2262720","-86.4456030","Hickory Bluff Alpaca Farms","TN","7236 Lebanon Road","crafts woodworking soap body-care","","farm","www.hickorybluffalpacas@comcast.net","37122"
"Cookeville","","36.321966","-85.511189","Hidden Springs Orchard","TN","2204 Spring Creek Road","fresh-fruits","","farm","http://www.hiddenspringsorchard.com/Hidden_Springs_Orchard/Home.html","38501"
"Loudon","","35.838957","-84.381906","Honeys Blueberry Farm","TN","4333 Kingston Hwy","fresh-fruits honey","","farm","","37774"
"Southside","https://www.facebook.com/pages/JJ-Century-Farm/119301329270","36.317353","-87.320000","J&J Century Farm","TN","1219 Saint Michael Rd","eggs fish seafood herbs fresh-fruits fresh-vegetables prepared-foods","","farm","jandjcenturyfarm.com","37171"
"Rutledge ","https://www.facebook.com/JohnMixonFarms","36.2389460","-83.4406510","John Mixon Farms","TN","10499 Lakeshore Drive","","","farm","",""
"Jonesborough","","36.188927","-82.506812","Larry Thompson Farm","TN","236 Charlie Carsom Road","fresh-vegetables","","farm","","37659"
"new market","https://www.facebook.com/lickskilletfarmtn/?view_public_for=606733313099150","36.096586","-83.594876","Lick Skillet Farm","TN","800 Lick Skillet Lane","eggs poultry fowl","","farm","https://lickskillet.farm/","37820"
"Cookeville","little creek produce","36.204314","-85.550841","Little Creek Produce","TN","3500 Gainesboro Grade","bedding plants eggs fresh-fruits fresh-vegetables honey","","farm","www.littlecreekproduce.com","38501"
"Antioch","facebook.com/locallivingfarm","36.046995","-86.653208","Local Living Farm","TN","5318 Hickory Hollow Parkway","bedding plants canned preserved herbs fresh-fruits fresh-vegetables","@LocalLivingFarm","farm","www.locallivingfarm.com","37013"
"Millington","","35.3622159","-89.7757990","Rosemark Vinyards","TN","8605 Kerrville-Rosemark","","","farm","","38053"
"Tellico Plains","https://www.facebook.com/grampysanta?ref=hl","35.272781","-84.390989","Santa's Berry Farm","TN","620 Towee Falls Road","baked-goods canned preserved coffee tea crafts woodworking eggs fresh-vegetables honey","","farm","","37385"
"Monterey","","36.200363","-85.130135","Schrock Honeyacres","TN","154 Schrock Lane","honey","","farm","","38574"
"Jackson","","35.612607","-88.704793","Scott Apiaries","TN","3318 Beech Bluff Rd","","","farm","","38301"
"Adams","","36.5341940","-87.0901020","Sunbright Farm","TN","4575 Goodman Rd","","","farm","","37010"
"Cross Plains","none","36.5423980","-86.7505520","The Orchard","TN","6900 Blackberry Lane","fresh-fruits fresh-vegetables","","farm","the0rchard13@yahoo.com","37049"
"Spring City","","35.665743","-84.865813","Thedfords Blueberry Patch","TN","100 John Deere Dr.","","","farm","www.facebook.com/pages/Thedfords-Blueberries/215898395115204","37381"
"Santa Fe","","35.813344","-87.180602","Trace View Farm","TN","5985 Fly Hollow Road","fresh-fruits fresh-vegetables","","farm","","38482"
"Signal Mountain","www.facebook.com/waldenorganicfarm","35.150499","-85.326187","Walden Farm","TN","840 Murrell Rd.","fresh-fruits fresh-vegetables nursery-stock","","farm","","37377"
"Sweetwater ","https://www.facebook.com/WEEinTN","35.588133","-84.347185","WEE","TN","","baked-goods canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables prepared-foods","","farm","https://sites.google.com/site/weeintn/",""
"Cedar Hill","https://www.facebook.com/Woodallfarm","36.527640","-86.938033","Woodall Farm Strawberries","TN","4452 Kinney's School Road","","","farm","Picktnproducts.com","37032"
"Memphis","https://www.facebook.com/farmersmarketmemphis/","35.127452","-89.801733","Agricenter International Farmer's Market","TN","7777 Walnut Grove Rd","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat nuts poultry prepared-foods soap coffee fruits juices","https://twitter.com/Agricenter_Intl","market","http://www.agricenter.org/farmersmarket/","38120"
"Madison","","36.257792","-86.717491","Amqui Station Farmers Market","TN","303 Madison Street","baked goods cheese crafts eggs vegetables honey jams meat nuts poultry prepared-foods soap fruits mushrooms","","market","https://amquistation.org/farmers-market/","37115"
"Columbia","https://www.facebook.com/Columbia-Farmers-Fresh-Market","35.6187845","-87.0304808","Columbia Farmers Fresh Market ","TN","5th Street & Riverside Drive","baked goods crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits mushrooms pet food","","market","http://columbiafarmersfreshmarket.com/","38401"
"Dresden ","https://www.facebook.com/DresdenFarmersMarket/#","36.277008","-88.693465","Dresden Farmers Market","TN","421 Linden St.","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee fruits mushrooms wild","","market","http://www.cityofdresden.net/","38225"
"Nashville","https://www.facebook.com/eastnashvillefarmersmarket?fref=ts","36.172268","-86.764338","East Nashville Farmers' Market ","TN","511 Woodland Street","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat nuts plants poultry prepared-foods soap coffee fruits grains juices mushrooms pet food","enfarmersmkt","market","http://www.eastnashvillemarket.com","TN"
"Knoxville","https://www.facebook.com/EastsideSundayMarket/","35.976258","-83.900903","Eastside Sunday Market","TN","2020 MLK Jr. Ave","baked goods crafts flowers herbs vegetables honey meat plants poultry prepared-foods soap trees coffee fruits","","market","http://eastsidesundaymarket.org","37915"
"Gallatin","www.facebook.com/gallatinfarmersmarket/","36.388902","-86.448948","Gallatin Farmers Market ","TN","160 W Franklin St","baked goods crafts eggs herbs vegetables honey jams meat plants poultry soap coffee fruits","","market","http://www.gallatintn.org/life-in-gallatin/farmers-market","37066"
"Clarksville","www.facebook.com/hickorypointumcproducemarket","36.433597","-87.248620","Hickory Point UMC Produce Market","TN","2001 Lock B Road North","baked goods crafts vegetables honey jams maple soap fruits","","market","","37043"
"Dyersburg","https://www.facebook.com/groups/119877659959/","36.030081","-89.389549","Main Street Dyersburg Farmers Market","TN","335 Clark Ave. South","baked goods crafts flowers eggs vegetables honey meat nuts prepared-foods soap coffee fruits pet food","","market","","38024"
"Knoxville","https://www.facebook.com/marketsquarefarmersmarket/","35.965659","-83.910506","Market Square Farmers' Market","TN","500 Howard Baker Jr Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms pet food wild","https://twitter.com/MktSqFarmersMkt","market","https://www.nourishknoxville.org/market-square-farmers-market/","37915"
"Maryville","Maryville Farmers Market","35.756987","-83.969504","Maryville Farmers Market - Saturdays","TN","Founders Square","baked goods cheese flowers eggs seafood herbs vegetables honey jams meat plants prepared-foods soap trees fruits","","market","http://www.farmersmarketmaryville.com","37801"
"Memphis","https://www.facebook.com/memphisfarmersmarket","35.132038","-90.060080","Memphis Farmers Market","TN","540 S. Front Street","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees coffee fruits grains juices mushrooms pet food","@MemFarmersMkt","market","http://memphisfarmersmarket.org","38103"
"Knoxville","https://www.facebook.com/newharvestfarmersmarket","36.039471","-83.883624","New Harvest Farmers' Market","TN","4775 New Harvest Lane","baked goods flowers eggs herbs vegetables honey meat plants soap fruits juices","https://twitter.com/nourishmarkets","market","https://www.nourishknoxville.org/new-harvest/","37918"
"Knoxville","https://www.facebook.com/nourishknoxville/","35.965650","-83.910507","Nourish Knoxville's Winter Farmers' Market","TN","500 Howard Baker Jr Ave","organic baked goods crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits juices pet food","https://twitter.com/NourishKnox","market","https://www.nourishknoxville.org/winter-market/","37915"
"Carthage","https://www.facebook.com/pages/Smith-County-Farmers-Market/253009170501","36.2233523","-85.9461859","Smith County Farmers Market","TN","110 Ag. Center lane","organic baked goods flowers eggs vegetables honey jams meat plants soap trees fruits","","market","","37030"
"Sewanee ","South Cumberland Farmers Market","35.193923","-85.917223","South Cumberland Farmers Market","TN","39 Ballpark Road","organic baked goods cheese crafts flowers herbs vegetables honey meat nuts plants poultry soap coffee fruits juices mushrooms wild","","market","https://sewanee.locallygrown.net/","37375"
"Murfreesboro ","https://www.facebook.com/StonesRiverMarket","35.852209","-86.416062","Stones River Market","TN","301 Spring Street","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry soap trees coffee fruits grains juices mushrooms pet food wild","","market","http://stonesriver.locallygrown.net/","37130"
"Clarksville","https://www.facebook.com/ClarksvilleDowntownMarket/","36.528219","-87.361048","The Clarksville Downtown Market","TN","One Public Square","organic baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap fruits grains juices mushrooms pet food wild","","market","http://www.cityofclarksville.com/index.aspx?page=406","37040"
"Maynardville","https://www.facebook.com/UnionCountyFarmersMarket/","36.237614","-83.822800","Union County Farmers' Market","TN","115 Durham Drive","baked goods cheese crafts flowers eggs vegetables honey jams maple meat plants prepared-foods soap trees fruits juices mushrooms","","market","","37807"
"White House","https://www.facebook.com/WHFarmersMarket/","36.467683","-86.653004","White House Farmers Market","TN","105 College Street","baked goods cheese crafts flowers eggs vegetables honey meat poultry prepared-foods soap fruits pet food","","market","","37188"
"Memphis ","","35.055288","-90.008281","Whitehaven Kulliye Farmers Market","TN","3379 Millbranch Road","baked goods eggs herbs vegetables honey jams coffee fruits grains juices wild","","market","https://whitehavenkulliye.org/the-suq/","38116"
"Oak Ridge","https://www.facebook.com/GrowOakRidge/","36.017239","-84.251024","Winter Farmers Market by Grow Oak Ridge","TN","323 Vermont Avenue","baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees coffee mushrooms","https://twitter.com/ORWinterMarket","market","https://growoakridge.org/markets","37830"
