"GEO_ID","GEO_TTL","COUNTY","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state","county",
"0500000US34025","Monmouth County, New Jersey","025","2014","00","Total for all sectors","18997","228837","11047854","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","11","Agriculture, forestry, fishing and hunting","26","84","3318","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","113","Forestry and logging","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","1132","Forest nurseries and gathering of forest products","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","11321","Forest nurseries and gathering of forest products","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","113210","Forest nurseries and gathering of forest products","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","1142","Hunting and trapping","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","114","Fishing, hunting and trapping","5","0","440","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","1141","Fishing","4","3","428","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","11411","Fishing","4","3","428","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","114111","Finfish fishing","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","114112","Shellfish fishing","3","3","337","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","2131","Support activities for mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","11421","Hunting and trapping","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","114210","Hunting and trapping","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","115","Support activities for agriculture and forestry","20","79","2623","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","1152","Support activities for animal production","20","79","2623","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","11521","Support activities for animal production","20","79","2623","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","115210","Support activities for animal production","20","79","2623","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","21","Mining, quarrying, and oil and gas extraction","4","0","2515","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","212","Mining (except oil and gas)","3","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","2122","Metal ore mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","21222","Gold ore and silver ore mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","212221","Gold ore mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","2123","Nonmetallic mineral mining and quarrying","2","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","21232","Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying","2","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","212321","Construction sand and gravel mining","2","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","213","Support activities for mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","221210","Natural gas distribution","9","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","21311","Support activities for mining","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","213112","Support activities for oil and gas operations","1","0","0","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","22","Utilities","41","1289","137289","34","025",
"0500000US34025","Monmouth County, New Jersey","025","2014","221","Utilities","41","1289","137289","34","025",
