Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Jun 15th, 2021",default-farmersmarket-4-3.jpg,301536,Burke Area Farmers Market,,Kelsea Sutton,burkeareafarmersmarket@gmail.com,6058305039,www.burkeareafarmersmarket.com,Burke Area Farmers Market,,,,,,"626 County Road, Burke, South Dakota 57523",South Dakota,Burke,626 County Road,57523,-99.299066,43.185042,July to September,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Eggs, Fresh/dried herbs, Honey, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312741,Aberdeen Farmers' Market,,,aberdeenfarmersmarket@yahoo.com,605-225-9704,http://www.aberdeendowntown.org/index.aspx?nid=249,https://www.facebook.com/pages/Aberdeen-Farmers-Market/328864940497596,,,,,,"315 2nd Ave. SE, Central Park, Aberdeen, SD, 57401",South Dakota,Aberdeen,315 2nd Ave. SE,57401,-98.48330727510057,45.46309463092055,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312742,Black Hills Farmers Market,,,,605-646-0976,http://www.blackhillsfarmersmarket.org/,http://www.facebook.com/Blackhillsfarmersmarket,,,,,,"245 East Omaha St Rapid City, SD 57701",South Dakota,RAPID CITY,245 E OMAHA ST,57701,-103.20879799647663,44.08143717473823,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312743,Brookings Farmers' Market,,,,605-690-4364,http://www.brookingsfarmersmarket.com/,https://www.facebook.com/Brookings-Farmers-Market-117737541579595/,,,,,,"320 6th St., Brookings, SD, 57006",South Dakota,Brookings,320 6th St.,57006,-96.79988361868924,44.31150449410911,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312744,Callaway's Farmers Market,,,,712-472-3347,http://callawaysfarmersmarket.com,,,,,,,"500 East 69th Street Sioux Falls, SD 57108",South Dakota,SIOUX FALLS,500 W 69TH ST,57108,-96.73326210096177,43.489592697225504,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312745,Country Farmers' Market,,,springerridge@yahoo.com,605-769-0269,http://www.countrymarketpierre.com/,https://www.facebook.com/countryfarmersmarket,,,,,,"1615 N. Harrison Ave., At Pierre Mall Upper Deck Parking Lot, Pierre, SD, 57501",South Dakota,Pierre,1615 N. Harrison Ave.,57501,-100.31758758747443,44.37774003896799,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312746,Deadwood Street Market,,,,,http://deadwoodstreetmarket.com,,,,,,,"71 Sherman Street Deadwood, SD 57732",South Dakota,DEADWOOD,71 SHERMAN ST,57732,-103.72905902642471,44.37481347854722,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312747,Elk Point Farmers' Market,,,jammerthal@gmail.com,605-356-3180,,,,,,,,"106 W. Pleasant St., Elk Point, SD, 57025",South Dakota,Elk Point,106 W. Pleasant St.,57025,-96.68423065242563,42.687187460026635,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312748,Freeman Farmers' Market,,,bobw@gwte.net,605-925-7135,,,,,,,,"748 S. Main St., Parking Lot of Pioneer Hall at Freeman Academy, Freeman, SD, 57029",South Dakota,Freeman,748 S. Main St.,57029,-97.43729884191256,43.34765160081549,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,312749,Gages Gardens & Greenhouses Farmers Market,,,,605-642-5438,,,,,,,,"379 Evans Lane Spearfish, SD 57783",South Dakota,SPEARFISH,379 EVANS LN,57783,-103.86993177686269,44.5167375304399,,
