	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
5	4	999	Statewide	11	Forest nurseries and gathering of forest products	4	113210	5.0	2.6
6	4	999	Statewide	11	Hunting and trapping	4	114210	6.0	3.2222222222222223
9	4	999	Statewide	11	Shellfish fishing	4	114112	2.5	2.8
13	4	999	Statewide	11	Timber tract operations	4	113110	2.0	1.0
14	4	999	Statewide	21	All other metal ore mining	4	212299	6.0	2.0
16	4	999	Statewide	21	Bituminous coal and lignite surface mining	4	212111	4.0	2.0
17	4	999	Statewide	21	Bituminous coal underground mining	4	212112	2.0	1.0
18	4	999	Statewide	21	Clay and ceramic and refractory minerals mining	4	212325	2.0	1.0
30	4	999	Statewide	21	Lead ore and zinc ore mining	4	212231	2.0	1.0
32	4	999	Statewide	21	Natural gas liquid extraction	4	211112	3.0	1.2
33	4	999	Statewide	21	Other chemical and fertilizer mineral mining	4	212393	3.0	1.2
35	4	999	Statewide	21	Support activities for coal mining	4	213113	4.0	2.0
39	4	999	Statewide	21	Uranium-radium-vanadium ore mining	4	212291	1.0	1.0
40	4	999	Statewide	22	Biomass electric power generation	4	221117	3.0	1.5
41	4	999	Statewide	22	Electric bulk power transmission and control	4	221121	4.0	2.0
90	4	999	Statewide	31	Breakfast cereal manufacturing	4	311230	3.0	1.2
93	4	999	Statewide	31	Cane sugar manufacturing	4	311314	2.0	1.3333333333333333
94	4	999	Statewide	31	Carpet and rug mills	4	314110	2.0	1.0
95	4	999	Statewide	31	Cheese manufacturing	4	311513	4.5	2.6666666666666665
96	4	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	4	311351	3.0	1.0
105	4	999	Statewide	31	Dried and dehydrated food manufacturing	4	311423	2.0	1.0
109	4	999	Statewide	31	Fats and oils refining and blending	4	311225	1.0	1.0
110	4	999	Statewide	31	Fiber, yarn, and thread mills	4	313110	7.0	4.0
111	4	999	Statewide	31	Flavoring syrup and concentrate manufacturing	4	311930	2.5	1.4
112	4	999	Statewide	31	Flour milling	4	311211	2.75	2.2222222222222223
115	4	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	4	311813	4.25	2.2
121	4	999	Statewide	31	Malt manufacturing	4	311213	2.25	1.2
125	4	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	4	313220	1.0	1.0
127	4	999	Statewide	31	Nonwoven fabric mills	4	313230	4.0	2.0
129	4	999	Statewide	31	Other apparel knitting mills	4	315190	4.0	2.0
133	4	999	Statewide	31	Poultry processing	4	311615	2.0	1.0
134	4	999	Statewide	31	Rendering and meat byproduct processing	4	311613	5.25	2.6666666666666665
148	4	999	Statewide	32	Abrasive product manufacturing	4	327910	6.75	3.0
157	4	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	4	325220	2.0	1.0
160	4	999	Statewide	32	Biological product (except diagnostic) manufacturing	4	325414	6.0	1.8
