	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	26.8	116.0	1.0	26.8	116.0	1.0
1	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	26.8	116.0	1.0	16.876190476190477	287.052380952381	0.8571428571428571
2	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	31.566666666666663	222.18333333333337	0.75	26.8	116.0	1.0
3	33001	33	1	Belknap County	1133	Logging	11	0500000US33001	2.0	0.0	0.0	31.566666666666663	222.18333333333337	0.75	16.876190476190477	287.052380952381	0.8571428571428571
4	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	0.0	41.63636363636364	1.0	0.0	41.63636363636364	1.0
5	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	0.0	41.63636363636364	1.0	2.924358974358974	38.38843101343102	1.0
6	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	3.718452380952381	39.476686507936506	1.0	0.0	41.63636363636364	1.0
7	33001	33	1	Belknap County	1152	Support activities for animal production	11	0500000US33001	1.0	0.0	0.0	3.718452380952381	39.476686507936506	1.0	2.924358974358974	38.38843101343102	1.0
8	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	9.333333333333332	396.3333333333333	1.0	9.333333333333332	396.3333333333333	1.0
9	33001	33	1	Belknap County	2123	Nonmetallic mineral mining and quarrying	21	0500000US33001	2.0	0.0	0.0	9.333333333333332	396.3333333333333	1.0	20.56410256410256	1389.9743589743591	0.6923076923076923
