"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Walton","https://www.facebook.com/bentonfamilyfarm","38.896500","-84.602742","Benton Family Farm","KY","11896 Old lexington Pike","fresh-fruits fresh-vegetables","https://www.twitter.com/bentonfarms","farm","Bentonfamilyfarm@aol.com","41094"
"Sadieville ","","38.430411","-84.603351","Brook-Lin Jerseys","KY","445 Eagle Creek Trail","dairy products eggs honey","","farm","","40370"
"Winchester","https://www.facebook.com/kygrassfedbeef","38.002120","-84.315719","Brookview Beef","KY","7700 Colby Road","baked-goods coffee tea red-meat non-poultry-meat","","farm","www.brookviewbeef.com","40391"
"Monticello","www.facebook.com/coffeyfarms","36.9259869","-84.7197383","Coffey Farms","KY","1175 Highway 1619","","","farm","","42633"
"paris","","38.285907","-84.326002","Cow-U-Met Farm ","KY","670 Townsend Valley RD","bedding plants fresh-vegetables honey","","farm","","40361"
"La Center","https://www.facebook.com/dogwoodfarmky","37.143082","-88.975230","Dogwood Farm Natural Beef","KY","2492 S. Kirkman","","","farm","https://dogwoodherefords.com/grassfed-beef","42056"
"Yosemite ","Echovalleyfarms.ky","37.259988","-84.785455","Echo Valley Farms LLC ","KY","","eggs poultry fowl red-meat non-poultry-meat","","farm","Www.evfky.com","42566"
"Paint Lick","https://www.facebook.com/HalcombsKnob/","37.5475873","-84.3879530","Halcomb's Knob LLC","KY","430 Wallacetown Road","baked-goods","","farm","http://www.halcombsknob.com","40461"
"Falmouth ","","38.568334","-84.325867","High Spruce Farm","KY","1897 Rankin Mill Rd","dairy products eggs","","farm","","41040"
"Liberty","","37.307649","-84.980021","Second Season Produce","KY","2806 KY1547","baked-goods cut-flowers fresh-vegetables","","farm","","42539"
"VERONA","","38.811783","-84.654261","Triple R Pastures ","KY","15317 LEBANON CRITTENDEN RD","eggs poultry fowl","","farm","Triplerpastures.com ","41092"
"Goshen","","38.460039","-85.469026","Woodland Farm","KY","4716 ","eggs herbs fresh-fruits red-meat non-poultry-meat","","farm","woodlandfarm.com","40026"
"Lawrenceburg ","AndersonCoFarmersMarket","38.076447","-84.917629","Anderson County Farmers Market ","KY","1505 US-127 N","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry trees fruits","","market","","40342"
"Beattyville","Locally Made Market Beattyville Lee county ","37.591129","-83.705633","Beattyville Main Street Marketplace Locally Made Market","KY","26 Hwy 52 W","baked goods crafts vegetables honey jams soap beans fruits","","market","","41311"
"Beaver Dam","","37.407199","-86.877647","Beaver Dam Farmer's Market","KY","Hwy 231 South ","baked goods crafts flowers eggs vegetables honey jams maple meat poultry soap mushrooms","","market","","42320"
"Lexington ","BluegrassFarmersMarket@bluegrassfarmersmarket","38.014875","-84.418747","Bluegrass Farmers Market, Inc","KY","1837 Plaudit Place","baked goods crafts flowers herbs vegetables honey jams meat plants poultry soap beans fruits","","market","http://www.bluegrassfarmersmarket.com","40509"
"Burlington","","39.022231","-84.721563","Boone County Farmers Market","KY","1961 Burlington Pike","organic baked goods flowers eggs vegetables honey jams meat plants poultry trees fruits","","market","http://www.boonecountyfarmersmarker.org","41005"
"Catlettsburg","Boyd County Farmers Market","38.470783","-82.630489","Boyd County Farmers Market - King's Daughters Medical Center","KY","2420 Center Street","baked goods flowers eggs herbs vegetables honey jams maple meat poultry soap fruits mushrooms","","market","https://boyd.ca.uky.edu/content/farmersmarket","41129"
"Ashland","Boyd County Farmers Market","38.400138","-82.712555","Boyd County Farmers Market - KYOVA Mall ","KY","10699 US-60","baked goods flowers eggs herbs vegetables honey jams meat poultry fruits mushrooms","","market","https://boyd.ca.uky.edu/content/farmersmarket","41102"
"Jackson","https://www.facebook.com/BreathittFarmersMarket","37.535327","-83.348327","Breathitt County Farmers' Market","KY","3215 Quicksand Road","baked goods crafts eggs vegetables honey jams maple plants soap fruits","","market","","41339"
"Cadiz, KY","Cadiz-Trigg County Farmer's Market","36.862889","-87.835998","Cadiz/Trigg County Farmers Market","KY","7 0 Main Street","baked goods flowers eggs vegetables honey jams plants fruits","","market","http://www.gocadiz.com","42211"
"Alexandria ","https://www.facebook.com/campbellcountyfarmmarket","38.978010","-84.392139","Campbell County Farmers Market Association","KY","7634 Alexandria Pike","baked goods herbs vegetables jams fruits","","market","","41001"
"Highland Heights ","https://www.facebook.com/campbellcountyfarmmarket","39.028829","-84.451866","Campbell County Farmers Market Association","KY","3504 Alexandria Pike","baked goods flowers eggs herbs vegetables jams coffee fruits grains","","market","","41075"
"Newport ","https://www.facebook.com/campbellcountyfarmmarket","39.090164","-84.491761","Campbell County Farmers Market Association","KY","709 Monmouth St","baked goods flowers eggs herbs vegetables jams fruits","","market","","41071"
"GRAYSON","","38.331557","-82.904359","Carter County Farmers’ Market - Grayson","KY","94 FAIRGROUND DR","baked goods eggs vegetables honey jams poultry fruits","","market","","41143"
"Olive Hill","","38.297610","-83.180887","Carter County Farmers’ Market - Olive Hill","KY","131 Jessica Lane","baked goods herbs vegetables honey jams poultry soap fruits","","market","","41164"
"Covington ","https://www.facebook.com/covingtonfarmersmarket/","39.088659","-84.508855","Covington Farmers Market","KY","3rd and Greenup Street","baked goods flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap wine coffee fruits juices","","market","https://www.rcov.org/covfarmersmarket/","41011"
"Burkesville","https://www.facebook.com/CumberlandCountyKYFarmersMarket","36.790074","-85.364614","Cumberland County Farmers' Market","KY","819 S Main Street","baked goods flowers eggs herbs vegetables jams maple poultry soap fruits","","market","","42717"
"Murray","https://www.facebook.com/satmarket","36.6097959","-88.3022291","Downtown Farmers Market","KY","206 S 4th Street","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees coffee fruits juices mushrooms pet food","https://twitter.com/murraymainst","market","http://www.murraymainstreet.org","42071"
"Murray ","Facebook: Murray Downtown Farmers Market","36.609868","-88.302435","Downtown Farmers Market","KY","on the court square at 4th Street and Maple Street","organic baked goods crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee fruits juices mushrooms","Twitter: @mkyfarmersmkt","market","http://www.murrayfarmersmarket.com","42071-0002"
"Sandy Hook","Elliott County Farmers Market ","38.093439","-83.122634","Elliott County Farmers’ Market","KY","2944 S KY 7","flowers eggs vegetables honey fruits","","market","","41171"
"Springfield","","37.683658","-85.217676","Farmers Market at the Depot","KY","101 E. Depot Street","baked goods crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods coffee fruits pet food","","market","","40069"
"Greensburg","https://www.facebook.com/MarketOnGreenRiver/","37.244082","-85.482096","Farmers Market on Green River","KY","1099 Legion Park Road","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap trees fruits","","market","","42743"
"Columbia","Farmers Market on the Square","37.103437","-85.307537","Farmers Market on the Square","KY","105 Merchant Street","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry soap trees beans fruits","","market","","42728"
"Columbia","Farmers Market on the Square","37.103437","-85.307537","Farmers Market on the Square","KY","105 Merchant Street","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry soap trees beans fruits","","market","","42728"
"Flemingsburg","https://www.facebook.com/flemingcountyfarmersmarket/","38.421407","-83.759523","Fleming County Farmers’ Market","KY","1384 Elizaville Rd","baked goods crafts flowers eggs herbs vegetables honey jams meat plants soap fruits","","market","http://fleming.ca.uky.edu/anr/farmersmarket","41041"
"Prestonsburg","","37.670674","-82.775995","Floyd County Farmers Market","KY","361 N. Lake Drive","baked goods crafts flowers eggs herbs vegetables honey maple plants prepared-foods soap trees fruits wild","","market","","41653"
"Frankfort","https://www.facebook.com/franklincountyfarmersmarketky/","38.201613","-84.880210","Franklin County Farmers Market","KY","404 Wilkinson Blvd.","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees wine coffee fruits grains juices mushrooms wild","https://twitter.com/FrankfortFrmMkt","market","http://www.franklincountyfarmersmarket.org/","40601"
"Franklin","https://www.facebook.com/FranklinSimpsonFarmersMarket/","36.724368","-86.577261","Franklin Simpson Farmers' Market","KY","304 N Main St","baked goods crafts vegetables fruits","","market","https://franklinsimpsonfarmersmarket.com/","42134"
"Lancaster","","37.614373","-84.583209","Garrard County Farmers Market","KY","117 Lexington RD","eggs vegetables","","market","","40444"
"Cynthiana","https://www.facebook.com/hcfmky/","38.394075","-84.286978","Harrison County Farmers Market - Saturday","KY","364 Oddville Ave","baked goods crafts flowers eggs herbs vegetables honey jams plants poultry soap fruits","","market","",""
"Cynthiana","https://www.facebook.com/hcfmky/","38.390005","-84.297879","Harrison County Farmers Market - Wednesday","KY","111 S Main St","baked goods crafts flowers vegetables honey jams plants soap fruits","","market","",""
"Munfordville","https://www.facebook.com/Hart-County-Farmers-Market-112546692116875/","37.271492","-85.889578","Hart County Farmers Market","KY","Main Street","baked goods crafts vegetables honey jams fruits","","market","","42765"
"London ","","37.135019","-84.096167","Heritage Farmers' Market","KY","1313 N. Mill St.","baked goods crafts flowers eggs herbs vegetables honey jams maple soap fruits mushrooms wild","","market","","40741"
"HOPKINSVILLE","https://www.facebook.com/HopkinsvilleDowntownFarmersMarket/","36.866111","-87.489438","Hopkinsville-Christian County Downtown Farmers Market","KY","110 W 9th Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat poultry prepared-foods soap wine fruits mushrooms","","market","http://www.hopkinsvilleky.us/visitors/historic_hopkinsville/downtown_farmers_market/index.php","42240"
"Marion","","37.334578","-88.081353","Imogene Stout Market on Main ","KY","139 North Main Street","organic baked goods crafts eggs seafood vegetables honey jams plants fruits","","market","","42064"
"Mckee","","37.430289","-83.988324","Jackson County Farmers Market","KY","1296South Main St.","baked goods vegetables honey fruits","","market","","40447"
"Tyner","","37.330559","-83.922703","Jackson County Farmers Market","KY","3034 Welchburg Rd.","vegetables fruits","","market","","40486"
"Jeffersontown","","38.195210","-85.562797","Jeffersontown Farmers Market","KY","10434 watterson trail","baked goods crafts flowers eggs herbs vegetables honey jams maple meat poultry prepared-foods soap wine coffee fruits juices pet food","","market","http://jeffersontownky.com/farmersmarket/","40299"
"Paintsville","","37.812048","-82.8042","Johnson County Farmers Market","KY","826 F. M. Stafford Ave.","baked goods crafts flowers eggs herbs vegetables honey jams maple plants prepared-foods soap trees fruits","","market","","41240"
"Barbourville","https://www.facebook.com/knoxcountyfarmersmarket","36.849364","-83.867633","Knox County Farmers' Market","KY","34 Bond Hill Rd","baked goods cheese crafts eggs vegetables honey jams plants soap fruits","","market","http://www.knoxcountymarket.com","40906"
"La Grange","La Grange Farmers' Market & Artisans","38.407465","-85.379458","La Grange Farmers' Market & Artisans","KY","100 East Main Street","baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap trees wine beans fruits mushrooms pet food","","market","http://lagrangefarmersmarket.com","40031"
"Russellville","","36.866286","-86.884185","Logan County Farmer's Market","KY","255 John Paul Avenue","baked goods crafts flowers eggs herbs vegetables honey jams meat plants soap trees fruits","","market","","42276"
