"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"St. Charles","https://www.facebook.com/bennesbest","38.718752","-90.658483","Benne's Best Meat","MO","850 South Breeze","eggs fresh-vegetables poultry fowl red-meat non-poultry-meat","","farm","www.bennesbest.com","63304"
"Forsyth","https://www.facebook.com/beyondeden","36.6569689","-93.0777380","Beyond Eden","MO","1804 Burmingham Rd","poultry fowl","","farm","vintagepoultry.com","65653"
"Ashland","https://www.facebook.com/pages/Blue-Fox-Farm/357267831061749","38.7866936","-92.3456505","Blue Fox Farm","MO","120 E Fox Hollow Rd","baked-goods canned preserved coffee tea cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms poultry fowl prepared-foods red-meat non-poultry-meat soap body-care wild-harvested forest-products wine spirits beer hard-cider","","farm","http://www.bluefoxfood.com/","65010"
"Ash Grove","https://www.facebook.com/bluesilobeef","37.173422","-93.638307","Blue Silo Beef","MO","7226 Highway O","red-meat non-poultry-meat","","farm","https://bluesilobeef.com/","65604"
"Camdenton","https://www.facebook.com/pages/Canyon-Goat-Company/218608414896707?sk=info","38.0903328","-92.8551303","Canyon Goat Company, Inc.","MO","324 Velvet Antler Road","red-meat non-poultry-meat","","farm","http://www.canyongoat.com/index.html","65020"
"Augusta ","","38.5742400","-90.8878600","Centennial Farms and Orchard","MO","199 Jackson St.","baked-goods bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey soap body-care","","farm","CENTENNIAL FARMS.BIZ","63332"
"Paris","","39.394888","-91.997360","Davis Farm","MO","13948 Highway 15","grains flour red-meat non-poultry-meat","","farm","","65275"
"Richland","","37.7770030","-92.4438987","Farm Market","MO","30305 Thrush Drive","bedding plants fresh-fruits fresh-vegetables","","farm","","65556"
"Boonville","https://www.facebook.com/boatrightfarms/","38.8851101","-92.7573691","Fed From The Farm","MO","13906 Osage Valley Rd","dairy products eggs poultry fowl red-meat non-poultry-meat","","farm","https://fedfromthefarm.com/","65233"
"Verona","","36.896851","-93.827266","G's Orchard","MO","2096 Farm Road 1130","fresh-fruits fresh-vegetables","","farm","","65769"
"Weston","https://www.facebook.com/greendirtfarm","39.4111092","-94.9016298","Green Dirt Farm, LLC","MO","P.O. Box 74","dairy products red-meat non-poultry-meat","","farm","","64098"
"Wheatland","","37.993085","-93.383060","Green Gate Family Farm LLC","MO","RR 71 Box 1168","cut-flowers eggs fresh-fruits fresh-vegetables mushrooms poultry fowl","","farm","","65779"
"Hartville","","37.286090","-92.555292","Greenhill Vineyard and Farm.  We sell grapes.","MO","4905 highway 5","fresh-fruits","","farm","www.greenhillgrapes.com","65667"
"richmond","www.facebook.com/hainesfarms","39.350219","-93.963643","haines farms","MO","41903 e. 144th","bedding plants crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables nursery-stock nuts wild-harvested forest-products","","farm","","64085"
"Sikeston","Hamra Farms","36.828947","-89.676996","Hamra Farms","MO","160 county road 831","canned preserved fresh-vegetables","https://www.twitter.com/HamraFarms","farm","","63801"
"Lonedell","","38.238180","-90.868656","Hart Apiaries","MO","3738 Highway 47","fresh-fruits honey","","farm","www.hartapiaries.com","63060"
"Lampe","https://www.facebook.com/HeritageRanchBB","36.509845","-93.495140","Heritage Farm and Ranch","MO","4738 W. State Hwy 86","canned preserved eggs herbs fresh-fruits fresh-vegetables red-meat non-poultry-meat","","farm","http://www.heritageranch.co/","65681"
"St. Charles","https://www.facebook.com/pages/Hermans-Farm-Orchard/159616344096544","38.832144","-90.470826","Hermans Farm Orchard","MO","3663 N. Highway 94","bedding plants canned preserved eggs herbs fresh-fruits fresh-vegetables honey juices ciders nursery-stock","","farm","www.hermansfarmorchard.com","63301"
"Cape Girardeau","https://www.facebook.com/hinkebeins?rf=110698638992813","37.371078","-89.494019","Hinkebein Hills Farm","MO","434 Whispering Wind Lane","eggs poultry fowl red-meat non-poultry-meat","","farm","","63701"
"Spickard","https://www.facebook.com/HomesteadHillFarmandNursery/","40.189456","-93.588959","Homestead Hill Farm & Nursery","MO","26 NE 80th Street","baked-goods bedding plants canned preserved crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables nursery-stock soap body-care wild-harvested forest-products","","farm","homesteadhillfarming.com","64679"
"Bates City","","39.025235","-94.066232","John & Linda Fruit and Berry Farm","MO","2428 Texas Prairie Rd","cut-flowers fresh-fruits fresh-vegetables","","farm","","64011"
"West Plains","","36.8335309","-91.8615530","Jolliff Farm","MO","5550 County Road 1820","fresh-fruits fresh-vegetables","","farm","http://jollifffarm.wordpress.com/","65775"
"Jefferson City","lagefarms.com","38.469585","-92.089989","Lage Farms LLC","MO","8001 Bode Ferry Rd","red-meat non-poultry-meat","","farm","lagefarms.com","65101"
"Louisiana","Www.facebook.com/lilsproutsfarm","39.427775","-91.076797","Lil' Sprouts Farm","MO","11529 HWY NN","cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables grains flour mushrooms soap body-care wild-harvested forest-products","","farm","www.EarthSprouts.com","63353"
"Brashear","www.facebook.com/lostbranchblueberryfarm","40.1729085","-92.4550740","Lost Branch Blueberry Farm","MO","21507 Lost Branch Way","","@pricefamilylbbf","farm","www.lostbranchblueberries.com","63533"
"West Plains","","36.591597","-91.901681","Lucky Falling Star Ranch LLC","MO","12465 ST RT JJ","eggs red-meat non-poultry-meat","","farm","www.luckyfallingstarranch.com ","65775"
"Salem","https://www.facebook.com/pages/Meramec-Bison-Farm-LLC/195576180525013","37.638961","-91.535215","Meramec Bison Farm, LLC","MO","603 South Main Street","","","farm","www.meramecbison.com","65560"
"Louisiana","Meyer farm","39.411628","-91.143758","Meyer farm","MO","17819 Hwy UU","cut-flowers herbs fresh-fruits fresh-vegetables honey prepared-foods","","farm","","63353"
"La Grange ","www.facebook.com/MilesFarmsMarket","40.048545","-91.591174","Miles Farms","MO","29286 State Highway C","baked-goods herbs fresh-fruits fresh-vegetables soap body-care","https://twitter.com/Miles_Farms","farm","","63448"
"Marshfield","Millers Berry Farm","37.294758","-92.927052","Millers Berry Farm","MO","11425 Street Highway KK","fresh-fruits","","farm","","65706"
"Koshkonong","","36.5958946","-91.6456994","Missouri's Best Beef Co-Op","MO","Rt. 81, Box 149","","","farm","www.mobest beef.com","65692"
"Sullivan","https://www.facebook.com/pages/Northern-Prairie-Alpacas-LLC/122810441106955?ref=bookmarks","38.2798417","-91.2978842","Northern Prairie Alpacas, LLC","MO","7470 Jakes Prairie Road","","","farm","http://www.northernprairiealpacas.com/","63080"
"Granby","https://www.facebook.com/pages/OakWoods-Farm/260088397378669","36.9352568","-94.2634316","OakWoods Farm","MO","1775 Old Hwy E","bedding plants canned preserved eggs herbs fresh-fruits fresh-vegetables mushrooms","https://twitter.com/oakwoodsfarm","farm","oakwoodsfarm.com","64844"
"Leasburg","https://www.facebook.com/Berries.Bugs.Blooms","38.090853","-91.308962","Ozark Berry Farm","MO","552 Lick Creek","fresh-fruits","","farm","Ozarkberryfarm.com","65535"
"Pierce City","www.facebook.com/hatfieldtomatofarm","36.9292199","-94.0961713","Ozark Country Creations","MO","30226 Holly Rd","fresh-vegetables","","farm","","65723"
"Wright City","","38.785607","-91.012318","Palme Acres Farms","MO","12650 State Highway M","red-meat non-poultry-meat","","farm","http://www.palmeacres.com","63390"
"West Plains","","36.846826","-91.738379","Peace Valley Poultry","MO","8290 CR 1980","pet-food poultry fowl soap body-care","","farm","www.freshchickenandturkey.com","65775"
"Napoleon","https://www.facebook.com/PlayHavenFarm","39.0615522","-94.0485164","PlayHaven Farm LLC","MO","3194 Oakwood Dr.","eggs poultry fowl red-meat non-poultry-meat","","farm","http://www.playhavenfarm.com/","64074"
"Eagle Rock ","Prier Farms Grassfed #0389","36.5594726","-93.7812378","Prier Farms Grassfed #0389","MO","25717 FR 1168","","","farm","","65641"
"Highlandville","https://www.facebook.com/pages/Purple-Gate-Farm/566680560033305","36.901720","-93.317071","Purple Gate Farm","MO","416 Poplar Drive","eggs poultry fowl","","farm","","65669"
"Seymour","","37.2556817","-92.7887619","Rachel's Goat & Chicken Farm","MO","624 Stringtown Rd","eggs fresh-fruits fresh-vegetables poultry fowl red-meat non-poultry-meat soap body-care","","farm","http://www.rachelsgoatfarm.com/","65746"
"Monett","","36.960386","-93.918396","Rausch's Blueberries","MO","21655 Hwy H","fresh-fruits","","farm","","65708"
"Malden ","https://www.facebook.com/SarasProduce","36.527500","-89.971274","Sara's Produce","MO","37013 State Highway 25 South","canned preserved eggs fresh-vegetables honey","","farm","","63863"
"Hermann","https://www.facebook.com/Schneider-Farms-162860030399928","38.5912056","-91.4205244","Schneider Farms LLC","MO","1784 Doll Road","eggs poultry fowl red-meat non-poultry-meat","","farm","www.schneiderfarmsllc.com","65041"
"Clever","https://www.facebook.com/Serendipityacresevans/","37.0244265","-93.4996849","Serendipity Acres, LLC","MO","1068 S Metzletein Rd","bedding plants canned preserved crafts woodworking cut-flowers eggs fresh-fruits fresh-vegetables honey maple-products mushrooms soap body-care","","farm","","65631"
"Platte City","http://www.facebook.com/?ref=tn_tnmn#%21/SerendipityFarmOrchard","39.321550","-94.845979","Serendipity Farm & Orchard","MO","12780 Jantzen Ln","baked-goods canned preserved cut-flowers eggs fresh-fruits fresh-vegetables","","farm","","64079"
"Gray Summit","https://www.facebook.com/pages/Seven-Gables-Farm/618425231566963?sk=timeline","38.492664","-90.862958","Seven Gables Farm","MO","4487 Elder Road Post Office Box 216","bedding plants canned preserved crafts woodworking cut-flowers dry beans eggs fresh-fruits fresh-vegetables mushrooms nursery-stock wine spirits beer hard-cider","","farm","sevengablesfarm.com","63089"
"Dittmer","www.facebook.com/StoneLeadyFarms","38.1978360","-90.7561350","Stone-Leady Farms","MO","8725 N Horseshoe Rd","dairy products fresh-vegetables red-meat non-poultry-meat soap body-care","","farm","www.stoneleadyfarms.com","63023"
