	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	28	999	Statewide	11	Crop harvesting, primarily by machine	28	115113	3.0	1.6
2	28	999	Statewide	11	Farm labor contractors and crew leaders	28	115115	4.333333333333333	2.6
5	28	999	Statewide	11	Forest nurseries and gathering of forest products	28	113210	1.0	1.0
14	28	999	Statewide	21	All other nonmetallic mineral mining	28	212399	2.0	1.2
15	28	999	Statewide	21	Bituminous coal and lignite surface mining	28	212111	3.8	3.8
16	28	999	Statewide	21	Clay and ceramic and refractory minerals mining	28	212325	3.0	2.4
19	28	999	Statewide	21	Crushed and broken limestone mining and quarrying	28	212312	2.0	2.0
20	28	999	Statewide	21	Dimension stone mining and quarrying	28	212311	1.0	1.0
22	28	999	Statewide	21	Industrial sand mining	28	212322	1.0	1.0
23	28	999	Statewide	21	Kaolin and ball clay mining	28	212324	1.0	1.0
25	28	999	Statewide	21	Support activities for coal mining	28	213113	2.0	1.25
28	28	999	Statewide	22	Biomass electric power generation	28	221117	1.0	1.0
29	28	999	Statewide	22	Electric bulk power transmission and control	28	221121	3.0	1.3333333333333333
32	28	999	Statewide	22	Hydroelectric power generation	28	221111	3.0	1.4
34	28	999	Statewide	22	Nuclear electric power generation	28	221113	6.0	6.0
36	28	999	Statewide	22	Steam and air-conditioning supply	28	221330	1.0	1.0
69	28	999	Statewide	31	All other leather good and allied product manufacturing	28	316998	4.0	1.8
70	28	999	Statewide	31	All other miscellaneous food manufacturing	28	311999	4.0	3.2
75	28	999	Statewide	31	Breakfast cereal manufacturing	28	311230	1.0	1.0
77	28	999	Statewide	31	Broadwoven fabric mills	28	313210	4.0	2.8
78	28	999	Statewide	31	Carpet and rug mills	28	314110	1.0	1.0
79	28	999	Statewide	31	Cheese manufacturing	28	311513	1.0	1.0
80	28	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	28	311351	1.0	1.0
81	28	999	Statewide	31	Coffee and tea manufacturing	28	311920	1.0	1.0
84	28	999	Statewide	31	Cookie and cracker manufacturing	28	311821	2.0	1.2
87	28	999	Statewide	31	Dog and cat food manufacturing	28	311111	2.0	1.4
88	28	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	28	311824	2.0	1.2
89	28	999	Statewide	31	Fabric coating mills	28	313320	2.0	1.4
90	28	999	Statewide	31	Flavoring syrup and concentrate manufacturing	28	311930	1.0	1.0
91	28	999	Statewide	31	Flour milling	28	311211	2.0	1.4
92	28	999	Statewide	31	Fluid milk manufacturing	28	311511	3.0	3.0
94	28	999	Statewide	31	Frozen specialty food manufacturing	28	311412	2.0	2.0
95	28	999	Statewide	31	Fruit and vegetable canning	28	311421	1.0	1.0
96	28	999	Statewide	31	Hosiery and sock mills	28	315110	1.0	1.0
97	28	999	Statewide	31	Ice cream and frozen dessert manufacturing	28	311520	2.0	1.0
99	28	999	Statewide	31	Knit fabric mills	28	313240	2.0	1.25
101	28	999	Statewide	31	Malt manufacturing	28	311213	1.0	1.0
102	28	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	28	311941	2.0	1.2
105	28	999	Statewide	31	Nonchocolate confectionery manufacturing	28	311340	1.0	1.0
108	28	999	Statewide	31	Other apparel knitting mills	28	315190	1.0	1.0
109	28	999	Statewide	31	Other cut and sew apparel manufacturing	28	315280	2.0	2.0
111	28	999	Statewide	31	Perishable prepared food manufacturing	28	311991	2.0	1.4
115	28	999	Statewide	31	Rice milling	28	311212	3.6	2.4
116	28	999	Statewide	31	Roasted nuts and peanut butter manufacturing	28	311911	1.0	1.0
119	28	999	Statewide	31	Soft drink manufacturing	28	312111	2.0	2.0
120	28	999	Statewide	31	Soybean and other oilseed processing	28	311224	3.0	2.25
121	28	999	Statewide	31	Spice and extract manufacturing	28	311942	1.0	1.0
124	28	999	Statewide	31	Wet corn milling	28	311221	1.0	1.0
125	28	999	Statewide	31	Wineries	28	312130	3.0	1.3333333333333333
126	28	999	Statewide	31	Women's, girls', and infants' cut and sew apparel manufacturing	28	315240	3.0	1.0
127	28	999	Statewide	32	Adhesive manufacturing	28	325520	2.0	2.0
133	28	999	Statewide	32	All other petroleum and coal products manufacturing	28	324199	3.0	1.8
136	28	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	28	325220	3.0	3.0
138	28	999	Statewide	32	Asphalt shingle and coating materials manufacturing	28	324122	2.0	2.0
139	28	999	Statewide	32	Books printing	28	323117	3.0	1.8
140	28	999	Statewide	32	Cement manufacturing	28	327310	1.0	1.0
150	28	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	28	325194	2.0	1.3333333333333333
151	28	999	Statewide	32	Ethyl alcohol manufacturing	28	325193	1.2	1.2
152	28	999	Statewide	32	Fertilizer (mixing only) manufacturing	28	325314	2.0	1.2
153	28	999	Statewide	32	Flat glass manufacturing	28	327211	1.0	1.0
155	28	999	Statewide	32	Glass container manufacturing	28	327213	1.0	1.0
158	28	999	Statewide	32	Gypsum product manufacturing	28	327420	1.0	1.0
161	28	999	Statewide	32	Laminated plastics plate, sheet (except packaging), and shape manufacturing	28	326130	2.0	1.6
162	28	999	Statewide	32	Lime manufacturing	28	327410	1.0	1.0
163	28	999	Statewide	32	Manufactured home (mobile home) manufacturing	28	321991	3.0	2.6
