	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	35	999	Statewide	11	Crop harvesting, primarily by machine	35	115113	2.0	1.0
2	35	999	Statewide	11	Farm labor contractors and crew leaders	35	115115	3.666666666666667	1.75
4	35	999	Statewide	11	Forest nurseries and gathering of forest products	35	113210	2.0	1.0
5	35	999	Statewide	11	Hunting and trapping	35	114210	3.0	1.2
11	35	999	Statewide	21	All other metal ore mining	35	212299	4.0	1.75
14	35	999	Statewide	21	Bituminous coal underground mining	35	212112	2.0	1.0
16	35	999	Statewide	21	Copper ore and nickel ore mining	35	212234	9.0	4.8
20	35	999	Statewide	21	Dimension stone mining and quarrying	35	212311	1.0	1.0
22	35	999	Statewide	21	Gold ore mining	35	212221	5.0	2.2
23	35	999	Statewide	21	Industrial sand mining	35	212322	2.0	1.0
25	35	999	Statewide	21	Other chemical and fertilizer mineral mining	35	212393	2.0	1.0
26	35	999	Statewide	21	Other crushed and broken stone mining and quarrying	35	212319	5.0	2.2
27	35	999	Statewide	21	Potash, soda, and borate mineral mining	35	212391	3.25	2.0
28	35	999	Statewide	21	Support activities for coal mining	35	213113	3.0	2.0
32	35	999	Statewide	21	Uranium-radium-vanadium ore mining	35	212291	2.0	1.0
33	35	999	Statewide	22	Electric bulk power transmission and control	35	221121	4.0	1.6
36	35	999	Statewide	22	Natural gas distribution	35	221210	63.5	31.6
37	35	999	Statewide	22	Other electric power generation	35	221118	8.0	3.4
39	35	999	Statewide	22	Solar electric power generation	35	221114	1.0	1.0
41	35	999	Statewide	22	Wind electric power generation	35	221115	3.0	1.8
79	35	999	Statewide	31	Breakfast cereal manufacturing	35	311230	2.0	1.0
81	35	999	Statewide	31	Broadwoven fabric mills	35	313210	3.0	1.2
82	35	999	Statewide	31	Carpet and rug mills	35	314110	2.0	1.0
84	35	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	35	311351	4.25	1.6
85	35	999	Statewide	31	Coffee and tea manufacturing	35	311920	4.0	1.5
88	35	999	Statewide	31	Cookie and cracker manufacturing	35	311821	1.0	1.0
89	35	999	Statewide	31	Curtain and linen mills	35	314120	3.0	1.8
90	35	999	Statewide	31	Cut and sew apparel contractors	35	315210	10.5	3.8
92	35	999	Statewide	31	Dog and cat food manufacturing	35	311111	3.0	1.2
94	35	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	35	311824	1.0	1.0
95	35	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	35	311514	4.0	2.0
96	35	999	Statewide	31	Fabric coating mills	35	313320	3.0	1.2
97	35	999	Statewide	31	Flour milling	35	311211	1.0	1.0
99	35	999	Statewide	31	Footwear manufacturing	35	316210	1.0	1.0
100	35	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	35	311411	3.0	1.2
101	35	999	Statewide	31	Frozen specialty food manufacturing	35	311412	4.0	2.0
103	35	999	Statewide	31	Ice cream and frozen dessert manufacturing	35	311520	2.0	1.0
104	35	999	Statewide	31	Ice manufacturing	35	312113	2.0	1.0
105	35	999	Statewide	31	Leather and hide tanning and finishing	35	316110	4.0	1.8
108	35	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	35	315220	2.0	1.0
112	35	999	Statewide	31	Other apparel knitting mills	35	315190	1.0	1.0
116	35	999	Statewide	31	Poultry processing	35	311615	3.0	1.2
117	35	999	Statewide	31	Rendering and meat byproduct processing	35	311613	2.0	1.0
119	35	999	Statewide	31	Roasted nuts and peanut butter manufacturing	35	311911	6.75	2.6
125	35	999	Statewide	31	Tobacco manufacturing	35	312230	2.0	1.0
129	35	999	Statewide	32	Adhesive manufacturing	35	325520	2.0	1.0
132	35	999	Statewide	32	All other miscellaneous chemical product and preparation manufacturing	35	325998	8.0	3.0
135	35	999	Statewide	32	All other petroleum and coal products manufacturing	35	324199	2.0	1.0
