	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
27566	35	35	0	New Mexico	113210	Forest nurseries and gathering of forest products	11	0400000US35	1.0	0.0	0.0
27567	35	35	0	New Mexico	113310	Logging	11	0400000US35	15.88888888888889	39.666666666666664	1294.4444444444443
27568	35	35	0	New Mexico	114210	Hunting and trapping	11	0400000US35	1.2	0.0	0.0
27569	35	35	0	New Mexico	115111	Cotton ginning	11	0400000US35	3.2	7.6	270.0
27570	35	35	0	New Mexico	115112	Soil preparation, planting, and cultivating	11	0400000US35	13.0	52.77777777777778	2184.4444444444443
27571	35	35	0	New Mexico	115113	Crop harvesting, primarily by machine	11	0400000US35	1.0	0.0	0.0
27572	35	35	0	New Mexico	115114	Postharvest crop activities (except cotton ginning)	11	0400000US35	8.555555555555555	71.77777777777777	2364.3333333333335
27573	35	35	0	New Mexico	115115	Farm labor contractors and crew leaders	11	0400000US35	1.75	0.0	0.0
27574	35	35	0	New Mexico	115116	Farm management services	11	0400000US35	6.888888888888889	17.88888888888889	807.1111111111111
27575	35	35	0	New Mexico	115210	Support activities for animal production	11	0400000US35	29.555555555555557	72.44444444444444	2314.777777777778
27576	35	35	0	New Mexico	115310	Support activities for forestry	11	0400000US35	15.0	45.55555555555556	2635.6666666666665
27577	35	35	0	New Mexico	211111	Crude petroleum and natural gas extraction	21	0400000US35	155.4	3249.6	314628.8
27578	35	35	0	New Mexico	211112	Natural gas liquid extraction	21	0400000US35	21.6	407.0	37486.8
27579	35	35	0	New Mexico	211120	Crude petroleum extraction	21	0400000US35	111.0	2935.0	291923.0
27580	35	35	0	New Mexico	211130	Natural gas extraction	21	0400000US35	37.0	831.0	69735.0
27581	35	35	0	New Mexico	212111	Bituminous coal and lignite surface mining	21	0400000US35	3.2	1190.6	112045.6
27582	35	35	0	New Mexico	212112	Bituminous coal underground mining	21	0400000US35	1.0	0.0	0.0
27583	35	35	0	New Mexico	212221	Gold ore mining	21	0400000US35	2.2	0.0	0.0
27584	35	35	0	New Mexico	212230	Copper, nickel, lead, and zinc mining	21	0400000US35	6.0	0.0	0.0
27585	35	35	0	New Mexico	212234	Copper ore and nickel ore mining	21	0400000US35	4.8	0.0	0.0
27586	35	35	0	New Mexico	212291	Uranium-radium-vanadium ore mining	21	0400000US35	1.0	0.0	0.0
