	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab	emp	payann
0	35	999	Statewide	11	Forest nurseries and gathering of forest products	35	1132	0500000US350010500000US35001	2.0	0.0	0.0
1	35	999	Statewide	11	Hunting and trapping	35	1142	0500000US350490500000US350530500000US35053	3.0	0.0	0.0
2	35	999	Statewide	11	Logging	35	1133	0500000US350010500000US350030500000US350030500000US350060500000US350070500000US350150500000US350270500000US350270500000US350330500000US350330500000US350350500000US350390500000US350390500000US350430500000US350430500000US350450500000US350490500000US350490500000US350530500000US350570500000US35057	37.75	18.375	1298.75
3	35	999	Statewide	11	Support activities for animal production	35	1152	0500000US350010500000US350010500000US350030500000US350050500000US350050500000US350060500000US350060500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350270500000US350270500000US350390500000US350390500000US350410500000US350430500000US350430500000US350470500000US350470500000US350490500000US350490500000US350530500000US350530500000US35057	63.916666666666664	50.75	1695.7916666666667
4	35	999	Statewide	11	Support activities for crop production	35	1151	0500000US350010500000US350010500000US350050500000US350050500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350210500000US350210500000US350250500000US350290500000US350290500000US350390500000US350390500000US350410500000US350410500000US350450500000US350450500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US35061	75.6	220.325	9813.95
5	35	999	Statewide	11	Support activities for forestry	35	1153	0500000US350010500000US350010500000US350050500000US350050500000US350090500000US350090500000US350150500000US350150500000US350170500000US350170500000US350230500000US350230500000US350330500000US350350500000US350350500000US350390500000US350430500000US350430500000US350490500000US350490500000US350510500000US350510500000US350550500000US350550500000US350610500000US35061	35.833333333333336	3.625	163.625
6	35	999	Statewide	21	Coal mining	35	2121	0500000US350060500000US350060500000US350310500000US350450500000US350450500000US35055	9.125	500.375	47983.75
7	35	999	Statewide	21	Metal ore mining	35	2122	0500000US350010500000US350010500000US350170500000US350170500000US350230500000US350310500000US350310500000US350550500000US35055	19.125	465.25	34532.875
8	35	999	Statewide	21	Nonmetallic mineral mining and quarrying	35	2123	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350070500000US350070500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350250500000US350250500000US350290500000US350290500000US350310500000US350310500000US350330500000US350350500000US350350500000US350390500000US350390500000US350430500000US350430500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350610500000US35061	75.39285714285714	300.7321428571429	23774.392857142855
9	35	999	Statewide	21	Oil and gas extraction	35	2111	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350150500000US350150500000US350250500000US350250500000US350270500000US350290500000US350290500000US350370500000US350370500000US350430500000US350430500000US350450500000US350450500000US350490500000US350490500000US350590500000US350590500000US350610500000US35061	314.89285714285717	5739.785714285715	549620.75
10	35	999	Statewide	21	Support activities for mining	35	2131	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350060500000US350070500000US350070500000US350130500000US350130500000US350150500000US350150500000US350170500000US350250500000US350250500000US350270500000US350270500000US350280500000US350350500000US350350500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350490500000US350490500000US350570500000US350570500000US350610500000US35061	968.9345238095239	19200.535714285714	1307355.8035714286
11	35	999	Statewide	22	Electric power generation, transmission and distribution	35	2211	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350230500000US350230500000US350250500000US350250500000US350270500000US350270500000US350280500000US350280500000US350290500000US350290500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	184.61190476190475	1038.1654761904763	106855.68452380953
12	35	999	Statewide	22	Natural gas distribution	35	2212	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350250500000US350250500000US350270500000US350270500000US350310500000US350310500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350490500000US350490500000US350510500000US350510500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	63.9	164.3	14013.95
13	35	999	Statewide	22	Water, sewage and other systems	35	2213	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350230500000US350230500000US350250500000US350270500000US350270500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350610500000US35061	232.9857142857143	698.9678571428572	26730.553571428572
14	35	999	Statewide	23	Building equipment contractors	35	2382	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350230500000US350230500000US350250500000US350250500000US350270500000US350270500000US350280500000US350280500000US350290500000US350290500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	2489.125	22240.75	1036505.625
15	35	999	Statewide	23	Building finishing contractors	35	2383	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350070500000US350070500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350250500000US350250500000US350270500000US350270500000US350280500000US350280500000US350290500000US350290500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350490500000US350490500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	1089.1738095238095	7076.092857142858	243700.79642857143
16	35	999	Statewide	23	Foundation, structure, and building exterior contractors	35	2381	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350210500000US350250500000US350250500000US350270500000US350270500000US350290500000US350290500000US350310500000US350310500000US350330500000US350350500000US350350500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	1165.0	9595.875	336303.625
17	35	999	Statewide	23	Highway, street, and bridge construction	35	2373	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350250500000US350270500000US350310500000US350310500000US350330500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350430500000US350430500000US350450500000US350450500000US350490500000US350490500000US350510500000US350510500000US350550500000US350550500000US350610500000US35061	148.45833333333334	3241.5	170286.08333333334
18	35	999	Statewide	23	Land subdivision	35	2372	0500000US350010500000US350010500000US350070500000US350070500000US350130500000US350130500000US350130500000US350270500000US350270500000US350310500000US350310500000US350350500000US350350500000US350370500000US350370500000US350430500000US350430500000US350450500000US350450500000US350490500000US350490500000US350510500000US350510500000US350530500000US350550500000US350550500000US350610500000US35061	87.50714285714285	120.05119047619047	7321.8059523809525
19	35	999	Statewide	23	Nonresidential building construction	35	2362	0500000US350010500000US350010500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350230500000US350250500000US350250500000US350270500000US350270500000US350280500000US350280500000US350290500000US350290500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	792.6666666666666	7931.791666666667	401718.2916666667
20	35	999	Statewide	23	Other heavy and civil engineering construction	35	2379	0500000US350010500000US350010500000US350130500000US350290500000US350450500000US350450500000US350510500000US350510500000US350610500000US35061	17.666666666666668	147.0	17755.25
21	35	999	Statewide	23	Other specialty trade contractors	35	2389	0500000US350010500000US350010500000US350030500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350210500000US350230500000US350250500000US350250500000US350270500000US350270500000US350290500000US350290500000US350310500000US350310500000US350330500000US350330500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	860.225	9130.55	436299.2
22	35	999	Statewide	23	Residential building construction	35	2361	0500000US350010500000US350010500000US350030500000US350030500000US350050500000US350050500000US350060500000US350060500000US350070500000US350070500000US350090500000US350090500000US350110500000US350110500000US350130500000US350130500000US350130500000US350150500000US350150500000US350170500000US350170500000US350190500000US350190500000US350230500000US350230500000US350250500000US350250500000US350270500000US350270500000US350280500000US350280500000US350290500000US350290500000US350310500000US350310500000US350350500000US350350500000US350370500000US350370500000US350390500000US350390500000US350410500000US350410500000US350430500000US350430500000US350450500000US350450500000US350470500000US350470500000US350490500000US350490500000US350510500000US350510500000US350530500000US350530500000US350550500000US350550500000US350570500000US350570500000US350590500000US350590500000US350610500000US35061	2056.711904761905	7165.636904761905	276053.98214285716
