"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Willow Spring","https://www.facebook.com/pages/Adams-Vineyard-And-Winery/157209567677328","35.583117","-78.676316","Adams Vineyards","NC","3390 John Adams Road","canned preserved fresh-fruits wine spirits beer hard-cider","","farm","marketing@adamsvineyards.com","27592"
"Stanley","","35.3848569","-81.0885170","Apple Orchard Farm","NC","640 Mariposa Road","eggs honey red-meat non-poultry-meat","","farm","appleorchardfarmnc.com","28164"
"Julian","Barn Door Nursery and Produce","35.9050400","-79.6526990","Barn Door Nursery and Produce","NC","6709 Liberty Road","bedding plants herbs fresh-fruits fresh-vegetables honey nursery-stock wild-harvested forest-products","","farm","","27283"
"Greensboro","https://www.facebook.com/pages/Bernies-Berries/102612806495165","35.958562","-79.880202","Bernies Berries and Produce","NC","6126 Jonquil Drive","fresh-fruits fresh-vegetables honey","","farm","Bernies Berries. com","27407"
"Norwood","","35.2200460","-80.1803630","Berry Busy Farm LLC","NC","8796 Cottonville Road","canned preserved fresh-fruits fresh-vegetables honey","","farm","","28128"
"Sherrills Ford","","35.595735","-81.030019","BirdBrain Ostrich Ranch Inc.","NC","6691 Little Mountain Road","crafts woodworking eggs poultry fowl red-meat non-poultry-meat soap body-care","","farm","www.birdbrainranch.com","28673"
"Gibconville","https://www.facebook.com/pages/Blueberry-Thrill-Farm/553052434714755","36.140093","-79.578009","Blueberry Thrill Farm","NC","6938 Eaglesfield Rd","cut-flowers","","farm","www.blueberrythrillfarm.com ","27249"
"Germanton","https://www.facebook.com/BuffaloCreekFarmAndCreameryLLC","36.256532","-80.237223","Buffalo Creek Farm and Creamery, LLC","NC","3241 Buffalo Creek Farm Road","canned preserved crafts woodworking dairy products eggs herbs honey juices ciders mushrooms nuts red-meat non-poultry-meat soap body-care","https://twitter.com/bcfarmcreamery","farm","http://www.buffalocreekfarmandcreamery.com","27019"
"Pittsboro ","BUSY BEE FARM Pittsboro nc","35.654036","-79.276152","Busy Bee Farm","NC","1092 Dewitt Smith Rd.","fresh-vegetables honey","","farm","chathamcountybeeman@yahoo.com","27312"
"Burlington","https://www.facebook.com/pages/Buttermilk-Creek-Farm/116714891672770","36.2079770","-79.4616800","Buttermilk Creek Farm","NC","1905 Gwyn Road","fresh-fruits","","farm","www.buttermilkcreek.net","27217"
"cedar Grove","https://www.facebook.com/CaptainJohnSPopesFarm","36.1987310","-79.1657420","Captain John's Lamb LLC","NC","6909 Efland-Cedar Grove Rd","","","farm","http://www.dorperscedargrovenc.com/",""
"Salisbury","","35.663271","-80.574481","Cauble Creek Vineyard","NC","700 Cauble Farm Road","fresh-fruits juices ciders nuts soap body-care wine spirits beer hard-cider","","farm","www.caublecreekvineyard.com","28147"
"Liberty","","35.897453","-79.550016","Cedar View Farm","NC","7466 Richland Church Road","fresh-fruits fresh-vegetables honey","","farm","7466 Richland Ch. RD.","27298"
"Pittsboro","Cohen Farm","35.826227","-79.327858","Cohen Farm","NC","688 Van Thomas Rd","dry beans eggs","","farm","www.cohenfarm.com","27312"
"Maple","www.facebook.com/coinjockcreek","36.411586","-76.011026","Coinjock Creek Farms","NC","194 Maple Road","eggs fresh-fruits fresh-vegetables","www.twitter.com/coinjockcreek","farm","www.coinjockcreek.com/","27956"
"Selma","Creekside Farm","35.6856420","-78.2991790","Creekside Farm","NC","300 Pine Tree Road","canned preserved fresh-fruits fresh-vegetables honey juices ciders","","farm","www.creeksidefarmberries.com","27576"
