	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
1	1	999	Statewide	11	Crop harvesting, primarily by machine	1	115113	2.0	1.0
2	1	999	Statewide	11	Farm labor contractors and crew leaders	1	115115	5.0	1.6
7	1	999	Statewide	11	Other marine fishing	1	114119	1.0	1.0
14	1	999	Statewide	21	All other metal ore mining	1	212299	5.0	2.4
18	1	999	Statewide	21	Clay and ceramic and refractory minerals mining	1	212325	6.0	3.0
24	1	999	Statewide	21	Dimension stone mining and quarrying	1	212311	1.0	1.0
26	1	999	Statewide	21	Gold ore mining	1	212221	2.0	1.0
30	1	999	Statewide	21	Potash, soda, and borate mineral mining	1	212391	1.0	1.0
32	1	999	Statewide	21	Support activities for metal mining	1	213114	3.0	2.2
36	1	999	Statewide	22	Electric bulk power transmission and control	1	221121	21.5	9.0
41	1	999	Statewide	22	Nuclear electric power generation	1	221113	4.0	2.0
42	1	999	Statewide	22	Other electric power generation	1	221118	5.0	2.2
44	1	999	Statewide	22	Solar electric power generation	1	221114	1.0	1.0
45	1	999	Statewide	22	Steam and air-conditioning supply	1	221330	2.0	1.0
83	1	999	Statewide	31	Bottled water manufacturing	1	312112	2.0	1.0
86	1	999	Statewide	31	Cane sugar manufacturing	1	311314	5.0	2.8
88	1	999	Statewide	31	Cheese manufacturing	1	311513	6.0	2.4
92	1	999	Statewide	31	Cookie and cracker manufacturing	1	311821	5.0	2.3333333333333335
96	1	999	Statewide	31	Dog and cat food manufacturing	1	311111	9.0	4.222222222222222
97	1	999	Statewide	31	Dried and dehydrated food manufacturing	1	311423	2.0	1.0
98	1	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	1	311824	6.0	2.6
99	1	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	1	311514	2.0	1.0
100	1	999	Statewide	31	Fabric coating mills	1	313320	3.0	1.2
101	1	999	Statewide	31	Fats and oils refining and blending	1	311225	3.0	1.4
103	1	999	Statewide	31	Flavoring syrup and concentrate manufacturing	1	311930	2.75	1.6
105	1	999	Statewide	31	Fluid milk manufacturing	1	311511	4.0	1.8
106	1	999	Statewide	31	Footwear manufacturing	1	316210	1.0	1.0
107	1	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	1	311813	2.0	1.0
108	1	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	1	311411	2.0	1.0
109	1	999	Statewide	31	Frozen specialty food manufacturing	1	311412	4.0	1.6
112	1	999	Statewide	31	Ice cream and frozen dessert manufacturing	1	311520	7.0	3.4444444444444446
114	1	999	Statewide	31	Knit fabric mills	1	313240	3.0	1.4
115	1	999	Statewide	31	Leather and hide tanning and finishing	1	316110	3.0	1.6
120	1	999	Statewide	31	Nonchocolate confectionery manufacturing	1	311340	4.0	1.4
121	1	999	Statewide	31	Nonwoven fabric mills	1	313230	4.0	2.0
124	1	999	Statewide	31	Other snack food manufacturing	1	311919	3.0	1.2
125	1	999	Statewide	31	Perishable prepared food manufacturing	1	311991	5.0	2.3333333333333335
137	1	999	Statewide	31	Tobacco manufacturing	1	312230	3.0	1.4
138	1	999	Statewide	31	Tortilla manufacturing	1	311830	2.0	1.0
140	1	999	Statewide	31	Women's handbag and purse manufacturing	1	316992	2.0	1.0
142	1	999	Statewide	32	Abrasive product manufacturing	1	327910	7.0	3.6666666666666665
145	1	999	Statewide	32	All other converted paper product manufacturing	1	322299	8.666666666666666	3.7777777777777777
169	1	999	Statewide	32	Explosives manufacturing	1	325920	4.0	2.0
172	1	999	Statewide	32	Glass container manufacturing	1	327213	1.0	1.0
175	1	999	Statewide	32	Gypsum product manufacturing	1	327420	5.0	1.8
188	1	999	Statewide	32	Other pressed and blown glass and glassware manufacturing	1	327212	5.0	2.4
193	1	999	Statewide	32	Pesticide and other agricultural chemical manufacturing	1	325320	4.0	1.6
194	1	999	Statewide	32	Petrochemical manufacturing	1	325110	2.0	1.0
195	1	999	Statewide	32	Petroleum lubricating oil and grease manufacturing	1	324191	4.0	2.0
199	1	999	Statewide	32	Photographic film, paper, plate, and chemical manufacturing	1	325992	4.0	2.0
211	1	999	Statewide	32	Pulp mills	1	322110	5.0	2.6
217	1	999	Statewide	32	Soap and other detergent manufacturing	1	325611	10.0	4.666666666666667
219	1	999	Statewide	32	Stationery product manufacturing	1	322230	4.0	1.6
221	1	999	Statewide	32	Surface active agent manufacturing	1	325613	4.0	2.0
222	1	999	Statewide	32	Synthetic dye and pigment manufacturing	1	325130	2.0	1.0
223	1	999	Statewide	32	Synthetic rubber manufacturing	1	325212	2.0	1.0
224	1	999	Statewide	32	Tire manufacturing (except retreading)	1	326211	11.25	4.444444444444445
226	1	999	Statewide	32	Toilet preparation manufacturing	1	325620	7.0	4.444444444444445
245	1	999	Statewide	33	Ammunition (except small arms) manufacturing	1	332993	2.0	1.0
247	1	999	Statewide	33	Audio and video equipment manufacturing	1	334310	1.0	1.0
249	1	999	Statewide	33	Automobile manufacturing	1	336111	4.0	2.0
250	1	999	Statewide	33	Ball and roller bearing manufacturing	1	332991	4.0	2.0
251	1	999	Statewide	33	Bare printed circuit board manufacturing	1	334412	1.0	1.0
260	1	999	Statewide	33	Computer storage device manufacturing	1	334112	4.0	2.0
269	1	999	Statewide	33	Dental equipment and supplies manufacturing	1	339114	14.0	4.666666666666667
271	1	999	Statewide	33	Doll, toy, and game manufacturing	1	339930	4.333333333333333	2.0
273	1	999	Statewide	33	Electronic computer manufacturing	1	334111	6.0	2.4
275	1	999	Statewide	33	Elevator and moving stairway manufacturing	1	333921	5.0	2.2
279	1	999	Statewide	33	Fastener, button, needle, and pin manufacturing	1	339993	5.0	1.6
280	1	999	Statewide	33	Fiber optic cable manufacturing	1	335921	2.0	1.0
282	1	999	Statewide	33	Fluid power pump and motor manufacturing	1	333996	4.5	2.6666666666666665
283	1	999	Statewide	33	Fluid power valve and hose fitting manufacturing	1	332912	4.0	2.0
287	1	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	1	336415	2.0	1.0
290	1	999	Statewide	33	Heavy duty truck manufacturing	1	336120	2.0	2.0
292	1	999	Statewide	33	Household refrigerator and home freezer manufacturing	1	335222	2.0	1.0
301	1	999	Statewide	33	Iron and steel forging	1	332111	5.0	2.6666666666666665
305	1	999	Statewide	33	Irradiation apparatus manufacturing	1	334517	5.0	1.8
308	1	999	Statewide	33	Light truck and utility vehicle manufacturing	1	336112	8.0	3.8
312	1	999	Statewide	33	Measuring and dispensing pump manufacturing	1	333913	2.0	1.0
314	1	999	Statewide	33	Metal can manufacturing	1	332431	4.0	2.0
323	1	999	Statewide	33	Mining machinery and equipment manufacturing	1	333131	3.0	1.4
325	1	999	Statewide	33	Motor home manufacturing	1	336213	5.0	2.4
329	1	999	Statewide	33	Motor vehicle gasoline engine and engine parts manufacturing	1	336310	14.5	7.0
335	1	999	Statewide	33	Musical instrument manufacturing	1	339992	1.0	1.0
336	1	999	Statewide	33	Noncurrent-carrying wiring device manufacturing	1	335932	14.0	5.333333333333333
337	1	999	Statewide	33	Nonferrous forging	1	332112	1.0	1.0
342	1	999	Statewide	33	Office furniture (except wood) manufacturing	1	337214	4.0	1.6
344	1	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	1	333132	4.0	2.0
351	1	999	Statewide	33	Other communication and energy wire manufacturing	1	335929	2.0	1.0
356	1	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	1	336419	4.0	1.8
358	1	999	Statewide	33	Other lighting equipment manufacturing	1	335129	8.0	3.2222222222222223
359	1	999	Statewide	33	Other major household appliance manufacturing	1	335228	2.0	1.0
360	1	999	Statewide	33	Other measuring and controlling device manufacturing	1	334519	10.25	3.7777777777777777
364	1	999	Statewide	33	Other nonferrous metal foundries (except die-casting)	1	331529	4.0	1.8
369	1	999	Statewide	33	Plumbing fixture fitting and trim manufacturing	1	332913	1.0	1.0
370	1	999	Statewide	33	Powder metallurgy part manufacturing	1	332117	2.0	1.0
375	1	999	Statewide	33	Primary battery manufacturing	1	335912	2.0	1.0
377	1	999	Statewide	33	Printing machinery and equipment manufacturing	1	333244	5.0	1.6
387	1	999	Statewide	33	Scale and balance manufacturing	1	333997	4.0	2.0
391	1	999	Statewide	33	Semiconductor and related device manufacturing	1	334413	6.0	2.6
392	1	999	Statewide	33	Semiconductor machinery manufacturing	1	333242	2.0	1.0
398	1	999	Statewide	33	Small arms, ordnance, and ordnance accessories manufacturing	1	332994	9.0	3.4444444444444446
399	1	999	Statewide	33	Small electrical appliance manufacturing	1	335210	2.333333333333333	1.25
404	1	999	Statewide	33	Spring manufacturing	1	332613	6.0	3.0
406	1	999	Statewide	33	Steel investment foundries	1	331512	2.0	1.0
407	1	999	Statewide	33	Steel wire drawing	1	331222	9.5	3.5555555555555554
408	1	999	Statewide	33	Storage battery manufacturing	1	335911	2.0	1.0
412	1	999	Statewide	33	Telephone apparatus manufacturing	1	334210	6.0	3.0
413	1	999	Statewide	33	Totalizing fluid meter and counting device manufacturing	1	334514	5.0	2.6666666666666665
416	1	999	Statewide	33	Turbine and turbine generator set units manufacturing	1	333611	4.0	2.0
553	1	999	Statewide	45	Electronic auctions	1	454112	6.0	3.0
563	1	999	Statewide	45	News dealers and newsstands	1	451212	9.25	3.8
574	1	999	Statewide	48	Air traffic control	1	488111	4.0	2.0
580	1	999	Statewide	48	Coastal and great lakes passenger transportation	1	483114	2.0	1.0
581	1	999	Statewide	48	Deep sea freight transportation	1	483111	7.5	3.0
582	1	999	Statewide	48	Deep sea passenger transportation	1	483112	1.0	1.0
594	1	999	Statewide	48	Nonscheduled chartered freight air transportation	1	481212	1.0	1.0
608	1	999	Statewide	48	Scheduled freight air transportation	1	481112	7.0	3.0
627	1	999	Statewide	51	Cable and other subscription programming	1	515210	6.0	2.6
631	1	999	Statewide	51	Greeting card publishers	1	511191	2.0	1.0
632	1	999	Statewide	51	Integrated record production\/distribution	1	512220	2.0	1.0
638	1	999	Statewide	51	News syndicates	1	519110	7.0	3.111111111111111
640	1	999	Statewide	51	Other motion picture and video industries	1	512199	1.0	1.0
641	1	999	Statewide	51	Other sound recording industries	1	512290	5.0	1.8
645	1	999	Statewide	51	Record production	1	512210	1.0	1.0
650	1	999	Statewide	51	Teleproduction and other postproduction services	1	512191	9.5	5.222222222222222
663	1	999	Statewide	52	Credit card issuing	1	522210	7.75	2.7777777777777777
671	1	999	Statewide	52	International trade financing	1	522293	1.0	1.0
676	1	999	Statewide	52	Monetary authorities - central bank	1	521110	2.0	1.0
678	1	999	Statewide	52	Open-end investment funds	1	525910	1.0	1.0
680	1	999	Statewide	52	Other depository credit intermediation	1	522190	16.0	16.0
687	1	999	Statewide	52	Secondary market financing	1	522294	1.0	1.0
722	1	999	Statewide	54	Advertising material distribution services	1	541870	6.0	2.0
810	1	999	Statewide	56	Solid waste combustors and incinerators	1	562213	2.0	1.0
820	1	999	Statewide	61	Business and secretarial schools	1	611410	2.0	1.0
830	1	999	Statewide	61	Language schools	1	611630	2.0	1.0
877	1	999	Statewide	71	Casinos (except casino hotels)	1	713210	1.0	1.0
899	1	999	Statewide	72	Casino hotels	1	721120	2.0	2.2857142857142856
943	1	999	Statewide	81	One-hour photofinishing	1	812922	2.0	1.0
953	1	999	Statewide	81	Photofinishing laboratories (except one-hour)	1	812921	6.0	2.6
