Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Apr 15th, 2022",farmersmarket_301697_69_20220415151346.png,301697,FRESHFARM Columbia Heights (Saturday) ,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"Park Rd NW & 14th St NW, Washington, DC 20010, USA",District of Columbia,Washington,Park Road Northwest & 14th Street Northwest,20010,-77.03274619999999,38.9302925,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Fish/seafood, Mushrooms, Prepared foods"
farmers market,"Apr 15th, 2022",farmersmarket_301699_69_20220415154009.png,301699,FRESHFARM Dupont Circle (Sunday),"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"1600 20th St NW, Washington, DC 20009, USA",District of Columbia,Washington,1600 20th Street Northwest,20009,-77.04520099999999,38.91129249999999,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Apr 15th, 2022",farmersmarket_301701_69_20220415162130.png,301701,FRESHFARM Foggy Bottom,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"901 23rd St NW, Washington, DC 20052, USA",District of Columbia,Washington,901 23rd Street Northwest,20052,-77.0505776,38.9004805,04/06/2022 to 11/23/2022,"Fresh fruits, Fresh vegetables, Baked goods, Coffee/tea, Mushrooms"
farmers market,"Apr 15th, 2022",farmersmarket_301702_69_20220415162808.png,301702,FRESHFARM H St NE,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"800 13th St NE, Washington, DC 20002, USA",District of Columbia,Washington,800 13th Street Northeast,20002,-76.98839029999999,38.9007086,04/02/2022 to 12/24/2022,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Mushrooms, Prepared foods, Red/other non-poultry meat and products, Wine, spirits, beer, hard cider"
farmers market,"Apr 18th, 2022",farmersmarket_301705_69_20220418165443.png,301705,FRESHFARM Monroe Street ,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"716 Monroe St NE, Washington, DC 20017, USA",District of Columbia,Washington,716 Monroe Street Northeast,20017,-76.994985,38.9323776,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Fish/seafood, Mushrooms, Prepared foods, Wine, spirits, beer, hard cider"
farmers market,"Apr 18th, 2022",farmersmarket_301708_69_20220418170738.png,301708,FRESHFARM Mount Vernon Triangle,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.
",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"499 I St NW, Washington, DC 20001, USA",District of Columbia,Washington,499 I Street Northwest,20001,-77.0190138,38.90138630000001,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Eggs, Mushrooms, Pet food, Poultry/fowl meat and products, Red/other non-poultry meat and products, Wine, spirits, beer, hard cider"
farmers market,"Apr 18th, 2022",farmersmarket_301711_69_20220418180036.png,301711,FRESHFARM Penn Quarter,"FRESHFARM is a nonprofit based in Washington, DC, that works to create a more resilient, equitable, and sustainable food future. For 25 years, we have operated producer-only farmers markets in DC, Maryland, and Virginia. Our farmers market network is the third-largest in the country and the largest in the Mid-Atlantic region, providing economic opportunity to a network of 250 Mid-Atlantic farmers and producers and a community space to restore the vital connections in our local food systems.",FRESHFARM Markets,markets@ffm.org,,https://www.freshfarm.org/,https://www.facebook.com/freshfarmdc/,https://twitter.com/FRESHFARMDC,https://www.instagram.com/freshfarmdc/,,,,"801 F St NW Washington, DC 20004",District of Columbia,Washington,801 F St NW,20004,-77.0251511,38.8974361,04/07/2022 to 11/17/2022,"Fresh fruits, Fresh vegetables, Baked goods, Coffee/tea, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Wine, spirits, beer, hard cider"
farmers market,"Aug 6th, 2020",default-farmersmarket-4-3.jpg,300575,FRESHFARM Dupont Market,,molly Scalise,molly@freshfarm.org,2023628889,1380 Monroe St NW #605,https://www.facebook.com/freshfarmdc,https://twitter.com/FRESHFARMDC,,,https://www.youtube.com/channel/UCKUcsUpWJ8f7YK0nwMklZXw/videos,,"1624 20th St NW , Washington, District of Columbia 20009",District of Columbia,Washington,1624 20th St NW,20009,-77.044967,38.911806,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Feb 3rd, 2021",default-farmersmarket-4-3.jpg,301006,Cleveland Park Farmers Market,,Mary Ellen Koontz,cpfarmermarket@districtbridges.org,7178739607,clevelandparkmainstreet.org,https://www.facebook.com/CleParkMainStDC,,,,,,"3400 Connecticut Ave NW, Washington, DC 20008, Washington , District of Columbia 20008",District of Columbia,Washington,3400 Connecticut Ave NW,20008,-77.058379,38.934817,April to December,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Honey, Maple products, Prepared foods, Soap/body care products"
farmers market,"Jan 4th, 2021",default-farmersmarket-4-3.jpg,300645,Mount Pleasant Farmers' Market,,Robert Frazier,Manager@MtPFM.org,2026433010,MtPFM.org,facebook.com/MtPFarMar,twitter.com/mtpfarmermarket,,,,,"3200 Mt. Pleasant St NW , Washington, District of Columbia 20010",District of Columbia,Washington,3200 Mt. Pleasant St NW,20010,-77.038675,38.931518,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products"
