"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Belleview","www.facebook.com/pages/Abshier-Blueberry-Farm/295455157137236pages/Abshier-Blueberry-Farm/295455157137236","29.0533560","-82.0817510","Abshier Blueberry Farm","FL","3960 SE 115th Street","","","farm","Www.abshierblueberryfarm.com","34420"
"Plant City","https://www.facebook.com/AbundantGardensPlantCity/","28.0394270","-82.1347270","Abundant Gardens","FL","1211 W. Terrace Dr","bedding plants canned preserved coffee tea crafts woodworking nursery-stock","","farm","https://www.abundantgardens.net/","33563"
"Brooksville","","28.481463","-82.387655","Al and MLiss Grissom","FL","3261 Endsley Road","honey","","farm","","34604"
"Crescent City","","29.422782","-81.577329","Allison Family Farm LLC.","FL","124 Diamond Lake Lane","eggs fresh-fruits nursery-stock poultry fowl","","farm","http://allisonfamilyfarm.com/","32112"
"Yalaha","https://www.facebook.com/pages/Aquaponic-Lynx-LLC/120267698035287?ref=hl","28.737419","-81.807912","Aquaponic Lynx LLC","FL","8748 Guava St","fish seafood fresh-vegetables","","farm","http://www.aquaponiclynx.com/","34797"
"baker","","30.8061770","-86.6730810","Baker U-Pick Blueberries","FL","5949 Dairy Road","","","farm","",""
"Brooksville","https://www.facebook.com/pages/Beasley-Farms/246402592050005?fref=ts","28.5530743","-82.3380549","Beasley Farm of Brooksville","FL","10137 Preston Rd. just off Mondon Hill Road","fresh-vegetables","","farm","beasleyfarmbrooksville.blogspot.com or Beasley Farm facebook","34601"
"Myakka Head","BellaBlue Berry Farm","27.459539","-82.096539","Bellablue Berry Farm","FL","43405 State Road 64 East","canned preserved honey nursery-stock","","farm","www.bellablueberryfarm.com","34251"
"Davie ","https://www.facebook.com/pages/Benders-Tropical-Grove/119092214773666","26.081398","-80.346566","Bender's Tropical Grove","FL","14800 sw 31st ct","fresh-fruits nursery-stock","https://www.twitter.com/bendersgrove","farm","Bendersgrove.com","33331"
"Plant City","","28.065417","-82.232089","Big Bear Farms, Inc.","FL","7606 Kinard Rd.","","","farm","BIGBEARFARMS.MYSITE.COM","33565"
"Crescent City","https://www.facebook.com/pages/Blueberry-Hill-Farm/353380774779857","29.442212","-81.571514","Blueberry Hill Farm Inc.","FL","1522 CR 308","","","farm","","32112"
"Bronson","","29.531500","-82.652593","Brads Organic Blueberries","FL","7450 Ne 135th Street","","","farm","","32621"
"Brooksville","","28.5061180","-82.2828490","Bramble Bush Farm","FL","27400 Old Trilby Road","","","farm","","34602"
"Orlando","www.facebook.com/thebrookhollowfarm","28.577967","-81.501306","Brook Hollow Hydroponics Strawberry Farm","FL","8505 Silver Star Road","fresh-fruits fresh-vegetables","","farm","www.thebrookhollowfarm.com","32818"
"Oxford","https://www.facebook.com/pages/Browns-Country-Market/162179200496592","28.9490610","-82.0375700","Brown's Country Market","FL","13992 North U.S. 301","baked-goods canned preserved dairy products herbs grains flour honey juices ciders maple-products prepared-foods red-meat non-poultry-meat","","farm","http://www.brownandbrownfarms.com/browns-country-market","34484"
"Altoona","","29.041259","-81.619253","Butthead Farm","FL","20335 Snipe Rd","baked-goods canned preserved crafts woodworking dairy products dry beans eggs herbs nuts pet-food soap body-care","","farm","https://www.thebuttheadsoapcompany.com/","32702"
"Trenton","https://www.facebook.com/carltonmyerspersimmon","29.5425110","-82.7505810","Carlton Myers Nursery and Orchard","FL","14451 NE County Road 339","fresh-fruits nursery-stock","","farm","","32693"
"Indiantown","www.facebook.com/colabfarms","27.047453","-80.477947","CoLab Farms","FL","12951 SW Paddock Dr","canned preserved eggs fresh-fruits fresh-vegetables honey","","farm","www.colabfarms.com","34956"
"Naples","","26.1420358","-81.7948103","Colusa Farms","FL","","herbs fresh-vegetables mushrooms soap body-care","","farm","www.colusafarms.com",""
"Fort Lauderdale","https://www.facebook.com/pages/Criswell-Farms-LLC/1375826332671388?fref=ts","26.1225240","-80.1495294","Criswell Farms","FL","24 NW 6th Avenue","herbs fresh-vegetables nursery-stock","","farm","","33311"
"Ponce De Leon","","30.703488","-85.875196","Cypress Cattle and Produce","FL","2980 R.M. Ward Road","","","farm","www.cypresscattle.com","32455"
"Seffner","","28.013423","-82.255264","D&K Upick Blueberries","FL","1615 U.s. Highway 92 East","honey","","farm","","33584"
"Fort Myers","https://facebook.com/eastforkcreekfarm","26.516756","-81.868391","East Fork Creek, Inc.","FL","6901 Hendry Creek Drive","baked-goods cut-flowers eggs fresh-fruits fresh-vegetables honey nursery-stock nuts","","farm","https://eastforkcreek.com/","33908"
"Jacksonville ","Http://Facebook.com/edengardensjax","30.408552","-81.811935","Eden Gardens Jax","FL","9179 Garden St","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey","","farm","Https://edengardensjax.org","32219"
"Oviedo","","28.6241510","-81.1614990","Fresh Start Farm Inc","FL","2331 Red Ember Road","canned preserved fresh-fruits fresh-vegetables honey","","farm","","32765"
"Wesley Chapel","","28.2494100","-82.3826890","Genes Patch","FL","6381 Tulip Drive","","","farm","","33544"
"Plant City","","27.9509030","-82.1659740","Glovers Blueberries","FL","4612 S. Calhoun Road","","","farm","stanair@aol.com","33567"
"Tallahassee","","30.528972","-83.995597","Goat First Network:Mahan Farms Enterperises","FL","16824 Mahan Drive","baked-goods canned preserved dairy products eggs fresh-vegetables","","farm","goatfirstnetwork.com","32309"
"Moore Haven ","www.Facebook.com/GDMeatPlant","26.7822802","-81.0820604","Gray's and Danny's Meat Plant","FL","29513 US Highway 27th Moore Haven, FL","red-meat non-poultry-meat","","farm","http://www.GDMeatPlant.com/","33471"
"Gainesville","https://www.facebook.com/greattastingpigs","29.806093","-82.382328","Great Tasting Pigs","FL","16323 NW 37 Dr","eggs","","farm","greattastingpigs.com","32609"
"Monticello","GreenMeadowsFarm","30.532259","-83.926417","Green Meadows Farm","FL","177 East Bluebird Road","fresh-fruits","","farm","localharvest.org/greenmeadowsfarm","32344"
"Dade CIty","","28.420417","-82.302178","Hancock Groves","FL","31107 Blanton Road","canned preserved fresh-fruits honey juices ciders","","farm","","33523"
"Plant City","https://www.facebook.com/hardypalmtrees","28.0325360","-82.1195750","Hardy Farms LLC","FL","2102 N Shannon Ave","nursery-stock","","farm","www.hardypalmtrees.com","33563"
"Christmas","www.facebook.com/hocfarms","28.574788","-81.057472","Heart of Christmas Farms LLC","FL","21310 Fort Christmas Rd","canned preserved coffee tea dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders mushrooms nuts pet-food red-meat non-poultry-meat tofu non-animal protein","","farm","www.hocfarms.com","32709"
"Summerfield","Heirloom Countryfarms","28.991447","-82.089987","Heirloom Country Farms","FL","15880 SE 36th Ave","eggs herbs fresh-fruits fresh-vegetables pet-food poultry fowl red-meat non-poultry-meat","Heirloom Cntry Farms","farm","www.heirloomcountryfarms.com","34491"
"Lithia","","","","Herbs Erbs & Teas","FL","15433 Cr 39 South","","","farm","www.fortlonesome.org","33547"
"Tallahassee ","https://www.facebook.com/pages/Hiamonee-Farms/172018742823967?ref=bookmarks","30.640816","-84.282286","Hiamonee Farms","FL","13170 N. Meridian Rd.","fresh-fruits nursery-stock nuts","","farm","","32312"
