	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	12	999	Statewide	11	Cotton ginning	12	115111	2.0	2.0
17	12	999	Statewide	21	Bituminous coal and lignite surface mining	12	212111	4.0	1.75
18	12	999	Statewide	21	Bituminous coal underground mining	12	212112	1.0	1.0
19	12	999	Statewide	21	Clay and ceramic and refractory minerals mining	12	212325	2.0	2.0
22	12	999	Statewide	21	Crushed and broken granite mining and quarrying	12	212313	14.5	4.2
28	12	999	Statewide	21	Iron ore mining	12	212210	1.0	1.0
29	12	999	Statewide	21	Lead ore and zinc ore mining	12	212231	2.0	1.3333333333333333
30	12	999	Statewide	21	Natural gas liquid extraction	12	211112	3.0	1.8
31	12	999	Statewide	21	Other chemical and fertilizer mineral mining	12	212393	1.0	1.0
33	12	999	Statewide	21	Phosphate rock mining	12	212392	10.6	8.4
35	12	999	Statewide	21	Support activities for coal mining	12	213113	4.0	2.2
39	12	999	Statewide	22	Biomass electric power generation	12	221117	1.0	1.0
99	12	999	Statewide	31	Creamery butter manufacturing	12	311512	2.0	1.2
118	12	999	Statewide	31	Hosiery and sock mills	12	315110	4.0	1.8
123	12	999	Statewide	31	Malt manufacturing	12	311213	1.0	1.0
143	12	999	Statewide	31	Soybean and other oilseed processing	12	311224	2.0	1.0
144	12	999	Statewide	31	Specialty canning	12	311422	4.0	2.4
150	12	999	Statewide	31	Wet corn milling	12	311221	1.0	1.0
179	12	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	12	325194	2.0	1.2
180	12	999	Statewide	32	Engineered wood member (except truss) manufacturing	12	321213	3.0	1.6
181	12	999	Statewide	32	Ethyl alcohol manufacturing	12	325193	3.0	1.4
186	12	999	Statewide	32	Glass container manufacturing	12	327213	5.0	3.4
194	12	999	Statewide	32	Lime manufacturing	12	327410	3.0	3.0
207	12	999	Statewide	32	Paperboard mills	12	322130	3.0	3.0
209	12	999	Statewide	32	Petrochemical manufacturing	12	325110	1.0	1.0
211	12	999	Statewide	32	Petroleum refineries	12	324110	4.0	1.5
213	12	999	Statewide	32	Phosphatic fertilizer manufacturing	12	325312	8.6	8.4
234	12	999	Statewide	32	Softwood veneer and plywood manufacturing	12	321212	4.0	2.4
237	12	999	Statewide	32	Surface active agent manufacturing	12	325613	3.4	3.2
238	12	999	Statewide	32	Synthetic dye and pigment manufacturing	12	325130	4.0	2.2
240	12	999	Statewide	32	Tire manufacturing (except retreading)	12	326211	4.0	2.4
278	12	999	Statewide	33	Computer storage device manufacturing	12	334112	4.0	2.2
302	12	999	Statewide	33	Fluid power pump and motor manufacturing	12	333996	3.0	2.2
306	12	999	Statewide	33	Guided missile and space vehicle manufacturing	12	336414	3.0	3.0
307	12	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	12	336415	1.0	1.0
313	12	999	Statewide	33	Household laundry equipment manufacturing	12	335224	3.0	1.5
326	12	999	Statewide	33	Iron foundries	12	331511	5.8	5.8
334	12	999	Statewide	33	Measuring and dispensing pump manufacturing	12	333913	2.0	2.0
347	12	999	Statewide	33	Motor home manufacturing	12	336213	4.0	2.4
358	12	999	Statewide	33	Noncurrent-carrying wiring device manufacturing	12	335932	3.2	3.2
359	12	999	Statewide	33	Nonferrous forging	12	332112	1.0	1.0
361	12	999	Statewide	33	Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying	12	331491	8.2	5.8
366	12	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	12	333132	8.05	7.0
378	12	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	12	336419	5.2	4.0
381	12	999	Statewide	33	Other major household appliance manufacturing	12	335228	2.0	1.5
392	12	999	Statewide	33	Powder metallurgy part manufacturing	12	332117	5.0	2.0
410	12	999	Statewide	33	Scale and balance manufacturing	12	333997	4.0	3.2
412	12	999	Statewide	33	Secondary smelting and alloying of aluminum	12	331314	7.0	4.6
428	12	999	Statewide	33	Steel foundries (except investment)	12	331513	4.0	2.0
429	12	999	Statewide	33	Steel investment foundries	12	331512	1.0	1.0
584	12	999	Statewide	48	Air traffic control	12	488111	27.4	26.2
585	12	999	Statewide	48	All other pipeline transportation	12	486990	4.4	2.8
592	12	999	Statewide	48	Commuter rail systems	12	485112	4.0	2.4
604	12	999	Statewide	48	Mixed mode transit systems	12	485111	6.0	2.6
690	12	999	Statewide	52	Monetary authorities - central bank	12	521110	2.0	2.0
901	12	999	Statewide	71	Skiing facilities	12	713920	3.0	2.2
908	12	999	Statewide	72	Casino hotels	12	721120	9.8	6.2
