	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	7.142857142857142	670.0	1.0	7.142857142857142	670.0	1.0
1	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	7.142857142857142	670.0	1.0	1.522222222222222	131.85555555555553	1.0
2	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	0.7166666666666667	16.883333333333333	1.0	7.142857142857142	670.0	1.0
3	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	0.7166666666666667	16.883333333333333	1.0	1.522222222222222	131.85555555555553	1.0
4	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	4.0	9.0	1.0	4.0	9.0	1.0
5	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	4.0	9.0	1.0	-44.0	1.0	1.0
6	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	-44.0	1.0	1.0	4.0	9.0	1.0
7	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	-44.0	1.0	1.0	-44.0	1.0	1.0
8	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
9	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5714285714285714
10	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
11	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5714285714285714
12	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	40.0	1814.0	0.0	40.0	1814.0	0.0
13	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	40.0	1814.0	0.0	42.666666666666664	2132.777777777778	0.4444444444444444
14	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	33.5	2090.0	0.0	40.0	1814.0	0.0
15	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	33.5	2090.0	0.0	42.666666666666664	2132.777777777778	0.4444444444444444
16	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	5.0	249.0	0.0	5.0	249.0	0.0
17	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	5.0	249.0	0.0	9.333333333333334	399.77777777777777	0.6666666666666666
18	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	13.5	544.5	0.5	5.0	249.0	0.0
19	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	13.5	544.5	0.5	9.333333333333334	399.77777777777777	0.6666666666666666
20	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	105.0	4751.0	0.0	105.0	4751.0	0.0
21	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	105.0	4751.0	0.0	141.33333333333334	6507.666666666667	0.4444444444444444
22	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	133.0	6079.75	0.0	105.0	4751.0	0.0
23	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	133.0	6079.75	0.0	141.33333333333334	6507.666666666667	0.4444444444444444
24	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	7.0	527.0	1.0	7.0	527.0	1.0
25	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	7.0	527.0	1.0	13.555555555555555	1133.0	0.4444444444444444
26	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	13.0	1176.75	0.0	7.0	527.0	1.0
27	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	13.0	1176.75	0.0	13.555555555555555	1133.0	0.4444444444444444
28	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	15.11111111111111	926.0	1.0	15.11111111111111	926.0	1.0
29	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	15.11111111111111	926.0	1.0	18.61728395061728	1826.512345679012	1.0
30	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	18.13888888888889	1949.986111111111	1.0	15.11111111111111	926.0	1.0
31	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	18.13888888888889	1949.986111111111	1.0	18.61728395061728	1826.512345679012	1.0
