"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Chaseburg","","43.7134959","-91.1102715","Adoni Arces Family Farm LLC ","WI","S387 Korthals Ln. ","eggs fresh-fruits poultry fowl red-meat non-poultry-meat","","farm","","45621"
"Wisconsin Rapids","https://www.facebook.com/altenburgsfarm","44.419143","-89.738168","Altenburg's Country Gardens LLC","WI","7020 Plover Rd (Hwy. 54 E)","canned preserved fresh-fruits fresh-vegetables maple-products prepared-foods","","farm","http://www.altenburgsfarm.com/","54494"
"DePere","https://www.facebook.com/pages/Apple-Valley-Orchard/117313941615608","44.378637","-88.092893","Apple Valley Orchard LLC","WI","1670 Mar-El Road","baked-goods canned preserved crafts woodworking fresh-fruits juices ciders soap body-care","","farm","AppleValleyLLC.com","54115"
"Cross Plains","upickappleberryfarm.com","43.0421176","-89.6159386","Appleberry Farm LLC","WI","8079 Maurer Road","baked-goods canned preserved crafts woodworking cut-flowers eggs fresh-fruits fresh-vegetables honey juices ciders maple-products prepared-foods soap body-care","","farm","theappleberryfarm.com","53528"
"Campbellsport","https://www.facebook.com/pages/Armstrong-Apples-Orchard-and-Winery/103621803066115","43.707108","-88.199707","Armstrong Apples LLC","WI","W853 County Road B","baked-goods canned preserved dairy products fresh-fruits honey juices ciders soap body-care wine spirits beer hard-cider","","farm","Armstrongapples.com","53010"
"Shell Lake","","45.764247","-91.913566","Bashaw Valley Farm & Greenhouse","WI","W7402 Fox Trail Rd.","bedding plants canned preserved eggs fresh-fruits honey maple-products nursery-stock red-meat non-poultry-meat","","farm","bashawvalley@gmail.com","54871"
"lena ","https://www.facebook.com/Behnkes-Grass-Fed-Beef-And-Pasture-Pork-250614411763880/?fref=ts&ref=br_tf","44.999195","-87.980007","Behnkes Grass Fed Beef & Pasture Pork","WI","4420 Behnke rd","canned preserved fresh-vegetables poultry fowl red-meat non-poultry-meat wild-harvested forest-products","","farm","","54139"
"New Richmond","","45.1486124","-92.3841138","Blue Gentian Farm","WI","1990 Hwy 46","eggs red-meat non-poultry-meat","https://www.twitter.com/bgfarmboy","farm","","54017"
"River Falls","https://www.facebook.com/WIFarmFreshAtlas","44.895888","-92.709957","Blue Ridge Growers Orchard Nursery","WI","246 Carlson Lane","canned preserved crafts woodworking fresh-fruits soap body-care","","farm","www.facebook.com/WIFarmFreshAtlas","54022"
"Bear Creek","","44.5884040","-88.6909960","Blueberry Haven LLC","WI","W9967 County  Road XX","canned preserved fresh-fruits","","farm","BLUEBERRYHAVEN.NET","54922"
"Prescott ","Borner Farm Project","44.751793","-92.789672","Borner Farm Project","WI","1266 Walnut St","baked-goods bedding plants canned preserved cut-flowers eggs fresh-fruits maple-products prepared-foods","","farm","bornerfarmproject.com","54021"
"Clear Lake","http://www.facebook.com/BullBrookKeep","45.2822048","-92.3202280","Bull Brook Keep","WI","765 50th Avenue","","twitter.com/BronxToBarn","farm","http://www.bullbrookkeep.com","54005"
"Fort Atkinson","https://www.facebook.com/busybarnsfarm","42.968651","-88.912620","Busy Barns Adventure Farm LLC","WI","W7675 US Hwy 12","honey prepared-foods","https://twitter.com/busybarnsfarm","farm","https://www.busybarnsfarm.com","53538"
"Elk Mound","","44.872124","-91.677786","Chippewa Valley Produce","WI","E9321 395th Ave","fresh-fruits fresh-vegetables","","farm","","54739"
"Colgate","https://www.facebook.com/CopperKettleFarm","43.1930480","-88.3134342","Copper Kettle Farm LLC","WI","5576 County Road Q","","https://www.twitter.com/copperkfarm","farm","http://www.copperkfarm.com","53017"
"Cochrane","","44.328264","-91.683419","Cowsmo, Inc.","WI","S1843 County Road U","","","farm","www.cowsmocompost.com","54622"
"Westby","https://www.facebook.com/DeepRootedWestby","43.653914","-90.805682","Deep Rooted","WI","E8975 E. Ridge Road","bedding plants canned preserved herbs fresh-vegetables","","farm","http://www.deeprootedorganics.com/","54667"
"Blanchardville","","42.7899850","-89.7915410","Dorothy's Grange LLC","WI","W8707 Sawmill Rd","cut-flowers herbs fresh-vegetables red-meat non-poultry-meat","","farm","dorothysgrange.com","53516"
"Mukwonago","","42.841521","-88.3444","Elegant Farmer","WI","1545 Main Street","","","farm","","53149"
"Leopolis","https://www.facebook.com/elevenmranch","44.778915","-88.873415","ElevenM Ranch","WI","W12426 Paiser Ln","poultry fowl","","farm","elevenmranch.com","54948"
"Fall River","https://www.facebook.com/pages/Englewood-Grass-fed-Beef/102825246458689","43.428831","-89.068339","Englewood Grass-Fed Beef","WI","W1414 County Rd. Z","red-meat non-poultry-meat","","farm","","53932"
"Waukesha","https://www.facebook.com/pages/Field-To-Fork-Farms/444165995616374?ref=hl","43.0159300","-88.1850680","Field to Fork Farm and Market","WI","1500 S Springdale Road","cut-flowers eggs herbs fresh-vegetables poultry fowl red-meat non-poultry-meat","","farm","www.fieldtoforkfarms.com","53186"
"Gilman","Futility Farms","45.216076","-90.795837","Futility Farms LLC","WI","N5100 Webster Lane","poultry fowl red-meat non-poultry-meat","","farm","http://www.futilityfarms.com/","54433"
"Amery","https://www.facebook.com/pages/Glenna-Farms/52322147733?ref=hl","45.397467","-92.408597","Glenna Farms Country Store & Sugarhouse","WI","1333 - 120th Street","canned preserved coffee tea crafts woodworking dairy products fresh-vegetables honey maple-products wine spirits beer hard-cider","https://twitter.com/GlennaFarms1","farm","http://glennafarms.com/","54001"
"Kiel","Golden Bear Farm","43.914557","-87.981956","Golden Bear Farm","WI","15115 Lax Chapel Rd.","red-meat non-poultry-meat","","farm","www.goldenbearfarm.com","53042"
"Osseo","","44.4903959","-91.2514078","Golden Hills Buffalo Farm","WI","N44867 County Road E","poultry fowl","","farm","","54758"
"Milladore","https://www.facebook.com/pages/Good-Earth-Farms/176806359091394","44.6255150","-89.9088330","Good Earth Farms","WI","10431 Mayflower Road","poultry fowl","","farm","www.goodearthfarms.com","54454"
"Humbird","https://www.facebook.com/GrampaGlennsCertifiedOrganicStrawberries","44.528060","-90.884823","Grampa Glenns Organic Strawberries Glennenn Farm","WI","W11280 County Road B","honey","","farm","www.grampaglennsorganicstrawberries.com","54746"
"Edgerton","","42.861329","-89.140436","Harried U-Pick-Umm Farm LLC.","WI","173 County Road N","fresh-fruits poultry fowl","","farm","www.facebook.com/pages/Harried-U-Pick-Umm-Farm/142386852440308","53534"
"Chilton","","43.995193","-88.311825","Heritage Orchard LLC","WI","N 2963 Lakeshore Dr","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey juices ciders maple-products nuts prepared-foods soap body-care","","farm","www.heritageorchard.net","53014"
"Bayfield","https://www.facebook.com/pages/Highland-Valley-Farm/117845948235187","46.832896","-90.867633","Highland Valley Farm Inc.","WI","87080 Valley Rd","fresh-fruits honey maple-products","","farm","http://www.bayfieldblues.com/index.html","54814"
"St. Cloud","https://www.facebook.com/HolylandBerries","43.8853530","-88.2058260","Holyland Berries Farm","WI","N9488 Rte G","fresh-fruits fresh-vegetables","","farm","","53079"
"North Prairie","https://www.facebook.com/pages/Kipp-Farms-Country-Market-LLC/274280116083169?fref=ts","42.945864","-88.404992","Kipp Farms and Country Market LLC","WI","w329s5402 county rd E","bedding plants eggs fresh-vegetables honey red-meat non-poultry-meat soap body-care","","farm","www.kippfarms.com","53153"
"Nekoosa","https://www.facebook.com/lotisalpacas?ref=ts&fref=ts","44.2665210","-89.8530470","Lotis Alpacas","WI","704 Hillcrest Avenue","crafts woodworking","","farm","www.lotisalpacas.com","54457"
"Bloomer","https://www.facebook.com/pages/Macs-Berry-Farm-Bloomer-Wisconsin/128131573868102","45.025737","-91.462292","Macs Berry Farm","WI","10439 130th Avenue","fresh-fruits fresh-vegetables maple-products","","farm","","54724"
"Cashton","https://www.facebook.com/pages/Maple-Ridge-Orchard/346451842039608","43.7993250","-90.8597170","Maple Ridge Orchard","WI","6675 Maple Ave","baked-goods canned preserved crafts woodworking fresh-fruits maple-products","","farm","www.mapleridgeorchard.com","54619"
"Chilton","https://www.facebook.com/MeuerFarm,LLC","43.981162","-88.304602","Meuer Farm, LLC","WI","N2564  Highway 151","baked-goods canned preserved coffee tea eggs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nuts poultry fowl prepared-foods soap body-care wine spirits beer hard-cider","","farm","www.meuerfarm.com","53014"
"Milton ","www.facebook.com/meyersfarmmarket","42.7604481","-89.0076937","Meyer's Farm Market","WI","1329 E M-H Townline Road","herbs fresh-fruits fresh-vegetables honey juices ciders","","farm","www.meyersfarmmarket.com","53563"
"Hayward","","45.983106","-91.467657","Northfork Ranch","WI","15455 W Kadlec Road","canned preserved herbs fresh-vegetables red-meat non-poultry-meat","","farm","","54843"
"Neenah","https://www.facebook.com/pages/Oakridge-Farms/80596262554","44.179237","-88.504904","Oakridge Farms","WI","125 County Road CB","fresh-fruits fresh-vegetables honey","https://twitter.com/oakridgeberries","farm","http://oakridgeberries.com/","54956"
"Belleville","","42.909700","-89.559045","Observatory Hill Farm LLC","WI","1017 Observatory Hill Rd.","red-meat non-poultry-meat","","farm","http://observatoryhillfarm.com/","53508"
"Cottage Grove","https://www.facebook.com/OffbeatAcresAlpacas","43.1471750","-89.1544170","Offbeat Acres","WI","5453 Pierceville Road","fresh-fruits fresh-vegetables","https://twitter.com/OffbeatAcres","farm","www.offbeatacres.com","53527"
"Franksville","https://www.facebook.com/orchardstore","42.828252","-88.070998","Old Homestead Orchard","WI","7814 Raynor Ave","canned preserved crafts woodworking cut-flowers eggs fresh-fruits fresh-vegetables honey juices ciders maple-products poultry fowl","","farm","","53126"
"Fall Creek","","44.690853","-91.261903","Out to Pasture Beef","WI","E13240 E Hillsdale Dr","maple-products red-meat non-poultry-meat","","farm","www.outtopasturebeef.com","54742"
"Amery","Brad Burke","45.259556","-92.427783","Pike Hole Family Farm","WI","359 130th Street","canned preserved herbs fresh-fruits fresh-vegetables","","farm","www.pikeholefarm.com","54001"
"Ripon","https://www.facebook.com/pinnacle.pastures?fref=ts","43.807534","-88.749112","Pinnacle Pastures","WI","W11780 County Road KK","red-meat non-poultry-meat","","farm","pinnaclepastures,com","54971"
"Pittsville","https://www.facebook.com/pittsvillefarmelk","44.4239469","-90.1252475","Pittsview Farm Elk","WI","4891 state hwy. 80","","","farm","http://pittsviewfarmelk.com/",""
"Bonduel","https://www.facebook.com/porterspatch.navarino?fref=ts","44.6115636","-88.4575537","Porter's Patch","WI","W4314 State Hwy 156","cut-flowers fresh-fruits fresh-vegetables","Porters Patch","farm","www.PortersPatch.com","54107"
