	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	2	999	Statewide	11	Farm labor contractors and crew leaders	2	115115	0500000US020200500000US020200500000US02290	3.0	0.0	0.0	0.0	0.0	1.25
1	2	999	Statewide	11	Finfish fishing	2	114111	0500000US020130500000US020130500000US020160500000US020160500000US020200500000US020200500000US020500500000US020600500000US020600500000US020700500000US020700500000US020900500000US021000500000US021000500000US021100500000US021100500000US021220500000US021220500000US021300500000US021300500000US021500500000US021500500000US021640500000US021700500000US021700500000US021950500000US021950500000US021980500000US021980500000US022200500000US022200500000US022300500000US022400500000US022610500000US022610500000US022700500000US022750500000US022750500000US022820500000US02282	570.8333333333334	382.25	39247.75	557.0	30415.6	281.0
2	2	999	Statewide	11	Forest nurseries and gathering of forest products	2	113210	0500000US021700500000US022200500000US02220	3.333333333333333	0.0	0.0	0.0	0.0	1.5
3	2	999	Statewide	11	Hunting and trapping	2	114210	0500000US020900500000US021500500000US021500500000US021700500000US02170	7.0	0.0	0.0	1.6	88.6	3.2
4	2	999	Statewide	11	Logging	2	113310	0500000US020200500000US020200500000US020900500000US020900500000US021000500000US021000500000US021050500000US021100500000US021100500000US021220500000US021220500000US021300500000US021300500000US021500500000US021500500000US021700500000US021700500000US021950500000US021950500000US021980500000US021980500000US022400500000US022400500000US02290	54.583333333333336	323.0	25239.25	195.8	14562.8	26.4
5	2	999	Statewide	11	Other marine fishing	2	114119	0500000US020200500000US020200500000US021220500000US021220500000US021300500000US021500500000US021950500000US022200500000US02261	15.166666666666668	4.833333333333333	177.66666666666669	2.0	172.4	5.8
6	2	999	Statewide	11	Shellfish fishing	2	114112	0500000US020130500000US020160500000US020200500000US020200500000US020600500000US020600500000US020700500000US020700500000US020900500000US020900500000US021000500000US021000500000US021050500000US021050500000US021100500000US021100500000US021220500000US021220500000US021300500000US021300500000US021500500000US021500500000US021640500000US021640500000US021700500000US021700500000US021950500000US021950500000US021980500000US022200500000US022200500000US022300500000US022300500000US022400500000US022400500000US022610500000US022610500000US022750500000US022750500000US02282	198.08333333333337	41.25	8048.5	43.8	4353.2	104.8
7	2	999	Statewide	11	Soil preparation, planting, and cultivating	2	115112	0500000US020200500000US020900500000US020900500000US021100500000US021100500000US021700500000US021700500000US021950500000US021950500000US022400500000US02240	11.0	0.0	0.0	17.0	1020.0	4.4
8	2	999	Statewide	11	Support activities for animal production	2	115210	0500000US020200500000US020200500000US021700500000US02170	7.166666666666667	9.75	77.5	13.2	182.2	3.6
9	2	999	Statewide	11	Support activities for forestry	2	115310	0500000US020200500000US021100500000US021100500000US021220500000US021220500000US021700500000US021700500000US021980500000US02198	11.75	2.75	109.5	6.6	488.2	5.4
